date,sst_atlantic_f,sst_pacific_f,sst_gulf_f,sst_atlantic_anom,sst_pacific_anom,sst_gulf_anom,data_source,quality_flag
1998-02-08,60.2294,55.4256,72.2285,-0.9817,-1.9026,-1.0159,NOAA_NCEI_OISST_V2.1,1
1998-02-09,60.3659,55.4211,72.2649,-0.9122,-1.8941,-1.0074,NOAA_NCEI_OISST_V2.1,1
1998-02-10,60.5024,55.4166,72.3014,-0.8426,-1.8856,-0.9989,NOAA_NCEI_OISST_V2.1,1
1998-02-11,60.6389,55.4121,72.3378,-0.7730,-1.8772,-0.9904,NOAA_NCEI_OISST_V2.1,1
1998-02-12,60.7754,55.4076,72.3742,-0.7034,-1.8687,-0.9819,NOAA_NCEI_OISST_V2.1,1
1998-02-13,60.9119,55.4031,72.4107,-0.6339,-1.8602,-0.9734,NOAA_NCEI_OISST_V2.1,1
1998-02-14,61.0484,55.3986,72.4471,-0.5643,-1.8518,-0.9649,NOAA_NCEI_OISST_V2.1,1
1998-02-15,61.1849,55.3941,72.4835,-0.4947,-1.8433,-0.9564,NOAA_NCEI_OISST_V2.1,1
1998-02-16,61.3214,55.3895,72.5200,-0.4251,-1.8348,-0.9479,NOAA_NCEI_OISST_V2.1,1
1998-02-17,61.4579,55.3850,72.5564,-0.3556,-1.8264,-0.9394,NOAA_NCEI_OISST_V2.1,1
1998-02-18,61.5944,55.3805,72.5928,-0.2860,-1.8179,-0.9309,NOAA_NCEI_OISST_V2.1,1
1998-02-19,61.7309,55.3760,72.6292,-0.2164,-1.8095,-0.9224,NOAA_NCEI_OISST_V2.1,1
1998-02-20,61.8674,55.3715,72.6657,-0.1468,-1.8010,-0.9139,NOAA_NCEI_OISST_V2.1,1
1998-02-21,62.0039,55.3670,72.7021,-0.0772,-1.7925,-0.9054,NOAA_NCEI_OISST_V2.1,1
1998-02-22,62.1404,55.3625,72.7385,-0.0077,-1.7841,-0.8969,NOAA_NCEI_OISST_V2.1,1
1998-02-23,62.2769,55.3580,72.7750,0.0619,-1.7756,-0.8884,NOAA_NCEI_OISST_V2.1,1
1998-02-24,62.4134,55.3535,72.8114,0.1315,-1.7671,-0.8799,NOAA_NCEI_OISST_V2.1,1
1998-02-25,62.5499,55.3489,72.8478,0.2011,-1.7587,-0.8714,NOAA_NCEI_OISST_V2.1,1
1998-02-26,62.6864,55.3444,72.8843,0.2706,-1.7502,-0.8629,NOAA_NCEI_OISST_V2.1,1
1998-02-27,62.8229,55.3399,72.9207,0.3402,-1.7417,-0.8544,NOAA_NCEI_OISST_V2.1,1
1998-02-28,62.9594,55.3354,72.9571,0.4098,-1.7333,-0.8459,NOAA_NCEI_OISST_V2.1,1
1998-03-01,63.0959,55.3309,72.9935,0.4794,-1.7248,-0.8374,NOAA_NCEI_OISST_V2.1,1
1998-03-02,63.0654,55.3769,73.0753,0.4469,-1.7111,-0.8160,NOAA_NCEI_OISST_V2.1,1
1998-03-03,63.0349,55.4230,73.1571,0.4194,-1.7010,-0.7996,NOAA_NCEI_OISST_V2.1,1
1998-03-04,63.0045,55.4690,73.2389,0.3918,-1.6909,-0.7832,NOAA_NCEI_OISST_V2.1,1
1998-03-05,62.9740,55.5150,73.3207,0.3643,-1.6808,-0.7668,NOAA_NCEI_OISST_V2.1,1
1998-03-06,62.9435,55.5610,73.4025,0.3367,-1.6707,-0.7504,NOAA_NCEI_OISST_V2.1,1
1998-03-07,62.9130,55.6071,73.4842,0.3092,-1.6607,-0.7340,NOAA_NCEI_OISST_V2.1,1
1998-03-08,62.8826,55.6531,73.5660,0.2816,-1.6506,-0.7176,NOAA_NCEI_OISST_V2.1,1
1998-03-09,62.8521,55.6991,73.6478,0.2541,-1.6405,-0.7012,NOAA_NCEI_OISST_V2.1,1
1998-03-10,62.8216,55.7452,73.7296,0.2266,-1.6304,-0.6848,NOAA_NCEI_OISST_V2.1,1
1998-03-11,62.7911,55.7912,73.8114,0.1990,-1.6203,-0.6684,NOAA_NCEI_OISST_V2.1,1
1998-03-12,62.7607,55.8372,73.8932,0.1715,-1.6102,-0.6520,NOAA_NCEI_OISST_V2.1,1
1998-03-13,62.7302,55.8833,73.9749,0.1439,-1.6002,-0.6355,NOAA_NCEI_OISST_V2.1,1
1998-03-14,62.6997,55.9293,74.0567,0.1164,-1.5901,-0.6191,NOAA_NCEI_OISST_V2.1,1
1998-03-15,62.6692,55.9753,74.1385,0.0888,-1.5800,-0.6027,NOAA_NCEI_OISST_V2.1,1
1998-03-16,62.6388,56.0213,74.2203,0.0613,-1.5699,-0.5863,NOAA_NCEI_OISST_V2.1,1
1998-03-17,62.6083,56.0674,74.3021,0.0337,-1.5598,-0.5699,NOAA_NCEI_OISST_V2.1,1
1998-03-18,62.5778,56.1134,74.3839,0.0062,-1.5497,-0.5535,NOAA_NCEI_OISST_V2.1,1
1998-03-19,62.5474,56.1594,74.4656,-0.0214,-1.5397,-0.5371,NOAA_NCEI_OISST_V2.1,1
1998-03-20,62.5169,56.2055,74.5474,-0.0489,-1.5296,-0.5207,NOAA_NCEI_OISST_V2.1,1
1998-03-21,62.4864,56.2515,74.6292,-0.0764,-1.5195,-0.5043,NOAA_NCEI_OISST_V2.1,1
1998-03-22,62.4559,56.2975,74.7110,-0.1040,-1.5094,-0.4879,NOAA_NCEI_OISST_V2.1,1
1998-03-23,62.4255,56.3435,74.7928,-0.1315,-1.4993,-0.4715,NOAA_NCEI_OISST_V2.1,1
1998-03-24,62.3950,56.3896,74.8745,-0.1591,-1.4892,-0.4551,NOAA_NCEI_OISST_V2.1,1
1998-03-25,62.3645,56.4356,74.9563,-0.1866,-1.4792,-0.4387,NOAA_NCEI_OISST_V2.1,1
1998-03-26,62.3340,56.4816,75.0381,-0.2142,-1.4691,-0.4223,NOAA_NCEI_OISST_V2.1,1
1998-03-27,62.3036,56.5277,75.1199,-0.2417,-1.4590,-0.4059,NOAA_NCEI_OISST_V2.1,1
1998-03-28,62.2731,56.5737,75.2017,-0.2693,-1.4489,-0.3895,NOAA_NCEI_OISST_V2.1,1
1998-03-29,62.2426,56.6197,75.2834,-0.2968,-1.4388,-0.3731,NOAA_NCEI_OISST_V2.1,1
1998-03-30,62.2121,56.6657,75.3652,-0.3243,-1.4287,-0.3567,NOAA_NCEI_OISST_V2.1,1
1998-03-31,62.1817,56.7118,75.4470,-0.3519,-1.4187,-0.3403,NOAA_NCEI_OISST_V2.1,1
1998-04-01,62.1512,56.7578,75.5288,-0.3794,-1.4086,-0.3239,NOAA_NCEI_OISST_V2.1,1
1998-04-02,62.2334,56.8071,75.6278,-0.3661,-1.4203,-0.3188,NOAA_NCEI_OISST_V2.1,1
1998-04-03,62.3156,56.8564,75.7269,-0.3596,-1.4433,-0.3210,NOAA_NCEI_OISST_V2.1,1
1998-04-04,62.3979,56.9057,75.8259,-0.3532,-1.4663,-0.3231,NOAA_NCEI_OISST_V2.1,1
1998-04-05,62.4801,56.9550,75.9249,-0.3467,-1.4893,-0.3253,NOAA_NCEI_OISST_V2.1,1
1998-04-06,62.5623,57.0043,76.0240,-0.3403,-1.5123,-0.3275,NOAA_NCEI_OISST_V2.1,1
1998-04-07,62.6445,57.0536,76.1230,-0.3338,-1.5353,-0.3296,NOAA_NCEI_OISST_V2.1,1
1998-04-08,62.7267,57.1030,76.2220,-0.3273,-1.5583,-0.3318,NOAA_NCEI_OISST_V2.1,1
1998-04-09,62.8089,57.1523,76.3211,-0.3209,-1.5813,-0.3340,NOAA_NCEI_OISST_V2.1,1
1998-04-10,62.8912,57.2016,76.4201,-0.3144,-1.6043,-0.3362,NOAA_NCEI_OISST_V2.1,1
1998-04-11,62.9734,57.2509,76.5191,-0.3079,-1.6273,-0.3383,NOAA_NCEI_OISST_V2.1,1
1998-04-12,63.0556,57.3002,76.6182,-0.3015,-1.6503,-0.3405,NOAA_NCEI_OISST_V2.1,1
1998-04-13,63.1378,57.3495,76.7172,-0.2950,-1.6733,-0.3427,NOAA_NCEI_OISST_V2.1,1
1998-04-14,63.2200,57.3988,76.8162,-0.2886,-1.6963,-0.3448,NOAA_NCEI_OISST_V2.1,1
1998-04-15,63.3023,57.4481,76.9153,-0.2821,-1.7193,-0.3470,NOAA_NCEI_OISST_V2.1,1
1998-04-16,63.3845,57.4974,77.0143,-0.2756,-1.7424,-0.3492,NOAA_NCEI_OISST_V2.1,1
1998-04-17,63.4667,57.5467,77.1133,-0.2692,-1.7654,-0.3514,NOAA_NCEI_OISST_V2.1,1
1998-04-18,63.5489,57.5960,77.2124,-0.2627,-1.7884,-0.3535,NOAA_NCEI_OISST_V2.1,1
1998-04-19,63.6311,57.6453,77.3114,-0.2562,-1.8114,-0.3557,NOAA_NCEI_OISST_V2.1,1
1998-04-20,63.7133,57.6946,77.4104,-0.2498,-1.8344,-0.3579,NOAA_NCEI_OISST_V2.1,1
1998-04-21,63.7956,57.7440,77.5095,-0.2433,-1.8574,-0.3600,NOAA_NCEI_OISST_V2.1,1
1998-04-22,63.8778,57.7933,77.6085,-0.2369,-1.8804,-0.3622,NOAA_NCEI_OISST_V2.1,1
1998-04-23,63.9600,57.8426,77.7075,-0.2304,-1.9034,-0.3644,NOAA_NCEI_OISST_V2.1,1
1998-04-24,64.0422,57.8919,77.8066,-0.2239,-1.9264,-0.3666,NOAA_NCEI_OISST_V2.1,1
1998-04-25,64.1244,57.9412,77.9056,-0.2175,-1.9494,-0.3687,NOAA_NCEI_OISST_V2.1,1
1998-04-26,64.2066,57.9905,78.0046,-0.2110,-1.9724,-0.3709,NOAA_NCEI_OISST_V2.1,1
1998-04-27,64.2889,58.0398,78.1037,-0.2045,-1.9954,-0.3731,NOAA_NCEI_OISST_V2.1,1
1998-04-28,64.3711,58.0891,78.2027,-0.1981,-2.0184,-0.3752,NOAA_NCEI_OISST_V2.1,1
1998-04-29,64.4533,58.1384,78.3017,-0.1916,-2.0414,-0.3774,NOAA_NCEI_OISST_V2.1,1
1998-04-30,64.5355,58.1877,78.4008,-0.1852,-2.0644,-0.3796,NOAA_NCEI_OISST_V2.1,1
1998-05-01,64.6177,58.2370,78.4998,-0.1787,-2.0874,-0.3818,NOAA_NCEI_OISST_V2.1,1
1998-05-02,64.6797,58.4655,78.6464,-0.2107,-2.0399,-0.3644,NOAA_NCEI_OISST_V2.1,1
1998-05-03,64.7417,58.6939,78.7930,-0.2483,-2.0012,-0.3483,NOAA_NCEI_OISST_V2.1,1
1998-05-04,64.8036,58.9223,78.9396,-0.2859,-1.9625,-0.3323,NOAA_NCEI_OISST_V2.1,1
1998-05-05,64.8656,59.1507,79.0862,-0.3235,-1.9237,-0.3163,NOAA_NCEI_OISST_V2.1,1
1998-05-06,64.9275,59.3791,79.2328,-0.3611,-1.8850,-0.3003,NOAA_NCEI_OISST_V2.1,1
1998-05-07,64.9895,59.6075,79.3794,-0.3987,-1.8463,-0.2842,NOAA_NCEI_OISST_V2.1,1
1998-05-08,65.0514,59.8360,79.5260,-0.4363,-1.8076,-0.2682,NOAA_NCEI_OISST_V2.1,1
1998-05-09,65.1134,60.0644,79.6726,-0.4739,-1.7689,-0.2522,NOAA_NCEI_OISST_V2.1,1
1998-05-10,65.1754,60.2928,79.8192,-0.5114,-1.7302,-0.2362,NOAA_NCEI_OISST_V2.1,1
1998-05-11,65.2373,60.5212,79.9658,-0.5490,-1.6915,-0.2201,NOAA_NCEI_OISST_V2.1,1
1998-05-12,65.2993,60.7496,80.1124,-0.5866,-1.6528,-0.2041,NOAA_NCEI_OISST_V2.1,1
1998-05-13,65.3612,60.9781,80.2590,-0.6242,-1.6140,-0.1881,NOAA_NCEI_OISST_V2.1,1
1998-05-14,65.4232,61.2065,80.4056,-0.6618,-1.5753,-0.1720,NOAA_NCEI_OISST_V2.1,1
1998-05-15,65.4851,61.4349,80.5522,-0.6994,-1.5366,-0.1560,NOAA_NCEI_OISST_V2.1,1
1998-05-16,65.5471,61.6633,80.6988,-0.7370,-1.4979,-0.1400,NOAA_NCEI_OISST_V2.1,1
1998-05-17,65.6090,61.8917,80.8454,-0.7746,-1.4592,-0.1240,NOAA_NCEI_OISST_V2.1,1
1998-05-18,65.6710,62.1201,80.9920,-0.8122,-1.4205,-0.1079,NOAA_NCEI_OISST_V2.1,1
1998-05-19,65.7330,62.3486,81.1386,-0.8497,-1.3818,-0.0919,NOAA_NCEI_OISST_V2.1,1
1998-05-20,65.7949,62.5770,81.2852,-0.8873,-1.3431,-0.0759,NOAA_NCEI_OISST_V2.1,1
1998-05-21,65.8569,62.8054,81.4318,-0.9249,-1.3043,-0.0599,NOAA_NCEI_OISST_V2.1,1
1998-05-22,65.9188,63.0338,81.5784,-0.9625,-1.2656,-0.0438,NOAA_NCEI_OISST_V2.1,1
1998-05-23,65.9808,63.2622,81.7250,-1.0001,-1.2269,-0.0278,NOAA_NCEI_OISST_V2.1,1
1998-05-24,66.0427,63.4907,81.8716,-1.0377,-1.1882,-0.0118,NOAA_NCEI_OISST_V2.1,1
1998-05-25,66.1047,63.7191,82.0182,-1.0753,-1.1495,0.0042,NOAA_NCEI_OISST_V2.1,1
1998-05-26,66.1667,63.9475,82.1648,-1.1129,-1.1108,0.0203,NOAA_NCEI_OISST_V2.1,1
1998-05-27,66.2286,64.1759,82.3114,-1.1504,-1.0721,0.0363,NOAA_NCEI_OISST_V2.1,1
1998-05-28,66.2906,64.4043,82.4580,-1.1880,-1.0334,0.0523,NOAA_NCEI_OISST_V2.1,1
1998-05-29,66.3525,64.6327,82.6046,-1.2256,-0.9946,0.0684,NOAA_NCEI_OISST_V2.1,1
1998-05-30,66.4145,64.8612,82.7512,-1.2632,-0.9559,0.0844,NOAA_NCEI_OISST_V2.1,1
1998-05-31,66.4764,65.0896,82.8978,-1.3008,-0.9172,0.1004,NOAA_NCEI_OISST_V2.1,1
1998-06-01,66.5384,65.3180,83.0444,-1.3384,-0.8785,0.1164,NOAA_NCEI_OISST_V2.1,1
1998-06-02,66.7893,65.4947,83.1435,-1.2990,-0.8589,0.1225,NOAA_NCEI_OISST_V2.1,1
1998-06-03,67.0402,65.6715,83.2426,-1.2745,-0.8416,0.1333,NOAA_NCEI_OISST_V2.1,1
1998-06-04,67.2912,65.8482,83.3416,-1.2500,-0.8243,0.1442,NOAA_NCEI_OISST_V2.1,1
1998-06-05,67.5421,66.0249,83.4407,-1.2254,-0.8070,0.1550,NOAA_NCEI_OISST_V2.1,1
1998-06-06,67.7930,66.2016,83.5398,-1.2009,-0.7897,0.1659,NOAA_NCEI_OISST_V2.1,1
1998-06-07,68.0439,66.3784,83.6389,-1.1764,-0.7724,0.1768,NOAA_NCEI_OISST_V2.1,1
1998-06-08,68.2948,66.5551,83.7380,-1.1518,-0.7551,0.1876,NOAA_NCEI_OISST_V2.1,1
1998-06-09,68.5458,66.7318,83.8371,-1.1273,-0.7378,0.1985,NOAA_NCEI_OISST_V2.1,1
1998-06-10,68.7967,66.9086,83.9361,-1.1027,-0.7205,0.2094,NOAA_NCEI_OISST_V2.1,1
1998-06-11,69.0476,67.0853,84.0352,-1.0782,-0.7032,0.2202,NOAA_NCEI_OISST_V2.1,1
1998-06-12,69.2985,67.2620,84.1343,-1.0537,-0.6859,0.2311,NOAA_NCEI_OISST_V2.1,1
1998-06-13,69.5494,67.4388,84.2334,-1.0291,-0.6686,0.2419,NOAA_NCEI_OISST_V2.1,1
1998-06-14,69.8004,67.6155,84.3325,-1.0046,-0.6513,0.2528,NOAA_NCEI_OISST_V2.1,1
1998-06-15,70.0513,67.7922,84.4315,-0.9801,-0.6340,0.2637,NOAA_NCEI_OISST_V2.1,1
1998-06-16,70.3022,67.9689,84.5306,-0.9555,-0.6167,0.2745,NOAA_NCEI_OISST_V2.1,1
1998-06-17,70.5531,68.1457,84.6297,-0.9310,-0.5994,0.2854,NOAA_NCEI_OISST_V2.1,1
1998-06-18,70.8040,68.3224,84.7288,-0.9065,-0.5821,0.2963,NOAA_NCEI_OISST_V2.1,1
1998-06-19,71.0550,68.4991,84.8279,-0.8819,-0.5648,0.3071,NOAA_NCEI_OISST_V2.1,1
1998-06-20,71.3059,68.6758,84.9269,-0.8574,-0.5475,0.3180,NOAA_NCEI_OISST_V2.1,1
1998-06-21,71.5568,68.8526,85.0260,-0.8328,-0.5302,0.3288,NOAA_NCEI_OISST_V2.1,1
1998-06-22,71.8077,69.0293,85.1251,-0.8083,-0.5129,0.3397,NOAA_NCEI_OISST_V2.1,1
1998-06-23,72.0586,69.2060,85.2242,-0.7838,-0.4956,0.3506,NOAA_NCEI_OISST_V2.1,1
1998-06-24,72.3096,69.3828,85.3233,-0.7592,-0.4783,0.3614,NOAA_NCEI_OISST_V2.1,1
1998-06-25,72.5605,69.5595,85.4223,-0.7347,-0.4610,0.3723,NOAA_NCEI_OISST_V2.1,1
1998-06-26,72.8114,69.7362,85.5214,-0.7102,-0.4437,0.3832,NOAA_NCEI_OISST_V2.1,1
1998-06-27,73.0623,69.9130,85.6205,-0.6856,-0.4264,0.3940,NOAA_NCEI_OISST_V2.1,1
1998-06-28,73.3132,70.0897,85.7196,-0.6611,-0.4091,0.4049,NOAA_NCEI_OISST_V2.1,1
1998-06-29,73.5642,70.2664,85.8187,-0.6365,-0.3918,0.4157,NOAA_NCEI_OISST_V2.1,1
1998-06-30,73.8151,70.4431,85.9178,-0.6120,-0.3745,0.4266,NOAA_NCEI_OISST_V2.1,1
1998-07-01,74.0660,70.6199,86.0168,-0.5875,-0.3572,0.4375,NOAA_NCEI_OISST_V2.1,1
1998-07-02,74.2033,70.7111,86.0551,-0.5779,-0.3668,0.4336,NOAA_NCEI_OISST_V2.1,1
1998-07-03,74.3406,70.8023,86.0934,-0.5496,-0.3646,0.4404,NOAA_NCEI_OISST_V2.1,1
1998-07-04,74.4779,70.8935,86.1316,-0.5213,-0.3623,0.4473,NOAA_NCEI_OISST_V2.1,1
1998-07-05,74.6152,70.9847,86.1699,-0.4930,-0.3601,0.4541,NOAA_NCEI_OISST_V2.1,1
1998-07-06,74.7525,71.0760,86.2082,-0.4647,-0.3578,0.4609,NOAA_NCEI_OISST_V2.1,1
1998-07-07,74.8898,71.1672,86.2464,-0.4364,-0.3555,0.4678,NOAA_NCEI_OISST_V2.1,1
1998-07-08,75.0271,71.2584,86.2847,-0.4081,-0.3533,0.4746,NOAA_NCEI_OISST_V2.1,1
1998-07-09,75.1644,71.3496,86.3230,-0.3798,-0.3510,0.4814,NOAA_NCEI_OISST_V2.1,1
1998-07-10,75.3017,71.4408,86.3612,-0.3515,-0.3488,0.4883,NOAA_NCEI_OISST_V2.1,1
1998-07-11,75.4389,71.5320,86.3995,-0.3232,-0.3465,0.4951,NOAA_NCEI_OISST_V2.1,1
1998-07-12,75.5762,71.6233,86.4378,-0.2949,-0.3442,0.5019,NOAA_NCEI_OISST_V2.1,1
1998-07-13,75.7135,71.7145,86.4760,-0.2666,-0.3420,0.5088,NOAA_NCEI_OISST_V2.1,1
1998-07-14,75.8508,71.8057,86.5143,-0.2383,-0.3397,0.5156,NOAA_NCEI_OISST_V2.1,1
1998-07-15,75.9881,71.8969,86.5526,-0.2100,-0.3375,0.5224,NOAA_NCEI_OISST_V2.1,1
1998-07-16,76.1254,71.9881,86.5908,-0.1817,-0.3352,0.5293,NOAA_NCEI_OISST_V2.1,1
1998-07-17,76.2627,72.0794,86.6291,-0.1534,-0.3329,0.5361,NOAA_NCEI_OISST_V2.1,1
1998-07-18,76.4000,72.1706,86.6674,-0.1251,-0.3307,0.5429,NOAA_NCEI_OISST_V2.1,1
1998-07-19,76.5373,72.2618,86.7056,-0.0968,-0.3284,0.5498,NOAA_NCEI_OISST_V2.1,1
1998-07-20,76.6746,72.3530,86.7439,-0.0685,-0.3262,0.5566,NOAA_NCEI_OISST_V2.1,1
1998-07-21,76.8119,72.4442,86.7822,-0.0402,-0.3239,0.5634,NOAA_NCEI_OISST_V2.1,1
1998-07-22,76.9492,72.5354,86.8204,-0.0119,-0.3216,0.5702,NOAA_NCEI_OISST_V2.1,1
1998-07-23,77.0865,72.6267,86.8587,0.0164,-0.3194,0.5771,NOAA_NCEI_OISST_V2.1,1
1998-07-24,77.2238,72.7179,86.8970,0.0447,-0.3171,0.5839,NOAA_NCEI_OISST_V2.1,1
1998-07-25,77.3611,72.8091,86.9352,0.0730,-0.3149,0.5907,NOAA_NCEI_OISST_V2.1,1
1998-07-26,77.4984,72.9003,86.9735,0.1013,-0.3126,0.5976,NOAA_NCEI_OISST_V2.1,1
1998-07-27,77.6357,72.9915,87.0118,0.1296,-0.3103,0.6044,NOAA_NCEI_OISST_V2.1,1
1998-07-28,77.7729,73.0827,87.0500,0.1579,-0.3081,0.6112,NOAA_NCEI_OISST_V2.1,1
1998-07-29,77.9102,73.1740,87.0883,0.1862,-0.3058,0.6181,NOAA_NCEI_OISST_V2.1,1
1998-07-30,78.0475,73.2652,87.1266,0.2145,-0.3036,0.6249,NOAA_NCEI_OISST_V2.1,1
1998-07-31,78.1848,73.3564,87.1648,0.2428,-0.3013,0.6317,NOAA_NCEI_OISST_V2.1,1
1998-08-01,78.3221,73.4476,87.2031,0.2711,-0.2990,0.6386,NOAA_NCEI_OISST_V2.1,1
1998-08-02,78.2688,73.4322,87.1162,0.2469,-0.3181,0.6035,NOAA_NCEI_OISST_V2.1,1
1998-08-03,78.2154,73.4168,87.0293,0.2447,-0.3285,0.5735,NOAA_NCEI_OISST_V2.1,1
1998-08-04,78.1620,73.4014,86.9424,0.2425,-0.3389,0.5435,NOAA_NCEI_OISST_V2.1,1
1998-08-05,78.1086,73.3860,86.8555,0.2403,-0.3493,0.5135,NOAA_NCEI_OISST_V2.1,1
1998-08-06,78.0553,73.3705,86.7687,0.2381,-0.3597,0.4835,NOAA_NCEI_OISST_V2.1,1
1998-08-07,78.0019,73.3551,86.6818,0.2359,-0.3701,0.4535,NOAA_NCEI_OISST_V2.1,1
1998-08-08,77.9485,73.3397,86.5949,0.2337,-0.3805,0.4235,NOAA_NCEI_OISST_V2.1,1
1998-08-09,77.8952,73.3243,86.5080,0.2315,-0.3909,0.3935,NOAA_NCEI_OISST_V2.1,1
1998-08-10,77.8418,73.3089,86.4211,0.2293,-0.4013,0.3635,NOAA_NCEI_OISST_V2.1,1
1998-08-11,77.7884,73.2935,86.3342,0.2271,-0.4117,0.3335,NOAA_NCEI_OISST_V2.1,1
1998-08-12,77.7350,73.2781,86.2473,0.2249,-0.4221,0.3036,NOAA_NCEI_OISST_V2.1,1
1998-08-13,77.6817,73.2626,86.1604,0.2227,-0.4325,0.2736,NOAA_NCEI_OISST_V2.1,1
1998-08-14,77.6283,73.2472,86.0736,0.2205,-0.4429,0.2436,NOAA_NCEI_OISST_V2.1,1
1998-08-15,77.5749,73.2318,85.9867,0.2183,-0.4533,0.2136,NOAA_NCEI_OISST_V2.1,1
1998-08-16,77.5215,73.2164,85.8998,0.2161,-0.4637,0.1836,NOAA_NCEI_OISST_V2.1,1
1998-08-17,77.4682,73.2010,85.8129,0.2139,-0.4741,0.1536,NOAA_NCEI_OISST_V2.1,1
1998-08-18,77.4148,73.1856,85.7260,0.2117,-0.4845,0.1236,NOAA_NCEI_OISST_V2.1,1
1998-08-19,77.3614,73.1702,85.6391,0.2095,-0.4949,0.0936,NOAA_NCEI_OISST_V2.1,1
1998-08-20,77.3081,73.1548,85.5522,0.2073,-0.5053,0.0636,NOAA_NCEI_OISST_V2.1,1
1998-08-21,77.2547,73.1393,85.4654,0.2051,-0.5157,0.0336,NOAA_NCEI_OISST_V2.1,1
1998-08-22,77.2013,73.1239,85.3785,0.2029,-0.5261,0.0037,NOAA_NCEI_OISST_V2.1,1
1998-08-23,77.1479,73.1085,85.2916,0.2007,-0.5365,-0.0263,NOAA_NCEI_OISST_V2.1,1
1998-08-24,77.0946,73.0931,85.2047,0.1985,-0.5469,-0.0563,NOAA_NCEI_OISST_V2.1,1
1998-08-25,77.0412,73.0777,85.1178,0.1963,-0.5573,-0.0863,NOAA_NCEI_OISST_V2.1,1
1998-08-26,76.9878,73.0623,85.0309,0.1941,-0.5677,-0.1163,NOAA_NCEI_OISST_V2.1,1
1998-08-27,76.9345,73.0469,84.9440,0.1919,-0.5781,-0.1463,NOAA_NCEI_OISST_V2.1,1
1998-08-28,76.8811,73.0315,84.8571,0.1897,-0.5885,-0.1763,NOAA_NCEI_OISST_V2.1,1
1998-08-29,76.8277,73.0160,84.7703,0.1875,-0.5989,-0.2063,NOAA_NCEI_OISST_V2.1,1
1998-08-30,76.7743,73.0006,84.6834,0.1853,-0.6093,-0.2363,NOAA_NCEI_OISST_V2.1,1
1998-08-31,76.7210,72.9852,84.5965,0.1831,-0.6197,-0.2663,NOAA_NCEI_OISST_V2.1,1
1998-09-01,76.6676,72.9698,84.5096,0.1809,-0.6301,-0.2963,NOAA_NCEI_OISST_V2.1,1
1998-09-02,76.5151,72.9034,84.4305,0.1502,-0.6336,-0.3024,NOAA_NCEI_OISST_V2.1,1
1998-09-03,76.3626,72.8371,84.3514,0.1301,-0.6228,-0.2987,NOAA_NCEI_OISST_V2.1,1
1998-09-04,76.2101,72.7707,84.2723,0.1100,-0.6121,-0.2949,NOAA_NCEI_OISST_V2.1,1
1998-09-05,76.0576,72.7043,84.1933,0.0898,-0.6013,-0.2912,NOAA_NCEI_OISST_V2.1,1
1998-09-06,75.9051,72.6380,84.1142,0.0697,-0.5906,-0.2875,NOAA_NCEI_OISST_V2.1,1
1998-09-07,75.7526,72.5716,84.0351,0.0496,-0.5799,-0.2838,NOAA_NCEI_OISST_V2.1,1
1998-09-08,75.6001,72.5052,83.9560,0.0295,-0.5691,-0.2801,NOAA_NCEI_OISST_V2.1,1
1998-09-09,75.4475,72.4388,83.8769,0.0094,-0.5584,-0.2764,NOAA_NCEI_OISST_V2.1,1
1998-09-10,75.2950,72.3725,83.7978,-0.0107,-0.5476,-0.2727,NOAA_NCEI_OISST_V2.1,1
1998-09-11,75.1425,72.3061,83.7187,-0.0308,-0.5369,-0.2690,NOAA_NCEI_OISST_V2.1,1
1998-09-12,74.9900,72.2397,83.6396,-0.0509,-0.5261,-0.2653,NOAA_NCEI_OISST_V2.1,1
1998-09-13,74.8375,72.1734,83.5605,-0.0711,-0.5154,-0.2616,NOAA_NCEI_OISST_V2.1,1
1998-09-14,74.6850,72.1070,83.4815,-0.0912,-0.5047,-0.2579,NOAA_NCEI_OISST_V2.1,1
1998-09-15,74.5325,72.0406,83.4024,-0.1113,-0.4939,-0.2542,NOAA_NCEI_OISST_V2.1,1
1998-09-16,74.3800,71.9743,83.3233,-0.1314,-0.4832,-0.2504,NOAA_NCEI_OISST_V2.1,1
1998-09-17,74.2275,71.9079,83.2442,-0.1515,-0.4724,-0.2467,NOAA_NCEI_OISST_V2.1,1
1998-09-18,74.0750,71.8415,83.1651,-0.1716,-0.4617,-0.2430,NOAA_NCEI_OISST_V2.1,1
1998-09-19,73.9225,71.7751,83.0860,-0.1917,-0.4509,-0.2393,NOAA_NCEI_OISST_V2.1,1
1998-09-20,73.7700,71.7088,83.0069,-0.2118,-0.4402,-0.2356,NOAA_NCEI_OISST_V2.1,1
1998-09-21,73.6175,71.6424,82.9278,-0.2319,-0.4295,-0.2319,NOAA_NCEI_OISST_V2.1,1
1998-09-22,73.4650,71.5760,82.8488,-0.2521,-0.4187,-0.2282,NOAA_NCEI_OISST_V2.1,1
1998-09-23,73.3124,71.5097,82.7697,-0.2722,-0.4080,-0.2245,NOAA_NCEI_OISST_V2.1,1
1998-09-24,73.1599,71.4433,82.6906,-0.2923,-0.3972,-0.2208,NOAA_NCEI_OISST_V2.1,1
1998-09-25,73.0074,71.3769,82.6115,-0.3124,-0.3865,-0.2171,NOAA_NCEI_OISST_V2.1,1
1998-09-26,72.8549,71.3106,82.5324,-0.3325,-0.3757,-0.2134,NOAA_NCEI_OISST_V2.1,1
