date,enso_nino34,pdo_index,nao_index,enso_phase
1999-04-15,0.15,1.364,0.457,Neutral
1999-04-16,0.147,1.334,0.384,Neutral
1999-04-17,0.142,1.302,0.312,Neutral
1999-04-18,0.137,1.27,0.241,Neutral
1999-04-19,0.13,1.236,0.17,Neutral
1999-04-20,0.123,1.203,0.1,Neutral
1999-04-21,0.115,1.169,0.032,Neutral
1999-04-22,0.106,1.135,-0.034,Neutral
1999-04-23,0.096,1.101,-0.099,Neutral
1999-04-24,0.086,1.068,-0.162,Neutral
1999-04-25,0.076,1.035,-0.223,Neutral
1999-04-26,0.065,1.003,-0.281,Neutral
1999-04-27,0.054,0.971,-0.336,Neutral
1999-04-28,0.043,0.941,-0.388,Neutral
1999-04-29,0.032,0.912,-0.437,Neutral
1999-04-30,0.021,0.885,-0.482,Neutral
1999-05-01,0.01,0.86,-0.524,Neutral
1999-05-02,-0.0,0.836,-0.561,Neutral
1999-05-03,-0.011,0.815,-0.595,Neutral
1999-05-04,-0.021,0.795,-0.624,Neutral
1999-05-05,-0.031,0.777,-0.65,Neutral
1999-05-06,-0.041,0.761,-0.672,Neutral
1999-05-07,-0.052,0.748,-0.69,Neutral
1999-05-08,-0.062,0.736,-0.704,Neutral
1999-05-09,-0.073,0.726,-0.714,Neutral
1999-05-10,-0.083,0.718,-0.721,Neutral
1999-05-11,-0.095,0.712,-0.724,Neutral
1999-05-12,-0.106,0.708,-0.724,Neutral
1999-05-13,-0.118,0.706,-0.72,Neutral
1999-05-14,-0.131,0.705,-0.712,Neutral
1999-05-15,-0.144,0.707,-0.701,Neutral
1999-05-16,-0.158,0.711,-0.687,Neutral
1999-05-17,-0.173,0.716,-0.669,Neutral
1999-05-18,-0.189,0.724,-0.648,Neutral
1999-05-19,-0.205,0.733,-0.623,Neutral
1999-05-20,-0.223,0.744,-0.596,Neutral
1999-05-21,-0.241,0.757,-0.565,Neutral
1999-05-22,-0.261,0.773,-0.531,Neutral
1999-05-23,-0.282,0.79,-0.494,Neutral
1999-05-24,-0.304,0.808,-0.453,Neutral
1999-05-25,-0.327,0.829,-0.41,Neutral
1999-05-26,-0.352,0.852,-0.364,Neutral
1999-05-27,-0.378,0.877,-0.315,Neutral
1999-05-28,-0.406,0.903,-0.263,Neutral
1999-05-29,-0.435,0.931,-0.208,Neutral
1999-05-30,-0.466,0.962,-0.15,Neutral
1999-05-31,-0.499,0.994,-0.09,Neutral
1999-06-01,-0.533,1.028,-0.027,La_Nina
1999-06-02,-0.57,1.064,0.039,La_Nina
1999-06-03,-0.608,1.101,0.107,La_Nina
1999-06-04,-0.647,1.14,0.177,La_Nina
1999-06-05,-0.687,1.181,0.249,La_Nina
1999-06-06,-0.729,1.222,0.321,La_Nina
1999-06-07,-0.77,1.264,0.395,La_Nina
1999-06-08,-0.812,1.307,0.469,La_Nina
1999-06-09,-0.854,1.35,0.543,La_Nina
1999-06-10,-0.896,1.394,0.617,La_Nina
1999-06-11,-0.938,1.437,0.691,La_Nina
1999-06-12,-0.978,1.48,0.763,La_Nina
1999-06-13,-1.018,1.523,0.834,La_Nina
1999-06-14,-1.056,1.565,0.904,La_Nina
1999-06-15,-1.093,1.606,0.971,La_Nina
1999-06-16,-1.128,1.646,1.036,La_Nina
1999-06-17,-1.161,1.685,1.098,La_Nina
1999-06-18,-1.192,1.722,1.157,La_Nina
1999-06-19,-1.22,1.757,1.212,La_Nina
1999-06-20,-1.245,1.791,1.264,La_Nina
1999-06-21,-1.267,1.823,1.311,La_Nina
1999-06-22,-1.286,1.852,1.354,La_Nina
1999-06-23,-1.301,1.878,1.392,La_Nina
1999-06-24,-1.312,1.902,1.425,La_Nina
1999-06-25,-1.319,1.923,1.451,La_Nina
1999-06-26,-1.321,1.941,1.472,La_Nina
1999-06-27,-1.319,1.955,1.486,La_Nina
1999-06-28,-1.312,1.966,1.494,La_Nina
1999-06-29,-1.3,1.972,1.494,La_Nina
1999-06-30,-1.282,1.975,1.487,La_Nina
1999-07-01,-1.259,1.974,1.472,La_Nina
1999-07-02,-1.23,1.968,1.449,La_Nina
1999-07-03,-1.195,1.958,1.418,La_Nina
1999-07-04,-1.154,1.944,1.38,La_Nina
1999-07-05,-1.109,1.926,1.335,La_Nina
1999-07-06,-1.059,1.905,1.283,La_Nina
1999-07-07,-1.005,1.88,1.225,La_Nina
1999-07-08,-0.947,1.853,1.162,La_Nina
1999-07-09,-0.885,1.822,1.093,La_Nina
1999-07-10,-0.821,1.79,1.019,La_Nina
1999-07-11,-0.753,1.755,0.941,La_Nina
1999-07-12,-0.683,1.718,0.859,La_Nina
1999-07-13,-0.61,1.679,0.773,La_Nina
1999-07-14,-0.536,1.639,0.684,La_Nina
1999-07-15,-0.46,1.597,0.593,Neutral
1999-07-16,-0.383,1.555,0.499,Neutral
1999-07-17,-0.305,1.512,0.403,Neutral
1999-07-18,-0.227,1.468,0.306,Neutral
1999-07-19,-0.148,1.424,0.208,Neutral
1999-07-20,-0.07,1.38,0.109,Neutral
1999-07-21,0.008,1.336,0.01,Neutral
1999-07-22,0.085,1.293,-0.088,Neutral
1999-07-23,0.16,1.25,-0.186,Neutral
1999-07-24,0.234,1.209,-0.283,Neutral
1999-07-25,0.306,1.168,-0.379,Neutral
1999-07-26,0.376,1.129,-0.472,Neutral
1999-07-27,0.443,1.092,-0.563,Neutral
1999-07-28,0.507,1.057,-0.652,El_Nino
1999-07-29,0.568,1.024,-0.737,El_Nino
1999-07-30,0.626,0.993,-0.818,El_Nino
1999-07-31,0.679,0.965,-0.896,El_Nino
1999-08-01,0.728,0.94,-0.968,El_Nino
1999-08-02,0.772,0.918,-1.037,El_Nino
1999-08-03,0.812,0.899,-1.1,El_Nino
1999-08-04,0.847,0.884,-1.159,El_Nino
1999-08-05,0.878,0.871,-1.213,El_Nino
1999-08-06,0.905,0.86,-1.264,El_Nino
1999-08-07,0.928,0.853,-1.31,El_Nino
1999-08-08,0.947,0.848,-1.353,El_Nino
1999-08-09,0.963,0.846,-1.392,El_Nino
1999-08-10,0.975,0.846,-1.427,El_Nino
1999-08-11,0.984,0.848,-1.459,El_Nino
1999-08-12,0.989,0.852,-1.488,El_Nino
1999-08-13,0.992,0.859,-1.515,El_Nino
1999-08-14,0.992,0.867,-1.538,El_Nino
1999-08-15,0.988,0.878,-1.56,El_Nino
1999-08-16,0.983,0.89,-1.578,El_Nino
1999-08-17,0.974,0.904,-1.595,El_Nino
1999-08-18,0.964,0.919,-1.61,El_Nino
1999-08-19,0.951,0.936,-1.623,El_Nino
1999-08-20,0.936,0.954,-1.634,El_Nino
1999-08-21,0.92,0.974,-1.644,El_Nino
1999-08-22,0.902,0.994,-1.653,El_Nino
1999-08-23,0.882,1.016,-1.66,El_Nino
1999-08-24,0.86,1.039,-1.667,El_Nino
1999-08-25,0.838,1.062,-1.673,El_Nino
1999-08-26,0.814,1.086,-1.679,El_Nino
1999-08-27,0.79,1.111,-1.685,El_Nino
1999-08-28,0.764,1.137,-1.69,El_Nino
1999-08-29,0.738,1.163,-1.695,El_Nino
1999-08-30,0.711,1.189,-1.701,El_Nino
1999-08-31,0.684,1.216,-1.707,El_Nino
1999-09-01,0.657,1.243,-1.714,El_Nino
1999-09-02,0.63,1.27,-1.721,El_Nino
1999-09-03,0.602,1.296,-1.73,El_Nino
1999-09-04,0.575,1.323,-1.739,El_Nino
1999-09-05,0.547,1.35,-1.748,El_Nino
1999-09-06,0.52,1.376,-1.759,El_Nino
1999-09-07,0.493,1.402,-1.769,Neutral
1999-09-08,0.466,1.428,-1.781,Neutral
1999-09-09,0.439,1.454,-1.792,Neutral
1999-09-10,0.413,1.479,-1.804,Neutral
1999-09-11,0.387,1.503,-1.816,Neutral
1999-09-12,0.361,1.527,-1.829,Neutral
1999-09-13,0.335,1.551,-1.841,Neutral
1999-09-14,0.31,1.573,-1.854,Neutral
1999-09-15,0.285,1.595,-1.867,Neutral
1999-09-16,0.261,1.616,-1.879,Neutral
1999-09-17,0.238,1.637,-1.892,Neutral
1999-09-18,0.215,1.656,-1.904,Neutral
1999-09-19,0.192,1.674,-1.917,Neutral
1999-09-20,0.171,1.691,-1.929,Neutral
1999-09-21,0.15,1.708,-1.941,Neutral
1999-09-22,0.129,1.722,-1.952,Neutral
1999-09-23,0.11,1.736,-1.963,Neutral
1999-09-24,0.091,1.749,-1.973,Neutral
1999-09-25,0.074,1.76,-1.983,Neutral
1999-09-26,0.057,1.769,-1.992,Neutral
1999-09-27,0.041,1.777,-2.001,Neutral
1999-09-28,0.026,1.784,-2.009,Neutral
1999-09-29,0.012,1.789,-2.016,Neutral
1999-09-30,-0.0,1.792,-2.022,Neutral
1999-10-01,-0.012,1.794,-2.027,Neutral
1999-10-02,-0.022,1.793,-2.031,Neutral
1999-10-03,-0.032,1.791,-2.035,Neutral
1999-10-04,-0.04,1.788,-2.037,Neutral
1999-10-05,-0.047,1.782,-2.038,Neutral
1999-10-06,-0.053,1.776,-2.038,Neutral
1999-10-07,-0.058,1.768,-2.037,Neutral
1999-10-08,-0.062,1.758,-2.034,Neutral
1999-10-09,-0.065,1.747,-2.03,Neutral
1999-10-10,-0.067,1.735,-2.025,Neutral
1999-10-11,-0.068,1.722,-2.019,Neutral
1999-10-12,-0.069,1.708,-2.011,Neutral
1999-10-13,-0.068,1.693,-2.001,Neutral
1999-10-14,-0.067,1.677,-1.991,Neutral
1999-10-15,-0.065,1.66,-1.978,Neutral
1999-10-16,-0.062,1.643,-1.964,Neutral
1999-10-17,-0.059,1.624,-1.949,Neutral
1999-10-18,-0.054,1.605,-1.931,Neutral
1999-10-19,-0.049,1.586,-1.912,Neutral
1999-10-20,-0.044,1.566,-1.891,Neutral
1999-10-21,-0.038,1.546,-1.869,Neutral
1999-10-22,-0.031,1.525,-1.844,Neutral
1999-10-23,-0.024,1.504,-1.818,Neutral
1999-10-24,-0.016,1.484,-1.79,Neutral
1999-10-25,-0.008,1.463,-1.76,Neutral
1999-10-26,0.0,1.442,-1.727,Neutral
1999-10-27,0.009,1.421,-1.693,Neutral
1999-10-28,0.019,1.4,-1.656,Neutral
1999-10-29,0.028,1.379,-1.618,Neutral
1999-10-30,0.038,1.359,-1.577,Neutral
1999-10-31,0.049,1.339,-1.534,Neutral
1999-11-01,0.059,1.32,-1.488,Neutral
1999-11-02,0.07,1.301,-1.441,Neutral
1999-11-03,0.081,1.282,-1.391,Neutral
1999-11-04,0.092,1.264,-1.339,Neutral
1999-11-05,0.104,1.247,-1.285,Neutral
1999-11-06,0.115,1.231,-1.23,Neutral
1999-11-07,0.127,1.215,-1.173,Neutral
1999-11-08,0.138,1.201,-1.115,Neutral
1999-11-09,0.15,1.187,-1.056,Neutral
1999-11-10,0.161,1.174,-0.995,Neutral
1999-11-11,0.173,1.161,-0.934,Neutral
1999-11-12,0.184,1.15,-0.872,Neutral
1999-11-13,0.195,1.14,-0.81,Neutral
1999-11-14,0.207,1.131,-0.748,Neutral
1999-11-15,0.217,1.124,-0.685,Neutral
1999-11-16,0.228,1.117,-0.623,Neutral
1999-11-17,0.239,1.112,-0.56,Neutral
1999-11-18,0.249,1.108,-0.498,Neutral
1999-11-19,0.258,1.105,-0.437,Neutral
1999-11-20,0.268,1.104,-0.376,Neutral
1999-11-21,0.277,1.104,-0.316,Neutral
1999-11-22,0.286,1.105,-0.258,Neutral
1999-11-23,0.294,1.109,-0.2,Neutral
1999-11-24,0.302,1.113,-0.144,Neutral
1999-11-25,0.309,1.12,-0.089,Neutral
1999-11-26,0.316,1.128,-0.037,Neutral
1999-11-27,0.322,1.138,0.014,Neutral
1999-11-28,0.327,1.149,0.063,Neutral
1999-11-29,0.332,1.162,0.11,Neutral
1999-11-30,0.336,1.178,0.154,Neutral
1999-12-01,0.34,1.195,0.195,Neutral
1999-12-02,0.343,1.214,0.234,Neutral
1999-12-03,0.345,1.235,0.27,Neutral
1999-12-04,0.346,1.257,0.304,Neutral
1999-12-05,0.346,1.281,0.335,Neutral
1999-12-06,0.346,1.306,0.363,Neutral
1999-12-07,0.345,1.332,0.39,Neutral
1999-12-08,0.344,1.359,0.413,Neutral
1999-12-09,0.341,1.386,0.435,Neutral
1999-12-10,0.338,1.414,0.454,Neutral
1999-12-11,0.334,1.442,0.472,Neutral
1999-12-12,0.329,1.47,0.487,Neutral
1999-12-13,0.324,1.498,0.5,Neutral
1999-12-14,0.318,1.525,0.512,Neutral
1999-12-15,0.311,1.552,0.521,Neutral
1999-12-16,0.303,1.578,0.529,Neutral
1999-12-17,0.294,1.603,0.535,Neutral
1999-12-18,0.285,1.627,0.54,Neutral
1999-12-19,0.275,1.649,0.543,Neutral
1999-12-20,0.265,1.67,0.545,Neutral
1999-12-21,0.253,1.689,0.545,Neutral
1999-12-22,0.241,1.706,0.544,Neutral
1999-12-23,0.228,1.721,0.542,Neutral
1999-12-24,0.214,1.733,0.538,Neutral
1999-12-25,0.199,1.743,0.534,Neutral
1999-12-26,0.184,1.75,0.528,Neutral
1999-12-27,0.168,1.754,0.522,Neutral
1999-12-28,0.151,1.755,0.515,Neutral
1999-12-29,0.133,1.753,0.507,Neutral
1999-12-30,0.115,1.747,0.498,Neutral
1999-12-31,0.096,1.737,0.489,Neutral
2000-01-01,0.076,1.723,0.479,Neutral
2000-01-02,0.055,1.706,0.468,Neutral
2000-01-03,0.034,1.684,0.458,Neutral
2000-01-04,0.011,1.659,0.446,Neutral
2000-01-05,-0.011,1.63,0.435,Neutral
2000-01-06,-0.034,1.598,0.422,Neutral
2000-01-07,-0.057,1.564,0.41,Neutral
2000-01-08,-0.081,1.527,0.397,Neutral
2000-01-09,-0.105,1.488,0.384,Neutral
2000-01-10,-0.128,1.447,0.371,Neutral
2000-01-11,-0.152,1.404,0.357,Neutral
2000-01-12,-0.176,1.36,0.344,Neutral
2000-01-13,-0.199,1.315,0.33,Neutral
2000-01-14,-0.222,1.269,0.316,Neutral
2000-01-15,-0.245,1.223,0.302,Neutral
2000-01-16,-0.267,1.176,0.287,Neutral
2000-01-17,-0.289,1.129,0.273,Neutral
2000-01-18,-0.31,1.082,0.259,Neutral
2000-01-19,-0.33,1.036,0.245,Neutral
2000-01-20,-0.35,0.991,0.23,Neutral
2000-01-21,-0.368,0.947,0.216,Neutral
2000-01-22,-0.386,0.905,0.202,Neutral
2000-01-23,-0.402,0.864,0.188,Neutral
2000-01-24,-0.417,0.825,0.174,Neutral
2000-01-25,-0.431,0.788,0.16,Neutral
2000-01-26,-0.444,0.754,0.147,Neutral
2000-01-27,-0.455,0.722,0.134,Neutral
2000-01-28,-0.464,0.694,0.121,Neutral
2000-01-29,-0.472,0.669,0.108,Neutral
2000-01-30,-0.478,0.647,0.096,Neutral
2000-01-31,-0.483,0.63,0.084,Neutral
2000-02-01,-0.485,0.617,0.072,Neutral
2000-02-02,-0.486,0.608,0.061,Neutral
2000-02-03,-0.484,0.603,0.05,Neutral
2000-02-04,-0.481,0.602,0.04,Neutral
2000-02-05,-0.475,0.604,0.03,Neutral
2000-02-06,-0.468,0.61,0.02,Neutral
2000-02-07,-0.459,0.62,0.011,Neutral
2000-02-08,-0.448,0.632,0.003,Neutral
2000-02-09,-0.435,0.646,-0.005,Neutral
2000-02-10,-0.42,0.663,-0.012,Neutral
2000-02-11,-0.404,0.681,-0.019,Neutral
2000-02-12,-0.386,0.702,-0.026,Neutral
2000-02-13,-0.366,0.724,-0.032,Neutral
2000-02-14,-0.344,0.747,-0.037,Neutral
2000-02-15,-0.321,0.771,-0.042,Neutral
2000-02-16,-0.295,0.795,-0.046,Neutral
2000-02-17,-0.269,0.82,-0.049,Neutral
2000-02-18,-0.24,0.845,-0.052,Neutral
2000-02-19,-0.21,0.87,-0.054,Neutral
2000-02-20,-0.179,0.894,-0.056,Neutral
2000-02-21,-0.146,0.917,-0.057,Neutral
2000-02-22,-0.111,0.94,-0.057,Neutral
2000-02-23,-0.075,0.961,-0.056,Neutral
2000-02-24,-0.037,0.981,-0.055,Neutral
2000-02-25,0.002,0.998,-0.053,Neutral
2000-02-26,0.043,1.014,-0.051,Neutral
2000-02-27,0.085,1.027,-0.047,Neutral
2000-02-28,0.128,1.038,-0.043,Neutral
2000-02-29,0.173,1.045,-0.038,Neutral
2000-03-01,0.22,1.05,-0.032,Neutral
2000-03-02,0.267,1.051,-0.026,Neutral
2000-03-03,0.316,1.048,-0.018,Neutral
2000-03-04,0.365,1.043,-0.01,Neutral
2000-03-05,0.416,1.035,-0.001,Neutral
2000-03-06,0.467,1.025,0.008,Neutral
2000-03-07,0.519,1.012,0.019,El_Nino
2000-03-08,0.571,0.997,0.03,El_Nino
2000-03-09,0.624,0.981,0.042,El_Nino
2000-03-10,0.676,0.962,0.055,El_Nino
2000-03-11,0.728,0.943,0.069,El_Nino
2000-03-12,0.78,0.923,0.084,El_Nino
2000-03-13,0.832,0.902,0.099,El_Nino
2000-03-14,0.883,0.88,0.116,El_Nino
2000-03-15,0.933,0.859,0.133,El_Nino
2000-03-16,0.982,0.837,0.151,El_Nino
2000-03-17,1.031,0.815,0.169,El_Nino
2000-03-18,1.078,0.794,0.189,El_Nino
2000-03-19,1.123,0.774,0.209,El_Nino
2000-03-20,1.167,0.755,0.23,El_Nino
2000-03-21,1.209,0.737,0.253,El_Nino
2000-03-22,1.25,0.72,0.275,El_Nino
2000-03-23,1.288,0.705,0.299,El_Nino
2000-03-24,1.324,0.693,0.324,El_Nino
2000-03-25,1.358,0.682,0.349,El_Nino
2000-03-26,1.389,0.674,0.375,El_Nino
2000-03-27,1.418,0.668,0.402,El_Nino
2000-03-28,1.443,0.666,0.43,El_Nino
2000-03-29,1.466,0.667,0.459,El_Nino
2000-03-30,1.485,0.671,0.489,El_Nino
2000-03-31,1.502,0.679,0.519,El_Nino
2000-04-01,1.514,0.691,0.551,El_Nino
2000-04-02,1.523,0.708,0.583,El_Nino
2000-04-03,1.529,0.728,0.616,El_Nino
2000-04-04,1.531,0.752,0.649,El_Nino
2000-04-05,1.53,0.779,0.683,El_Nino
2000-04-06,1.525,0.81,0.718,El_Nino
2000-04-07,1.518,0.844,0.753,El_Nino
2000-04-08,1.509,0.881,0.789,El_Nino
2000-04-09,1.496,0.92,0.825,El_Nino
2000-04-10,1.481,0.962,0.861,El_Nino
2000-04-11,1.464,1.005,0.897,El_Nino
2000-04-12,1.444,1.051,0.933,El_Nino
2000-04-13,1.423,1.098,0.969,El_Nino
2000-04-14,1.4,1.147,1.005,El_Nino
2000-04-15,1.374,1.197,1.041,El_Nino
2000-04-16,1.348,1.248,1.077,El_Nino
2000-04-17,1.32,1.299,1.112,El_Nino
2000-04-18,1.29,1.351,1.146,El_Nino
2000-04-19,1.26,1.403,1.18,El_Nino
2000-04-20,1.228,1.456,1.214,El_Nino
2000-04-21,1.196,1.508,1.247,El_Nino
2000-04-22,1.163,1.559,1.279,El_Nino
2000-04-23,1.129,1.61,1.31,El_Nino
2000-04-24,1.095,1.66,1.34,El_Nino
2000-04-25,1.061,1.709,1.37,El_Nino
2000-04-26,1.027,1.756,1.398,El_Nino
2000-04-27,0.993,1.801,1.425,El_Nino
2000-04-28,0.958,1.845,1.45,El_Nino
2000-04-29,0.925,1.887,1.474,El_Nino
2000-04-30,0.892,1.926,1.497,El_Nino
2000-05-01,0.859,1.963,1.519,El_Nino
2000-05-02,0.827,1.997,1.538,El_Nino
2000-05-03,0.796,2.028,1.556,El_Nino
2000-05-04,0.766,2.057,1.573,El_Nino
2000-05-05,0.737,2.083,1.587,El_Nino
2000-05-06,0.709,2.106,1.6,El_Nino
2000-05-07,0.681,2.128,1.611,El_Nino
2000-05-08,0.655,2.147,1.62,El_Nino
2000-05-09,0.629,2.164,1.626,El_Nino
2000-05-10,0.605,2.179,1.631,El_Nino
2000-05-11,0.582,2.192,1.633,El_Nino
2000-05-12,0.56,2.203,1.633,El_Nino
2000-05-13,0.539,2.212,1.631,El_Nino
2000-05-14,0.519,2.22,1.627,El_Nino
2000-05-15,0.5,2.226,1.62,Neutral
2000-05-16,0.482,2.231,1.61,Neutral
2000-05-17,0.466,2.235,1.598,Neutral
2000-05-18,0.451,2.237,1.583,Neutral
2000-05-19,0.438,2.238,1.566,Neutral
2000-05-20,0.425,2.238,1.546,Neutral
2000-05-21,0.414,2.237,1.522,Neutral
2000-05-22,0.405,2.236,1.496,Neutral
2000-05-23,0.397,2.233,1.467,Neutral
2000-05-24,0.39,2.23,1.435,Neutral
2000-05-25,0.385,2.226,1.4,Neutral
2000-05-26,0.381,2.222,1.362,Neutral
2000-05-27,0.379,2.218,1.32,Neutral
2000-05-28,0.378,2.213,1.276,Neutral
2000-05-29,0.379,2.208,1.227,Neutral
2000-05-30,0.382,2.203,1.176,Neutral
2000-05-31,0.386,2.198,1.121,Neutral
2000-06-01,0.392,2.194,1.062,Neutral
2000-06-02,0.4,2.189,1.0,Neutral
2000-06-03,0.409,2.185,0.934,Neutral
2000-06-04,0.42,2.18,0.865,Neutral
2000-06-05,0.433,2.176,0.794,Neutral
2000-06-06,0.446,2.172,0.72,Neutral
2000-06-07,0.462,2.168,0.643,Neutral
2000-06-08,0.478,2.164,0.565,Neutral
2000-06-09,0.495,2.159,0.485,Neutral
2000-06-10,0.514,2.155,0.404,El_Nino
2000-06-11,0.533,2.15,0.321,El_Nino
2000-06-12,0.554,2.144,0.238,El_Nino
2000-06-13,0.575,2.139,0.154,El_Nino
2000-06-14,0.597,2.133,0.069,El_Nino
2000-06-15,0.619,2.126,-0.015,El_Nino
2000-06-16,0.642,2.119,-0.099,El_Nino
2000-06-17,0.666,2.111,-0.183,El_Nino
2000-06-18,0.69,2.103,-0.266,El_Nino
2000-06-19,0.714,2.094,-0.348,El_Nino
2000-06-20,0.738,2.084,-0.428,El_Nino
2000-06-21,0.763,2.073,-0.507,El_Nino
2000-06-22,0.788,2.062,-0.584,El_Nino
2000-06-23,0.812,2.049,-0.659,El_Nino
2000-06-24,0.837,2.036,-0.731,El_Nino
2000-06-25,0.861,2.021,-0.801,El_Nino
2000-06-26,0.885,2.005,-0.867,El_Nino
2000-06-27,0.908,1.988,-0.93,El_Nino
2000-06-28,0.931,1.97,-0.99,El_Nino
2000-06-29,0.954,1.951,-1.046,El_Nino
2000-06-30,0.976,1.93,-1.098,El_Nino
2000-07-01,0.997,1.908,-1.146,El_Nino
2000-07-02,1.018,1.884,-1.188,El_Nino
2000-07-03,1.037,1.859,-1.227,El_Nino
2000-07-04,1.056,1.833,-1.261,El_Nino
2000-07-05,1.074,1.806,-1.291,El_Nino
2000-07-06,1.092,1.778,-1.316,El_Nino
2000-07-07,1.108,1.749,-1.338,El_Nino
2000-07-08,1.124,1.719,-1.356,El_Nino
2000-07-09,1.139,1.689,-1.371,El_Nino
2000-07-10,1.153,1.658,-1.382,El_Nino
2000-07-11,1.166,1.628,-1.39,El_Nino
2000-07-12,1.179,1.596,-1.395,El_Nino
2000-07-13,1.19,1.565,-1.396,El_Nino
2000-07-14,1.201,1.534,-1.395,El_Nino
2000-07-15,1.211,1.503,-1.391,El_Nino
2000-07-16,1.221,1.473,-1.385,El_Nino
2000-07-17,1.229,1.443,-1.376,El_Nino
2000-07-18,1.237,1.413,-1.365,El_Nino
2000-07-19,1.244,1.385,-1.352,El_Nino
2000-07-20,1.25,1.357,-1.337,El_Nino
2000-07-21,1.255,1.33,-1.32,El_Nino
2000-07-22,1.26,1.304,-1.302,El_Nino
2000-07-23,1.263,1.279,-1.282,El_Nino
2000-07-24,1.266,1.256,-1.261,El_Nino
2000-07-25,1.268,1.235,-1.238,El_Nino
2000-07-26,1.269,1.215,-1.215,El_Nino
2000-07-27,1.27,1.196,-1.191,El_Nino
2000-07-28,1.269,1.18,-1.166,El_Nino
2000-07-29,1.268,1.165,-1.14,El_Nino
2000-07-30,1.266,1.153,-1.114,El_Nino
2000-07-31,1.263,1.143,-1.088,El_Nino
2000-08-01,1.26,1.135,-1.062,El_Nino
2000-08-02,1.255,1.13,-1.035,El_Nino
2000-08-03,1.25,1.127,-1.009,El_Nino
2000-08-04,1.244,1.127,-0.983,El_Nino
2000-08-05,1.238,1.129,-0.957,El_Nino
2000-08-06,1.231,1.133,-0.932,El_Nino
2000-08-07,1.224,1.139,-0.906,El_Nino
2000-08-08,1.216,1.147,-0.881,El_Nino
2000-08-09,1.209,1.157,-0.856,El_Nino
2000-08-10,1.201,1.168,-0.831,El_Nino
2000-08-11,1.193,1.182,-0.807,El_Nino
2000-08-12,1.186,1.197,-0.784,El_Nino
2000-08-13,1.178,1.213,-0.761,El_Nino
2000-08-14,1.171,1.231,-0.738,El_Nino
2000-08-15,1.164,1.25,-0.716,El_Nino
2000-08-16,1.158,1.271,-0.694,El_Nino
2000-08-17,1.152,1.292,-0.673,El_Nino
2000-08-18,1.147,1.315,-0.653,El_Nino
2000-08-19,1.142,1.338,-0.634,El_Nino
2000-08-20,1.139,1.363,-0.615,El_Nino
2000-08-21,1.136,1.388,-0.597,El_Nino
2000-08-22,1.134,1.414,-0.58,El_Nino
2000-08-23,1.134,1.441,-0.564,El_Nino
2000-08-24,1.134,1.468,-0.549,El_Nino
2000-08-25,1.136,1.495,-0.535,El_Nino
2000-08-26,1.139,1.523,-0.521,El_Nino
2000-08-27,1.144,1.551,-0.509,El_Nino
2000-08-28,1.15,1.579,-0.498,El_Nino
2000-08-29,1.158,1.608,-0.488,El_Nino
2000-08-30,1.168,1.636,-0.479,El_Nino
2000-08-31,1.179,1.664,-0.471,El_Nino
2000-09-01,1.193,1.692,-0.465,El_Nino
2000-09-02,1.208,1.719,-0.46,El_Nino
2000-09-03,1.225,1.747,-0.456,El_Nino
2000-09-04,1.244,1.773,-0.454,El_Nino
2000-09-05,1.264,1.8,-0.452,El_Nino
2000-09-06,1.286,1.826,-0.453,El_Nino
2000-09-07,1.308,1.851,-0.454,El_Nino
2000-09-08,1.332,1.876,-0.458,El_Nino
2000-09-09,1.356,1.9,-0.462,El_Nino
2000-09-10,1.381,1.924,-0.468,El_Nino
2000-09-11,1.407,1.947,-0.476,El_Nino
2000-09-12,1.432,1.969,-0.485,El_Nino
2000-09-13,1.458,1.991,-0.496,El_Nino
2000-09-14,1.484,2.012,-0.508,El_Nino
2000-09-15,1.509,2.032,-0.522,El_Nino
2000-09-16,1.534,2.052,-0.538,El_Nino
2000-09-17,1.559,2.07,-0.555,El_Nino
2000-09-18,1.582,2.088,-0.574,El_Nino
2000-09-19,1.605,2.104,-0.595,El_Nino
2000-09-20,1.626,2.12,-0.618,El_Nino
2000-09-21,1.647,2.135,-0.642,El_Nino
2000-09-22,1.665,2.148,-0.668,El_Nino
2000-09-23,1.682,2.161,-0.697,El_Nino
2000-09-24,1.698,2.172,-0.727,El_Nino
2000-09-25,1.711,2.183,-0.758,El_Nino
2000-09-26,1.722,2.192,-0.792,El_Nino
2000-09-27,1.73,2.2,-0.828,El_Nino
2000-09-28,1.736,2.206,-0.866,El_Nino
2000-09-29,1.74,2.212,-0.906,El_Nino
2000-09-30,1.74,2.216,-0.948,El_Nino
2000-10-01,1.738,2.219,-0.991,El_Nino
2000-10-02,1.732,2.22,-1.037,El_Nino
2000-10-03,1.723,2.22,-1.085,El_Nino
2000-10-04,1.712,2.218,-1.134,El_Nino
2000-10-05,1.697,2.215,-1.184,El_Nino
2000-10-06,1.681,2.211,-1.235,El_Nino
2000-10-07,1.662,2.206,-1.286,El_Nino
2000-10-08,1.641,2.199,-1.337,El_Nino
2000-10-09,1.619,2.19,-1.388,El_Nino
2000-10-10,1.595,2.181,-1.438,El_Nino
2000-10-11,1.57,2.17,-1.486,El_Nino
2000-10-12,1.543,2.158,-1.533,El_Nino
2000-10-13,1.516,2.144,-1.579,El_Nino
2000-10-14,1.488,2.129,-1.622,El_Nino
2000-10-15,1.46,2.113,-1.662,El_Nino
