date,actual_max_temp,actual_min_temp,actual_precipitation,average_max_temp,average_min_temp,record_max_temp,record_min_temp,record_max_temp_year,record_min_temp_year,record_precipitation
2003-02-19,48.1,37.6,0.06,47.8,35.1,55.5,34.0,1977,2005,0.76
2003-02-20,42.4,37.0,0.37,48.1,34.7,50.6,34.7,1979,1972,1.5
2003-02-21,57.7,35.5,0.0,48.3,34.3,60.4,31.3,2000,2021,0.49
2003-02-22,53.1,40.6,0.0,47.9,35.4,56.4,28.8,1982,1965,0.88
2003-02-23,49.6,32.9,0.0,49.0,35.8,57.1,27.6,2013,2010,0.35
2003-02-24,55.0,35.8,0.17,48.4,34.2,58.8,31.3,2001,1975,0.29
2003-02-25,45.7,38.4,0.08,50.0,35.3,52.7,29.7,1977,2002,0.72
2003-02-26,52.2,30.7,0.0,49.5,35.6,61.1,22.0,1963,1979,0.61
2003-02-27,50.8,47.7,0.0,50.1,35.5,60.9,36.0,2018,2001,0.0
2003-02-28,51.3,36.2,0.09,50.3,35.2,54.8,26.9,2003,1967,0.42
2003-03-01,56.1,36.8,0.32,51.1,35.6,65.5,33.7,1998,1988,1.7
2003-03-02,53.9,41.2,0.05,50.3,35.3,59.5,29.4,1956,1994,2.13
2003-03-03,52.1,40.1,0.01,50.3,36.9,60.9,30.6,1993,1987,0.32
2003-03-04,43.6,37.0,0.0,50.5,37.3,47.0,32.4,2009,1985,0.64
2003-03-05,46.9,37.5,0.68,51.6,37.4,54.0,32.9,1950,1986,0.69
2003-03-06,50.9,31.5,0.01,50.4,36.9,61.3,19.9,2000,1955,0.17
2003-03-07,52.1,35.3,0.01,50.9,37.3,55.1,31.3,1987,1951,0.65
2003-03-08,46.8,39.5,0.16,51.7,37.9,57.1,35.3,2015,1970,0.69
2003-03-09,62.9,39.4,0.05,51.7,37.4,69.5,33.9,2017,1953,0.59
2003-03-10,59.1,42.6,0.1,52.5,37.2,69.4,33.8,2008,1958,0.7
2003-03-11,55.3,37.7,0.32,51.5,37.6,66.8,31.4,2011,1969,0.6
2003-03-12,53.1,33.1,0.0,52.4,38.2,56.7,28.0,1988,2012,1.39
2003-03-13,52.0,42.6,0.23,52.6,37.9,60.8,37.9,2012,1998,0.46
2003-03-14,48.9,44.2,0.13,52.4,38.7,53.3,40.9,1981,1963,1.29
2003-03-15,53.8,42.3,0.42,53.6,38.0,57.2,34.9,1970,1977,0.45
2003-03-16,54.9,38.5,0.65,53.3,38.8,63.1,33.8,1972,2002,1.6
2003-03-17,48.3,43.3,0.12,53.5,39.3,51.4,38.0,1964,1955,0.3
2003-03-18,55.7,52.6,0.16,53.4,39.4,62.3,50.5,1950,2016,0.7
2003-03-19,53.7,40.2,0.0,53.9,39.1,62.1,32.9,1978,1979,0.03
2003-03-20,46.0,35.0,0.07,53.8,40.1,53.0,26.0,1968,1987,0.11
2003-03-21,51.0,37.9,0.0,55.0,40.0,60.0,26.6,1982,1977,0.03
2003-03-22,53.2,42.7,0.6,55.3,39.1,63.3,38.7,2019,2005,0.93
2003-03-23,63.8,34.4,0.0,55.9,40.5,74.6,23.3,1959,2000,0.27
2003-03-24,58.1,41.4,0.0,55.5,40.3,65.7,35.8,1995,1959,0.19
2003-03-25,49.8,42.4,0.33,55.3,40.4,54.6,32.4,1996,1959,0.63
2003-03-26,58.3,47.0,0.0,55.5,40.5,65.3,36.0,2004,2015,0.19
2003-03-27,49.3,46.3,0.03,56.2,40.6,55.2,34.7,1967,2006,1.06
2003-03-28,61.4,44.9,0.01,56.3,41.4,65.7,39.6,2020,1985,0.42
2003-03-29,54.7,33.6,0.06,56.4,41.8,62.0,29.0,1959,1994,0.25
2003-03-30,56.6,45.5,0.0,56.6,41.8,58.8,39.1,2008,1980,0.3
2003-03-31,63.2,44.9,0.0,57.5,42.4,71.3,37.3,1983,1971,1.01
2003-04-01,51.7,43.4,0.0,57.0,42.4,61.9,34.5,1991,2010,0.26
2003-04-02,51.5,36.0,0.0,58.1,41.4,63.5,27.1,1991,1965,0.28
2003-04-03,55.4,39.9,0.1,57.8,42.1,66.6,36.7,2016,1954,0.31
2003-04-04,62.9,38.6,0.0,57.7,43.4,65.8,30.5,1956,1994,0.15
2003-04-05,51.6,35.6,0.0,57.8,42.3,55.3,31.9,1964,2019,0.32
2003-04-06,46.0,43.4,0.0,58.3,41.8,49.4,34.3,1984,1965,0.67
2003-04-07,56.9,40.6,0.06,58.9,44.3,64.5,28.8,2002,1951,0.29
2003-04-08,61.7,53.8,0.0,58.7,43.7,64.1,44.1,1950,1978,0.13
2003-04-09,64.8,43.4,0.03,59.5,43.5,76.2,34.5,1963,1993,0.57
2003-04-10,57.6,49.2,0.0,59.1,43.6,60.2,46.4,1971,1974,0.83
2003-04-11,58.1,38.5,0.0,59.5,44.5,64.0,34.6,2011,1993,0.01
2003-04-12,65.3,42.6,0.0,59.2,44.6,76.3,37.1,1985,2016,0.5
2003-04-13,52.0,45.2,0.32,60.3,44.8,63.4,33.9,1965,1954,1.48
2003-04-14,58.9,41.6,0.05,60.1,44.7,65.5,36.3,2012,1973,0.1
2003-04-15,61.7,43.7,0.1,61.3,44.4,68.6,33.5,1955,1991,1.25
2003-04-16,63.1,44.6,0.0,61.1,45.2,71.5,41.6,1971,1962,0.06
2003-04-17,59.0,44.8,0.0,61.0,45.9,65.1,36.2,1956,1961,2.88
2003-04-18,61.7,52.9,0.0,61.8,45.3,66.9,43.1,1966,1976,0.36
2003-04-19,50.6,47.5,0.0,61.6,46.1,60.0,40.1,1999,1991,0.65
2003-04-20,59.0,48.1,0.01,62.2,45.8,67.0,38.4,2008,2021,0.04
2003-04-21,64.3,48.5,0.29,61.5,46.6,71.1,39.3,1991,1960,0.34
2003-04-22,58.0,49.0,0.21,62.4,45.9,61.0,42.2,1989,1969,1.86
2003-04-23,62.9,46.5,0.0,62.6,46.6,65.6,35.9,1963,2013,2.23
2003-04-24,64.9,45.8,0.0,61.8,47.0,72.0,40.4,2002,1958,0.16
2003-04-25,61.6,47.8,0.0,63.5,46.6,69.8,41.6,1957,1994,0.21
2003-04-26,64.1,51.8,0.06,62.4,47.3,72.7,44.4,2008,1962,0.07
2003-04-27,59.2,51.9,0.07,62.6,47.3,70.2,48.6,2015,1998,1.63
2003-04-28,62.8,46.9,0.29,62.0,47.5,73.0,39.7,2021,2009,1.54
2003-04-29,66.7,50.9,0.0,63.9,47.4,70.1,45.6,2020,1972,0.06
2003-04-30,64.9,47.4,0.0,63.0,48.4,74.8,42.8,2012,1984,0.23
2003-05-01,61.8,48.4,0.04,63.8,47.6,70.5,40.7,2008,1993,1.74
2003-05-02,65.6,46.7,0.06,64.7,48.4,75.9,41.4,1960,1977,0.13
2003-05-03,68.0,48.0,0.0,64.6,48.0,78.5,37.4,1983,1959,1.03
2003-05-04,55.8,53.9,0.0,64.4,48.6,61.2,47.8,1982,2013,0.11
2003-05-05,70.4,49.4,0.13,64.1,49.1,75.1,43.2,1978,1953,0.17
2003-05-06,63.9,49.7,0.0,65.0,48.8,71.4,37.9,2001,1982,0.08
2003-05-07,67.5,43.8,0.04,65.7,47.6,72.5,38.4,2010,2009,0.66
2003-05-08,71.2,48.3,0.0,65.8,48.6,76.7,45.0,1988,1975,0.07
2003-05-09,59.8,48.8,0.21,66.6,48.3,62.5,38.0,2012,2008,0.21
2003-05-10,63.0,46.7,0.02,65.5,49.6,74.9,35.5,1984,1967,0.77
2003-05-11,65.1,50.1,0.05,65.4,49.7,70.2,45.8,1967,1973,0.58
2003-05-12,63.0,48.5,0.07,66.4,49.7,72.8,37.7,2020,2004,1.12
2003-05-13,74.5,50.6,0.0,66.5,49.7,86.5,43.7,1968,1991,0.43
2003-05-14,63.1,50.9,0.0,66.6,50.3,74.7,48.5,1991,2001,0.02
2003-05-15,64.6,47.0,0.0,66.4,49.6,72.9,39.5,2013,2012,0.01
2003-05-16,68.2,49.2,0.0,65.6,51.0,75.6,38.8,1956,2021,0.77
2003-05-17,62.0,51.2,0.0,66.6,50.7,67.1,45.2,1951,1986,1.1
2003-05-18,65.8,55.5,0.09,67.5,50.3,76.4,48.0,1995,2005,0.9
2003-05-19,69.2,52.2,0.0,67.6,50.7,74.6,48.8,1981,1984,0.23
2003-05-20,66.4,48.8,0.0,68.1,51.0,69.5,38.4,1971,1975,0.54
2003-05-21,67.6,53.0,0.17,67.9,50.5,72.6,49.9,2016,1988,0.21
2003-05-22,65.8,58.1,0.0,68.3,51.7,71.0,55.1,2001,2021,0.63
2003-05-23,61.6,55.2,0.0,68.4,51.9,70.7,43.9,1964,1983,0.14
2003-05-24,70.0,53.9,0.12,68.2,51.6,73.7,43.2,2019,1991,1.48
2003-05-25,76.6,54.7,0.0,68.3,52.2,81.7,47.0,1997,1981,0.21
2003-05-26,68.9,57.6,0.0,67.0,53.2,71.7,54.5,1989,1967,0.21
2003-05-27,70.0,56.3,0.05,68.3,51.0,80.4,48.8,2009,2011,0.22
2003-05-28,72.2,54.5,0.14,68.4,52.1,81.4,43.3,1953,1968,0.64
2003-05-29,63.5,56.5,0.0,68.8,51.5,69.9,48.4,1970,1990,0.05
2003-05-30,77.0,48.4,0.0,68.5,53.1,83.3,44.4,2016,1963,0.03
2003-05-31,70.4,46.9,0.25,69.6,52.5,74.0,35.9,2009,2002,0.85
2003-06-01,76.9,53.3,0.0,68.8,52.1,82.8,42.7,2016,2008,1.46
2003-06-02,66.4,53.1,0.0,69.9,52.5,77.5,45.6,1988,1960,0.68
2003-06-03,78.0,50.9,0.03,69.0,53.3,81.4,40.3,2016,1984,0.17
2003-06-04,73.4,56.2,0.0,69.3,53.0,83.0,53.6,1975,1986,0.22
2003-06-05,72.5,46.0,0.0,69.3,53.2,75.0,39.4,2018,2005,0.11
2003-06-06,71.2,51.2,0.0,69.5,53.7,76.3,47.4,2007,1958,0.58
2003-06-07,69.1,51.4,0.0,70.5,53.5,79.6,41.1,1963,1956,0.14
2003-06-08,75.7,47.1,0.0,69.8,53.7,82.2,35.4,1959,2019,0.42
2003-06-09,71.0,59.1,0.11,69.9,53.1,80.0,47.8,1958,1956,1.02
2003-06-10,61.6,48.3,0.0,69.8,52.1,64.7,41.3,1952,1960,0.36
2003-06-11,65.5,51.3,0.0,70.1,53.4,74.4,44.2,2016,2014,0.45
2003-06-12,69.8,57.1,0.0,70.4,53.1,80.0,46.0,1997,2017,1.72
2003-06-13,72.1,56.2,0.0,70.3,53.9,82.2,47.0,1987,2018,0.19
2003-06-14,70.5,49.6,0.0,70.4,52.6,76.9,46.8,1988,1970,0.8
2003-06-15,76.3,56.4,0.3,71.0,54.0,87.4,53.1,1990,1986,0.88
2003-06-16,62.1,55.0,0.0,70.7,53.7,69.9,43.5,1992,2011,0.06
2003-06-17,71.6,62.8,0.0,70.0,53.9,81.8,57.1,2016,1981,2.29
2003-06-18,62.8,55.5,0.0,70.6,54.0,67.0,51.6,1955,1989,0.58
2003-06-19,74.5,53.5,0.0,70.5,53.8,78.6,44.1,1995,1956,0.01
2003-06-20,70.7,50.8,0.0,71.0,53.6,80.2,40.0,1965,2011,0.64
2003-06-21,73.0,51.3,0.0,70.9,54.4,81.5,47.2,1974,1998,0.07
2003-06-22,67.3,51.0,0.02,71.4,54.2,76.1,46.5,1993,2016,0.19
2003-06-23,77.0,59.4,0.23,70.5,54.2,81.3,48.4,1976,1954,0.44
2003-06-24,75.9,54.2,0.0,70.8,53.9,81.9,52.1,2003,1961,0.19
2003-06-25,73.9,56.3,0.03,70.4,54.0,78.5,45.3,2005,2010,0.71
2003-06-26,70.7,60.0,0.0,70.9,54.0,73.4,57.6,1992,1965,0.7
2003-06-27,73.9,45.3,0.24,70.2,53.1,78.0,42.3,2008,1972,0.62
2003-06-28,68.1,59.1,0.06,71.1,53.3,80.1,48.5,2021,1997,0.48
2003-06-29,75.2,54.5,0.0,71.0,53.9,79.5,50.0,2005,2021,0.19
2003-06-30,78.8,55.9,0.0,71.1,53.1,82.4,51.7,1957,1974,0.01
2003-07-01,76.2,51.1,0.0,71.4,53.9,85.1,40.7,2000,1977,0.22
2003-07-02,68.1,51.4,0.0,71.1,53.5,76.1,44.0,1978,1986,0.0
2003-07-03,73.0,56.1,0.67,70.3,54.0,82.4,50.6,1963,1994,1.67
2003-07-04,65.5,63.3,0.0,70.7,54.1,74.0,54.2,1961,1976,0.51
2003-07-05,73.9,58.0,0.1,70.9,53.0,78.1,47.9,1962,2004,2.04
2003-07-06,73.3,59.0,0.0,70.8,54.1,80.3,48.4,1961,1995,0.1
2003-07-07,62.8,53.5,0.0,70.8,53.7,66.6,50.3,1959,2020,0.54
2003-07-08,66.0,51.9,0.0,71.7,52.7,70.5,44.0,1993,1989,0.1
2003-07-09,69.9,51.2,0.5,70.9,53.6,81.8,42.4,2008,1968,1.01
2003-07-10,69.8,52.2,0.0,71.0,54.0,79.1,49.1,1957,1988,0.34
2003-07-11,65.7,46.3,0.19,69.8,53.6,75.5,38.2,1973,2016,0.74
2003-07-12,72.8,51.3,0.0,71.1,53.5,75.1,48.9,1986,1998,0.65
2003-07-13,72.2,51.8,0.0,72.1,53.8,78.0,46.4,1992,1969,0.37
2003-07-14,70.1,53.3,0.0,71.3,53.4,77.6,49.5,1957,1990,0.34
2003-07-15,67.5,54.4,0.0,70.3,53.5,71.0,46.8,2013,1996,0.04
2003-07-16,75.6,55.2,0.0,71.6,52.9,86.1,51.3,2016,2018,0.23
2003-07-17,78.2,53.7,0.0,70.5,53.3,81.6,43.8,1989,1953,0.18
2003-07-18,68.5,51.5,0.0,70.5,54.4,76.9,48.3,1995,1953,0.49
2003-07-19,67.9,46.2,0.0,70.2,53.5,75.4,36.6,1967,2010,0.16
2003-07-20,72.8,51.4,0.0,70.1,53.5,83.3,48.4,2021,1987,0.13
2003-07-21,68.9,49.8,0.11,69.0,52.9,74.0,43.4,1957,2007,1.05
2003-07-22,69.8,55.2,0.0,70.4,53.0,74.6,46.2,2008,2018,0.88
2003-07-23,73.6,56.8,0.0,69.8,53.0,84.1,53.2,1985,1972,0.2
2003-07-24,61.6,56.9,0.24,69.8,53.5,65.8,47.3,1970,1960,0.28
2003-07-25,76.0,56.1,0.0,69.9,53.5,85.5,44.5,1952,1975,0.34
2003-07-26,70.3,52.6,0.0,69.5,52.6,74.3,46.9,1965,1958,0.3
2003-07-27,68.1,51.0,0.0,69.7,52.8,78.8,49.0,2004,2010,1.02
2003-07-28,69.4,50.1,0.0,70.1,52.6,79.8,43.3,1971,1970,0.4
2003-07-29,69.5,47.1,0.0,69.6,53.0,79.4,36.1,1971,1958,1.43
2003-07-30,61.8,56.5,0.0,69.2,52.7,68.7,47.9,1961,1986,0.33
2003-07-31,76.2,52.0,0.0,69.1,52.3,78.5,42.9,2009,1975,0.55
2003-08-01,69.5,47.8,0.09,69.1,52.8,72.8,37.9,2021,2007,0.42
2003-08-02,71.2,49.3,0.04,68.4,52.4,77.8,38.2,1958,1980,0.23
2003-08-03,73.4,49.0,0.0,68.8,51.7,75.8,45.8,2017,1987,0.01
2003-08-04,64.4,52.4,0.03,68.9,51.9,67.0,44.5,1973,2003,0.82
2003-08-05,70.9,56.1,0.0,68.5,51.7,74.2,45.2,1997,2013,1.17
2003-08-06,67.5,50.6,0.0,68.1,51.2,72.1,40.9,1994,1976,0.66
2003-08-07,72.3,43.3,0.0,68.0,51.5,81.8,38.8,1955,1992,0.16
2003-08-08,58.8,51.0,0.0,68.4,52.0,61.3,40.3,2013,1950,0.85
2003-08-09,67.8,51.0,0.0,67.3,51.9,79.6,46.1,1964,2013,0.47
2003-08-10,65.4,50.6,0.0,67.3,51.7,70.1,44.5,1979,1990,0.57
2003-08-11,69.9,48.9,0.17,66.8,51.5,75.1,45.1,1976,1998,0.2
2003-08-12,69.9,52.0,0.16,67.4,51.0,74.4,41.2,1976,2017,0.6
2003-08-13,64.4,51.3,0.0,67.7,50.5,72.4,48.4,2007,2007,0.41
2003-08-14,64.2,50.8,0.0,67.8,50.9,66.4,38.9,1959,1990,0.54
2003-08-15,66.8,52.3,0.39,67.7,49.7,69.7,47.0,2021,1977,1.13
2003-08-16,63.1,49.0,0.0,66.4,50.0,66.0,39.9,1950,2005,0.26
2003-08-17,70.7,48.6,0.0,66.7,50.8,79.4,45.3,1953,1968,0.08
2003-08-18,65.1,55.6,0.0,66.2,49.8,70.4,48.7,2008,1974,1.29
2003-08-19,53.5,52.3,0.0,67.0,50.2,59.9,49.9,1990,1992,0.75
2003-08-20,64.7,53.1,0.0,66.7,49.6,76.2,42.4,1992,2011,0.39
2003-08-21,61.5,54.5,0.0,65.9,49.9,65.5,48.0,1963,2012,0.22
2003-08-22,58.7,51.7,0.0,65.4,48.7,61.4,42.3,1978,2019,2.07
2003-08-23,60.2,53.0,0.0,63.7,49.9,66.7,42.1,1986,1968,0.05
2003-08-24,66.1,43.4,0.0,64.6,48.5,69.8,40.7,1971,2004,1.36
2003-08-25,71.4,50.0,0.0,64.2,48.2,74.9,42.8,1985,1964,0.26
2003-08-26,66.6,48.3,0.18,64.2,49.4,72.7,44.4,2007,1968,0.23
2003-08-27,62.3,55.2,0.04,65.6,48.6,71.0,52.5,1964,1960,0.28
2003-08-28,66.9,52.2,0.0,63.8,48.3,71.3,44.0,2010,1960,0.69
2003-08-29,62.6,46.1,0.23,63.7,49.0,73.3,43.0,1956,2013,0.51
2003-08-30,61.3,49.7,0.0,63.6,48.4,66.9,42.8,1991,2011,0.34
2003-08-31,59.0,48.8,0.18,65.2,47.7,70.4,44.8,1974,2021,1.05
2003-09-01,56.1,49.7,0.26,63.6,47.6,63.0,45.7,2013,2000,0.74
2003-09-02,62.0,43.9,0.0,63.9,48.1,71.3,36.7,1993,1951,0.55
2003-09-03,64.3,49.0,0.01,63.3,46.9,74.8,41.4,1955,1996,0.09
2003-09-04,62.9,46.5,0.31,62.0,47.9,70.2,44.5,1953,2008,0.46
2003-09-05,61.3,48.3,0.0,63.6,46.7,71.8,41.3,2015,2014,0.26
2003-09-06,58.7,44.3,0.0,62.8,46.3,64.4,35.6,1963,2001,0.06
2003-09-07,65.4,44.6,0.22,62.3,47.1,71.1,35.8,1953,1978,0.38
2003-09-08,56.5,51.1,0.31,63.0,46.8,66.5,40.6,1984,1990,1.21
2003-09-09,65.7,42.5,0.0,61.7,45.3,70.1,31.5,1983,1998,0.01
2003-09-10,57.5,42.5,0.14,61.6,45.9,66.7,34.3,1975,1982,0.17
2003-09-11,58.4,45.9,0.0,61.3,45.3,61.2,39.1,2005,1963,0.58
2003-09-12,55.0,42.9,0.34,61.7,46.0,63.3,38.9,2017,1982,0.58
2003-09-13,59.1,42.3,0.15,61.4,46.3,70.5,39.0,1952,1964,0.89
2003-09-14,65.5,45.9,0.16,60.9,45.5,72.1,37.8,1957,1972,1.5
2003-09-15,63.2,39.6,0.1,60.0,44.6,69.3,28.1,1993,2009,0.26
2003-09-16,65.0,41.2,0.0,60.1,45.3,72.4,36.5,1954,1955,0.02
2003-09-17,62.7,52.7,0.0,59.5,44.6,71.9,49.7,2007,1976,0.3
2003-09-18,55.2,46.4,0.0,60.4,44.4,60.8,40.2,1961,1961,1.67
2003-09-19,58.4,41.6,0.0,58.8,44.0,60.4,39.6,2016,1992,0.39
2003-09-20,56.2,45.9,0.0,60.1,44.1,63.2,38.3,1969,2004,0.24
2003-09-21,65.4,46.2,0.0,59.7,43.8,71.6,43.7,1952,1974,0.4
2003-09-22,53.8,47.6,0.0,58.4,42.4,61.2,36.3,1982,1994,0.09
2003-09-23,63.0,43.2,0.08,58.4,43.4,72.1,32.5,1967,2014,0.78
2003-09-24,62.8,47.2,0.16,58.0,43.1,67.6,44.0,1975,1957,0.73
2003-09-25,66.7,35.5,0.0,58.4,43.2,73.8,32.0,1956,1959,0.64
2003-09-26,56.4,39.0,0.0,58.6,41.8,60.9,27.5,1952,1998,0.18
2003-09-27,61.2,43.5,0.0,58.3,42.8,67.8,33.3,1950,2013,0.84
2003-09-28,68.0,43.9,0.0,57.2,42.4,73.5,32.5,1966,1962,1.12
2003-09-29,54.8,39.0,0.46,57.8,42.4,60.4,33.6,1961,1958,2.02
2003-09-30,50.4,43.2,0.0,57.5,41.1,58.2,40.1,1972,1970,0.51
2003-10-01,48.6,39.6,0.0,56.6,41.1,57.5,31.5,1951,1962,0.21
2003-10-02,60.0,40.7,0.09,56.5,40.6,62.1,29.1,1976,1961,0.34
2003-10-03,48.1,45.5,0.0,57.0,41.4,58.9,42.2,2004,2013,0.42
2003-10-04,54.7,44.8,0.19,56.5,41.0,60.3,34.7,1964,1965,0.62
2003-10-05,58.1,37.4,0.0,56.3,40.8,66.5,31.8,1993,1986,0.79
2003-10-06,56.7,37.0,0.0,56.8,40.0,59.9,33.8,2018,1985,0.04
2003-10-07,57.5,39.2,0.09,55.5,39.9,65.2,32.6,1998,1989,0.51
2003-10-08,56.4,40.5,0.07,55.2,39.1,65.2,33.6,2012,2012,0.28
2003-10-09,60.9,37.9,0.08,55.5,39.4,64.5,35.8,1984,2017,0.98
2003-10-10,50.6,44.1,0.29,55.5,39.6,61.7,37.4,1968,1995,0.51
2003-10-11,51.6,41.3,0.17,54.0,39.4,61.2,32.8,2002,1977,0.49
2003-10-12,50.9,41.3,0.66,54.0,39.5,58.3,31.6,1951,2009,0.79
2003-10-13,57.9,34.7,0.0,53.3,39.7,61.6,31.8,2001,2012,0.18
2003-10-14,58.0,43.8,0.12,53.8,38.7,68.7,33.0,1969,1982,0.53
2003-10-15,55.7,28.4,0.05,53.8,39.1,58.4,24.8,2008,1960,0.33
2003-10-16,58.8,42.1,0.0,52.7,39.1,62.0,33.5,1952,1973,0.11
2003-10-17,48.0,42.3,0.0,53.5,39.1,56.9,34.8,1957,2006,0.32
2003-10-18,60.5,36.9,0.0,52.4,38.5,65.1,26.1,1989,1981,0.09
2003-10-19,59.7,43.2,0.05,52.2,38.1,66.2,40.8,1979,2015,1.12
2003-10-20,55.9,37.9,0.15,52.8,37.4,63.3,34.0,1961,2012,1.44
2003-10-21,60.4,38.2,0.05,51.7,37.8,66.9,35.0,1998,1994,0.18
2003-10-22,44.7,39.1,0.51,51.1,37.3,47.5,33.8,1966,1964,0.54
2003-10-23,49.5,49.7,0.0,51.9,38.0,58.9,44.3,2015,2012,1.31
2003-10-24,48.4,42.5,0.06,51.3,37.2,52.8,39.6,1972,1997,0.25
2003-10-25,54.7,39.9,0.04,51.7,36.9,64.1,32.7,1988,1954,0.14
2003-10-26,46.5,33.6,0.23,51.3,37.5,57.2,30.4,1976,2017,1.49
2003-10-27,54.4,37.4,0.22,49.8,36.3,61.8,34.6,2006,1980,1.29
2003-10-28,57.0,33.6,0.16,51.1,36.4,66.0,31.2,1968,2012,0.19
2003-10-29,53.7,39.6,0.0,51.2,37.2,56.1,28.3,1993,1989,0.12
2003-10-30,51.7,36.8,0.17,50.6,36.2,54.0,30.9,2015,2011,1.01
2003-10-31,45.7,31.8,0.08,50.4,36.4,49.7,27.0,1981,2017,0.24
2003-11-01,46.2,36.2,0.5,49.5,36.4,51.7,29.4,1982,2018,1.05
2003-11-02,55.4,32.5,0.12,49.2,35.2,59.2,29.0,1992,2001,0.14
2003-11-03,53.1,36.2,0.0,49.3,35.8,61.4,30.1,1972,2017,0.92
2003-11-04,49.2,32.2,0.08,49.5,35.0,54.0,28.3,1963,2020,0.35
2003-11-05,47.3,35.4,0.03,49.3,36.0,57.8,30.3,2006,1974,0.35
2003-11-06,39.9,37.9,0.0,48.4,35.5,47.5,26.7,2006,2009,0.83
2003-11-07,44.0,34.7,0.17,48.2,35.0,49.7,31.2,2007,1989,0.47
2003-11-08,57.2,33.3,0.0,47.5,35.0,68.1,26.5,2011,1990,0.05
2003-11-09,42.6,35.4,0.37,48.4,34.0,52.9,26.8,1989,1985,0.72
2003-11-10,49.1,37.1,0.17,47.7,35.0,59.3,25.9,1993,2008,0.48
2003-11-11,52.6,30.1,0.06,47.5,33.6,61.9,18.9,1996,1991,0.36
2003-11-12,42.2,35.1,0.07,48.4,34.1,50.4,30.7,1995,1960,0.18
2003-11-13,48.5,39.0,0.11,47.6,33.4,54.2,27.6,2002,1977,0.2
2003-11-14,51.7,36.0,0.05,47.3,34.0,58.0,30.7,1978,1964,0.8
2003-11-15,47.4,33.9,0.0,47.4,34.3,55.9,23.0,1998,1964,0.48
2003-11-16,60.1,36.0,0.0,47.5,33.5,63.8,33.0,2002,2010,0.0
2003-11-17,39.5,35.1,0.08,45.9,33.3,49.8,31.1,1958,1951,0.98
2003-11-18,51.6,36.1,0.0,46.2,32.9,63.0,33.3,1974,1979,0.06
2003-11-19,45.9,25.4,0.0,46.2,32.9,48.9,20.5,1996,1963,0.67
2003-11-20,50.0,27.1,0.35,45.7,32.6,52.2,16.4,1999,1955,0.4
2003-11-21,48.4,36.7,0.0,45.9,33.4,51.8,33.1,2020,1976,1.78
2003-11-22,42.9,27.0,0.13,45.1,32.9,52.5,22.8,1965,2009,1.28
2003-11-23,47.1,34.1,0.04,46.2,32.2,50.2,30.0,1986,1986,0.14
2003-11-24,37.6,31.2,0.01,45.3,32.3,43.3,26.4,1967,1953,0.01
2003-11-25,48.5,28.6,0.25,45.6,33.6,51.2,26.4,1988,1951,0.28
2003-11-26,47.0,33.6,0.0,45.4,32.1,53.4,27.4,2005,1981,0.83
2003-11-27,48.4,32.9,0.0,45.5,32.6,56.5,21.2,1957,1995,0.04
2003-11-28,50.2,40.1,0.16,43.8,31.5,58.5,33.6,2006,1955,0.91
2003-11-29,47.0,29.6,0.0,45.2,31.9,54.1,19.4,1969,1974,0.86
2003-11-30,45.8,37.3,0.1,44.7,31.3,57.2,29.6,2006,2014,0.28
2003-12-01,41.1,33.1,0.06,44.9,31.2,48.4,30.9,1950,1967,0.72
2003-12-02,41.7,29.1,0.07,44.0,31.8,52.3,21.3,1962,2016,0.93
2003-12-03,50.2,34.6,0.0,44.7,30.8,62.1,23.1,2001,1954,0.76
2003-12-04,51.2,33.6,0.6,45.0,30.6,55.5,26.1,1979,1954,0.71
2003-12-05,43.6,31.5,0.13,44.4,31.4,48.2,24.2,2006,1955,0.43
2003-12-06,44.7,32.3,0.0,43.8,30.8,52.0,23.6,1954,1961,0.04
2003-12-07,40.4,28.9,0.0,43.7,30.8,44.2,18.2,1971,2018,0.37
2003-12-08,49.6,28.0,0.0,44.3,29.9,57.3,20.3,2000,1950,0.29
2003-12-09,47.3,33.9,0.17,44.2,30.1,56.1,27.9,1950,1958,1.33
2003-12-10,52.9,30.1,0.26,44.0,30.8,55.5,27.8,1995,2008,0.27
2003-12-11,40.1,30.6,0.11,43.7,30.5,49.0,27.5,1991,1953,0.49
2003-12-12,42.3,31.9,0.08,43.8,31.0,45.9,23.4,1991,1959,0.74
2003-12-13,45.0,31.8,0.31,43.6,30.1,50.0,23.6,2013,2002,0.62
2003-12-14,46.8,25.3,0.36,43.3,30.4,56.2,20.9,1970,1964,0.5
2003-12-15,42.9,35.6,0.03,43.8,30.4,46.5,26.4,2018,1985,0.5
2003-12-16,39.8,31.1,0.14,43.6,30.2,47.2,26.3,1968,2012,2.32
2003-12-17,47.7,29.8,0.21,44.0,30.6,55.6,24.7,1963,1977,0.23
2003-12-18,46.9,32.2,0.02,43.9,29.7,50.5,29.5,1964,2003,0.13
2003-12-19,39.5,31.4,0.48,43.4,30.5,44.2,23.9,2000,1984,0.82
2003-12-20,49.7,33.4,0.13,43.5,30.7,57.7,28.5,1965,1957,0.59
2003-12-21,48.8,32.5,0.19,42.7,29.7,55.4,22.3,2002,1971,0.68
2003-12-22,44.1,33.1,0.04,43.1,30.3,52.7,23.1,2004,1982,0.07
2003-12-23,43.8,35.5,0.06,43.3,30.3,54.4,32.2,1972,1981,0.13
2003-12-24,45.9,33.7,0.02,42.3,30.4,49.3,30.1,1985,2017,1.47
