date,seattle_dewpoint_f,seattle_windspeed_mph,seattle_pressure_hpa,seattle_humidity_pct,new_york_dewpoint_f,new_york_windspeed_mph,new_york_pressure_hpa,new_york_humidity_pct,phoenix_dewpoint_f,phoenix_windspeed_mph,phoenix_pressure_hpa,phoenix_humidity_pct
2001-06-08,58.1,8.3,997.0,64.4,62.7,11.9,1005.0,52.7,45.3,5.6,1014.7,20.8
2001-06-09,56.0,8.2,1006.6,63.4,64.1,8.1,1002.7,40.0,42.9,8.3,1015.4,20.7
2001-06-10,59.0,7.2,1008.4,70.2,64.7,8.2,1010.5,53.8,47.5,5.7,1011.5,21.4
2001-06-11,55.6,8.7,1003.7,65.5,60.3,10.4,1008.6,63.5,41.7,7.3,1001.5,24.6
2001-06-12,61.1,9.0,1010.9,66.4,67.4,7.3,1014.6,45.8,42.9,6.7,1016.9,22.9
2001-06-13,60.3,13.8,1003.9,72.5,65.1,10.8,1005.5,60.1,49.1,8.9,1012.4,37.5
2001-06-14,54.6,10.6,1003.7,62.2,60.5,11.8,1005.4,49.9,37.1,6.3,1014.6,22.9
2001-06-15,61.9,11.1,1008.0,60.4,64.7,15.7,1013.8,38.7,44.5,11.1,1018.0,34.6
2001-06-16,54.5,6.7,1004.1,79.3,61.8,12.0,1009.2,64.3,44.2,8.9,1010.7,21.7
2001-06-17,59.4,7.9,1006.8,75.8,62.5,13.6,996.2,52.6,45.5,8.9,1017.5,31.1
2001-06-18,57.3,6.8,1009.5,66.6,70.7,8.0,1016.5,46.5,43.5,5.9,1010.4,21.8
2001-06-19,57.6,6.7,1004.4,60.5,66.0,8.4,1020.7,56.9,43.4,6.6,1010.6,33.9
2001-06-20,60.7,8.2,1011.1,76.7,63.7,17.2,1012.7,68.1,44.5,5.6,1006.2,33.2
2001-06-21,58.9,7.0,1001.6,65.2,59.8,10.4,1010.6,46.0,43.1,9.3,1005.1,12.4
2001-06-22,54.9,6.8,1002.9,63.7,66.0,10.9,1014.4,57.2,48.6,7.6,1013.8,25.1
2001-06-23,56.7,9.9,1004.4,78.3,65.2,10.9,1012.6,69.1,47.2,5.0,1008.5,31.9
2001-06-24,59.3,6.1,1009.6,63.7,64.1,26.0,1013.7,46.7,45.6,7.1,1014.4,24.9
2001-06-25,60.8,10.2,1006.4,68.9,63.2,11.4,1004.2,66.9,48.6,5.1,1009.3,28.7
2001-06-26,60.2,12.9,1003.0,61.4,69.0,12.0,988.8,62.1,42.7,6.2,1018.2,30.7
2001-06-27,57.6,9.7,1005.7,62.8,68.5,15.6,1008.5,51.7,44.1,10.6,1015.0,38.9
2001-06-28,57.2,6.6,1006.8,71.7,67.0,8.3,1001.6,48.7,45.0,5.3,1008.5,23.2
2001-06-29,63.1,10.0,1015.0,69.8,60.0,13.1,1004.4,54.5,45.8,5.2,1011.8,32.4
2001-06-30,60.4,8.1,1012.0,79.3,64.5,7.1,1019.3,62.7,41.3,9.3,1000.8,17.4
2001-07-01,57.6,9.0,1000.3,75.9,69.6,7.4,1003.9,62.4,41.3,5.8,1014.1,26.5
2001-07-02,58.2,7.5,1014.1,80.2,63.7,7.5,1004.9,56.4,41.5,5.1,1008.2,23.5
2001-07-03,55.5,6.6,1000.7,80.2,63.1,7.0,1015.1,62.3,39.1,7.4,1004.3,27.7
2001-07-04,57.3,6.1,1013.5,62.3,62.7,9.0,1010.9,53.7,46.6,5.8,1013.4,36.4
2001-07-05,56.6,10.1,1010.5,59.0,69.1,22.1,1005.8,43.7,44.9,6.3,1006.7,28.6
2001-07-06,57.1,7.7,1004.3,79.4,60.8,8.2,1002.3,37.9,43.2,5.5,1012.6,27.6
2001-07-07,60.9,6.9,1011.8,61.5,65.0,7.7,1007.8,42.2,42.7,9.8,1019.0,44.8
2001-07-08,54.9,9.0,1007.9,67.4,60.2,9.1,1006.3,47.7,48.0,7.3,1009.3,29.2
2001-07-09,57.5,10.8,1007.8,64.9,66.1,11.7,1002.6,32.0,41.3,8.1,1012.2,35.2
2001-07-10,55.6,8.3,1003.7,60.1,71.7,7.2,1005.0,62.7,37.9,6.4,1005.5,28.8
2001-07-11,58.6,10.3,1008.3,62.6,65.0,9.7,1010.3,60.8,46.7,5.6,1006.9,26.3
2001-07-12,61.3,7.3,998.1,60.2,64.2,9.3,998.5,65.9,42.9,7.6,1011.7,28.4
2001-07-13,59.7,9.2,995.4,56.0,63.6,10.0,1005.3,48.4,45.2,5.4,1005.1,46.9
2001-07-14,58.4,9.0,1011.3,63.6,64.4,10.3,1011.1,70.7,49.9,6.5,1019.4,24.1
2001-07-15,60.3,6.7,1008.5,72.3,65.4,8.3,1003.2,42.2,37.2,6.2,1006.4,34.5
2001-07-16,60.0,10.1,1006.5,81.0,66.7,8.4,1012.4,56.0,41.0,6.1,1000.4,22.3
2001-07-17,56.7,10.4,1010.6,68.9,63.8,9.1,1012.4,59.5,42.4,8.4,1020.3,27.6
2001-07-18,53.4,9.3,1007.9,61.6,66.2,20.1,1001.5,41.2,45.4,5.9,1015.1,27.7
2001-07-19,60.5,7.6,1011.4,73.7,64.1,10.3,1013.6,76.5,48.2,12.9,1005.9,33.4
2001-07-20,54.6,8.5,1012.8,65.7,66.7,7.8,1003.9,49.7,46.1,6.0,1017.1,30.3
2001-07-21,54.6,7.9,996.1,69.1,67.0,7.8,1003.6,58.9,35.2,6.9,1010.5,39.4
2001-07-22,56.8,6.2,991.6,77.1,62.8,11.3,1000.5,60.8,42.8,7.3,1008.1,32.2
2001-07-23,55.9,6.3,1008.8,74.4,66.4,9.4,1008.7,60.5,36.0,6.8,1005.0,39.1
2001-07-24,54.4,6.9,1009.2,50.6,65.4,14.0,1014.7,56.9,47.0,5.6,1002.9,25.5
2001-07-25,57.0,13.6,1007.6,69.9,67.4,9.5,1013.1,57.8,43.1,8.1,1013.2,29.3
2001-07-26,56.4,9.3,1003.3,64.4,66.2,7.4,1019.8,69.2,46.4,5.5,1010.1,25.6
2001-07-27,58.3,7.8,1002.8,68.4,61.9,10.9,1013.6,58.3,37.1,5.9,1006.7,31.1
2001-07-28,57.1,9.1,1007.4,58.9,70.5,8.4,1007.6,51.7,46.7,5.6,1006.6,41.3
2001-07-29,57.8,6.6,1005.7,67.0,64.0,22.3,999.0,45.6,51.1,9.2,1005.8,34.7
2001-07-30,56.5,6.7,1013.2,58.0,61.8,7.4,1012.1,68.6,41.7,8.7,1009.7,23.1
2001-07-31,57.6,6.7,1009.7,74.0,65.9,8.2,1016.1,69.5,40.7,11.4,1008.2,27.8
2001-08-01,55.7,11.5,1008.4,78.1,64.4,11.1,1004.0,46.5,36.5,7.3,1003.6,25.6
2001-08-02,56.3,33.9,1014.8,62.5,60.9,8.1,1005.5,63.8,44.8,7.2,1017.9,37.4
2001-08-03,54.4,7.2,1012.4,80.5,63.5,11.7,1010.2,71.3,43.7,10.5,1001.8,37.7
2001-08-04,54.2,8.5,1009.4,74.0,69.0,10.0,1006.1,62.9,39.9,6.4,1004.8,39.2
2001-08-05,56.4,7.0,1003.2,73.7,60.0,8.1,1007.3,51.8,44.2,6.6,1016.2,40.2
2001-08-06,60.8,13.0,1014.1,71.2,59.9,9.4,1000.3,56.1,42.5,9.7,1008.9,39.7
2001-08-07,57.2,7.1,1012.6,74.4,68.4,10.4,1022.2,59.0,35.7,8.2,1010.3,36.5
2001-08-08,54.8,8.9,1006.4,75.7,58.3,10.5,1012.2,55.4,42.7,12.2,1001.8,28.9
2001-08-09,52.2,9.3,1010.7,52.8,58.7,10.0,1017.2,60.8,41.3,7.3,1016.0,36.5
2001-08-10,57.6,8.7,1001.9,72.9,61.7,12.3,1017.1,54.2,42.8,9.9,1006.7,21.2
2001-08-11,58.6,6.9,996.3,83.1,61.7,9.3,1016.0,44.8,39.6,9.2,1011.2,40.5
2001-08-12,56.9,10.2,1013.6,69.7,66.4,11.2,1013.5,68.5,41.5,6.8,1007.3,34.0
2001-08-13,56.6,13.3,1006.8,75.8,66.4,8.5,1004.3,55.7,37.8,6.5,1003.3,22.7
2001-08-14,51.8,7.1,1003.0,66.0,66.8,20.3,1010.4,52.6,39.3,5.9,1013.0,31.7
2001-08-15,55.5,10.8,1011.0,54.5,64.2,8.8,998.8,59.1,44.2,6.5,1015.5,38.0
2001-08-16,53.6,12.1,1005.4,63.2,58.1,14.8,1001.9,55.6,40.4,6.1,1009.8,39.9
2001-08-17,56.5,7.5,1008.3,90.4,56.8,8.6,1009.8,57.4,35.9,9.4,1011.0,26.2
2001-08-18,52.2,22.4,996.3,90.2,60.6,19.7,1008.5,60.5,42.6,7.6,1016.8,52.5
2001-08-19,54.5,8.1,1009.2,67.3,57.9,22.7,1009.5,52.7,44.7,6.8,1012.2,30.6
2001-08-20,56.5,8.2,1015.2,72.7,57.9,9.2,999.8,60.6,46.5,6.6,1013.4,32.7
2001-08-21,52.7,9.6,1007.0,80.9,58.1,9.0,1008.7,44.7,34.0,7.8,1019.3,28.5
2001-08-22,53.4,12.3,1012.6,70.7,60.4,12.9,1012.4,51.3,40.7,6.2,1008.6,28.2
2001-08-23,56.4,9.0,1015.2,75.4,62.8,12.2,1013.1,56.7,33.7,7.0,1015.1,33.8
2001-08-24,58.5,9.6,1011.4,85.7,55.5,12.5,1007.6,56.7,34.0,12.1,1011.4,24.7
2001-08-25,55.7,10.1,1013.9,73.8,59.5,8.6,1003.7,66.3,42.3,7.0,1004.0,43.6
2001-08-26,53.9,12.0,1005.5,74.8,64.4,11.2,1023.9,57.9,36.0,6.5,1005.8,22.8
2001-08-27,52.1,10.5,1011.6,69.9,52.6,12.3,1005.7,67.3,37.3,6.5,1010.2,31.9
2001-08-28,52.9,8.0,1006.7,65.0,62.2,9.7,1010.3,60.5,42.1,8.1,1013.7,37.9
2001-08-29,55.0,10.2,1007.4,78.4,50.6,12.5,1021.8,67.1,40.7,13.5,1017.1,38.2
2001-08-30,51.9,8.2,1008.1,82.0,56.1,10.3,1007.0,35.7,40.9,12.1,1009.8,43.4
2001-08-31,51.9,9.2,1017.1,65.3,53.7,9.9,1009.0,63.8,32.3,8.4,1004.5,33.3
2001-09-01,49.7,13.6,1014.8,55.8,57.5,14.0,1011.3,63.8,38.4,7.2,1013.1,35.1
2001-09-02,57.8,8.0,999.2,49.2,59.2,9.4,1014.7,70.1,38.1,9.0,1009.9,28.0
2001-09-03,55.0,9.0,1017.3,73.8,59.5,8.7,1009.8,77.8,41.2,13.1,1015.1,36.7
2001-09-04,51.4,10.2,1019.2,71.1,53.7,14.0,1009.1,55.1,37.3,11.6,1011.5,24.6
2001-09-05,55.7,13.9,1010.6,85.3,54.8,17.4,1014.7,81.3,38.4,16.3,1010.3,39.6
2001-09-06,53.1,12.3,1012.1,70.0,54.8,10.6,1023.6,50.2,33.2,7.4,1012.2,21.1
2001-09-07,49.7,9.5,1014.6,83.2,52.8,10.6,1013.8,61.8,34.6,8.2,1018.9,34.2
2001-09-08,50.4,10.0,1020.8,66.0,52.6,21.8,1020.0,68.0,43.0,7.7,1013.9,31.4
2001-09-09,49.1,13.6,1004.2,76.5,60.4,9.7,1015.6,62.2,35.6,11.9,1015.3,36.5
2001-09-10,52.3,14.3,1011.7,68.2,53.4,14.0,1008.4,60.5,34.7,8.0,1006.9,28.4
2001-09-11,56.7,10.3,1007.9,71.0,54.2,9.3,1003.9,74.8,37.7,9.0,1011.2,43.2
2001-09-12,51.1,8.8,1020.1,50.1,62.8,21.2,1009.3,50.6,36.5,11.0,1015.9,34.1
2001-09-13,49.4,10.2,1014.3,62.7,59.4,13.6,1011.8,64.4,35.3,7.9,1018.2,42.2
2001-09-14,50.4,16.0,1006.7,69.1,51.6,9.8,1013.1,50.7,37.0,11.7,1011.4,34.8
2001-09-15,54.9,11.1,1017.1,69.2,53.1,13.5,989.4,49.1,32.1,8.5,1017.7,36.3
2001-09-16,52.4,12.7,1010.6,79.7,47.7,16.4,1028.3,51.6,37.0,7.7,1009.6,33.2
2001-09-17,50.7,8.4,1016.5,65.3,55.8,9.9,1009.2,74.8,36.9,9.6,1007.1,40.0
2001-09-18,46.2,11.4,997.4,80.0,57.0,15.0,1018.7,55.4,37.0,7.7,1017.2,26.5
2001-09-19,50.6,11.2,1013.2,59.3,52.9,20.6,1021.6,54.7,39.8,8.5,1012.8,37.5
2001-09-20,48.0,10.4,1008.4,78.1,52.4,18.5,1024.7,74.7,31.8,10.0,1018.1,38.0
2001-09-21,53.1,12.0,1026.4,70.6,54.9,11.3,1012.3,59.0,39.2,11.0,1014.9,35.9
2001-09-22,47.0,14.6,1000.9,65.6,56.8,13.6,1012.0,59.2,31.2,7.8,1018.2,35.5
2001-09-23,47.2,16.6,1013.4,82.1,55.8,11.5,1015.3,86.3,33.7,9.2,1014.9,26.3
2001-09-24,50.6,9.6,1011.7,88.0,51.9,10.1,1012.9,57.1,33.4,8.4,1020.0,47.8
2001-09-25,49.2,10.9,1008.2,83.2,54.3,10.9,1004.4,59.5,33.0,8.2,1014.7,47.6
2001-09-26,46.8,9.9,1010.1,74.9,49.8,12.1,1004.5,63.0,32.7,10.3,1013.2,28.0
2001-09-27,45.8,10.5,1011.6,87.8,54.9,13.7,1003.9,84.9,36.7,8.0,1004.7,36.7
2001-09-28,53.0,11.0,1003.3,79.0,45.1,10.9,1004.9,59.5,35.3,10.1,1017.0,47.0
2001-09-29,48.0,13.6,1011.8,73.7,42.8,13.8,1012.4,47.2,35.1,8.1,1015.0,34.5
2001-09-30,48.4,16.4,1010.0,65.0,51.8,27.9,1014.1,72.2,38.7,17.2,1007.1,25.3
2001-10-01,48.2,11.7,1014.5,67.2,48.8,12.6,1008.4,54.4,34.0,9.3,1014.6,38.0
2001-10-02,43.1,23.7,1014.3,82.8,44.6,14.6,1020.1,65.6,35.2,14.0,1014.3,41.9
2001-10-03,49.7,11.7,1014.9,71.2,48.3,15.6,1006.4,53.6,36.5,8.9,1021.3,42.0
2001-10-04,45.8,14.1,1004.1,66.6,46.6,11.1,1021.0,61.5,34.3,8.2,1008.1,24.8
2001-10-05,45.6,9.7,1012.5,79.6,46.8,10.5,1018.2,62.3,28.7,9.3,1019.0,40.0
2001-10-06,47.2,9.3,1012.5,74.4,49.0,13.5,1013.3,77.5,34.8,14.0,1015.5,35.7
2001-10-07,41.6,9.5,1013.3,74.9,49.7,12.5,1011.3,50.1,39.4,10.0,1011.8,40.1
2001-10-08,42.3,16.1,1011.0,70.2,52.9,16.7,1015.6,65.1,33.7,10.4,1012.2,39.8
2001-10-09,48.7,9.7,1003.9,55.7,48.5,13.6,1011.8,76.3,33.6,13.4,1018.4,42.2
2001-10-10,48.0,12.4,1009.7,67.1,43.0,13.3,1003.4,79.1,34.7,10.1,1022.0,45.4
2001-10-11,44.2,12.2,1016.4,63.5,46.1,11.7,1017.5,66.3,34.3,11.6,1007.9,45.1
2001-10-12,48.8,14.2,1002.3,84.2,35.9,14.2,1022.2,56.6,31.0,9.2,1011.0,39.4
2001-10-13,49.3,10.8,1011.6,94.4,49.4,11.0,1018.2,87.4,31.5,9.5,1024.0,28.1
2001-10-14,42.3,11.0,1021.4,75.6,45.4,12.5,1015.3,63.9,32.9,15.8,1023.8,41.2
2001-10-15,46.4,11.1,1015.0,53.9,48.4,21.5,1016.3,70.3,34.8,14.7,1015.6,43.2
2001-10-16,44.1,10.4,1015.2,77.9,48.0,11.0,1005.3,67.4,31.5,11.3,1017.7,34.4
2001-10-17,39.1,10.6,1012.0,89.0,46.2,21.7,1019.2,71.3,38.0,15.2,1021.7,31.8
2001-10-18,41.7,10.6,1013.7,78.0,48.1,13.3,1014.7,67.3,32.1,10.5,1023.4,28.3
2001-10-19,45.8,10.4,1007.6,82.1,44.5,18.3,1015.6,64.0,26.4,11.8,1015.6,28.3
2001-10-20,42.4,14.4,1009.0,81.0,48.2,14.8,1003.7,81.1,36.5,9.3,1021.2,46.6
2001-10-21,47.3,12.9,1008.2,76.6,41.4,11.3,1006.3,72.1,22.7,19.5,1018.3,36.8
2001-10-22,44.9,12.6,1020.8,80.6,47.8,17.5,1014.0,79.8,29.6,10.0,1020.1,30.4
2001-10-23,49.5,13.6,1006.2,71.2,45.8,16.2,1029.6,60.0,32.1,9.3,1011.3,40.8
2001-10-24,40.1,11.5,1015.0,78.2,42.2,18.6,1010.0,73.6,36.9,11.5,1014.5,33.1
2001-10-25,48.2,14.2,1016.5,78.6,43.7,14.7,1011.7,63.6,37.7,12.7,1013.1,32.4
2001-10-26,46.5,11.3,1007.6,61.3,38.9,13.0,1008.1,80.1,30.0,20.3,1024.7,34.2
2001-10-27,43.2,15.5,1016.1,77.6,36.4,20.3,1022.7,74.6,26.7,10.3,1014.3,47.5
2001-10-28,47.1,13.3,1008.9,71.1,43.1,23.8,1008.9,64.8,33.0,12.4,1021.6,26.9
2001-10-29,43.0,15.6,1015.2,61.0,43.3,16.1,1024.3,70.2,28.3,10.8,1023.1,33.4
2001-10-30,47.1,10.7,1019.3,78.5,44.9,12.2,1020.1,70.5,34.7,10.6,1016.8,41.5
2001-10-31,40.9,16.1,1007.0,68.5,44.3,12.7,1020.6,76.8,31.8,13.1,1020.0,20.9
2001-11-01,43.3,10.9,1021.1,76.4,43.3,16.9,1021.6,54.9,28.7,11.7,1014.2,37.3
2001-11-02,42.5,13.9,1015.6,79.9,46.7,12.5,1006.3,49.9,31.7,12.1,1010.8,53.6
2001-11-03,39.4,11.4,1016.5,82.7,44.6,12.8,1005.1,56.2,28.3,10.3,1019.8,31.7
2001-11-04,40.2,10.9,1017.7,92.4,41.9,12.0,1004.8,83.8,26.1,11.3,1009.0,37.1
2001-11-05,42.8,11.7,1008.2,57.6,41.4,15.1,1025.2,78.5,23.4,10.2,1012.9,22.6
2001-11-06,41.7,12.3,1013.5,78.8,46.5,13.6,997.6,59.6,32.8,15.3,1021.1,44.8
2001-11-07,42.8,11.3,1006.5,90.2,41.6,12.7,1014.7,85.4,31.8,10.3,1024.2,41.3
2001-11-08,39.8,11.2,1013.2,75.8,41.7,14.5,1032.0,70.5,27.3,14.2,1015.5,36.6
2001-11-09,39.2,26.1,1008.5,82.0,41.4,14.7,1009.5,72.6,31.9,11.0,1022.2,31.7
2001-11-10,40.2,11.2,1014.7,76.4,43.4,12.7,1019.2,79.3,33.1,13.0,1016.1,32.1
2001-11-11,42.1,11.6,1013.3,71.9,37.8,12.1,1010.1,57.5,25.6,13.1,1015.0,45.7
2001-11-12,40.8,11.9,1014.2,95.5,40.2,19.4,1008.9,74.6,31.1,12.3,1011.4,40.6
2001-11-13,40.2,12.2,1016.9,81.1,36.2,12.7,1016.6,73.5,25.4,10.4,1015.3,34.1
2001-11-14,42.8,11.5,1017.9,85.5,37.4,18.7,1011.5,61.6,33.1,14.7,1011.7,27.3
2001-11-15,42.1,16.6,1020.7,92.2,37.2,14.4,1005.1,76.9,33.6,11.2,1024.7,32.5
2001-11-16,42.0,18.9,1009.6,85.0,36.1,15.8,1007.6,69.3,27.2,11.6,1018.9,39.6
2001-11-17,40.6,13.6,1008.1,89.3,35.8,14.2,1017.1,71.4,21.2,12.2,1021.8,32.4
2001-11-18,38.9,13.8,1013.6,84.1,40.9,16.5,1016.0,65.1,29.6,10.3,1022.4,36.9
2001-11-19,37.4,26.5,1028.2,86.8,38.0,13.4,1014.8,65.5,30.6,14.1,1013.3,35.7
2001-11-20,39.6,17.8,1019.7,75.8,35.2,13.2,1017.8,78.2,28.7,10.6,1018.6,26.1
2001-11-21,40.6,12.9,1024.0,82.7,37.4,14.3,1017.9,69.7,25.5,14.8,1018.9,23.7
2001-11-22,42.4,15.6,1008.2,77.9,39.5,14.5,1008.4,89.5,35.0,18.3,1007.1,24.9
2001-11-23,39.4,12.3,1005.0,82.1,38.1,13.3,1006.4,81.0,28.2,12.2,1019.2,53.1
2001-11-24,37.0,11.6,1024.9,64.9,39.8,19.8,1026.8,68.1,31.4,13.3,1007.9,43.8
2001-11-25,36.5,11.5,1024.8,81.5,33.0,13.9,1019.5,74.8,31.9,13.6,1020.8,18.6
2001-11-26,40.3,13.8,1023.1,83.5,42.0,19.5,1017.0,95.4,26.2,11.0,1021.1,39.1
2001-11-27,41.7,13.6,1018.1,77.1,38.2,14.5,1008.1,76.0,33.5,11.4,1015.3,39.5
2001-11-28,36.3,12.0,1015.0,86.0,34.8,14.1,1011.2,67.3,21.3,16.8,1015.2,43.7
2001-11-29,42.4,17.3,1019.0,79.1,34.7,19.2,1006.3,68.0,25.7,11.1,1018.7,39.3
2001-11-30,36.6,14.2,1015.7,84.8,40.3,13.5,1027.7,48.7,24.5,17.7,1021.5,22.0
2001-12-01,37.6,13.1,1019.4,94.0,31.6,12.9,1024.0,66.1,27.9,14.0,1017.2,27.1
2001-12-02,41.8,13.8,1019.0,75.1,37.7,13.6,1015.9,67.1,35.8,11.0,1023.5,30.6
2001-12-03,38.0,12.0,1021.2,75.3,27.3,12.7,1013.8,87.0,30.6,14.8,1011.0,24.8
2001-12-04,38.8,18.6,1010.0,90.8,31.4,14.8,1029.8,74.4,15.6,10.8,1017.7,35.2
2001-12-05,40.0,12.8,1022.1,76.1,32.4,16.6,1005.7,75.3,36.9,12.8,1017.2,29.2
2001-12-06,42.0,12.3,1010.5,83.8,31.7,14.3,1007.3,68.3,30.2,18.6,1015.8,46.0
2001-12-07,38.7,13.4,1028.8,80.2,35.6,24.6,1017.9,61.2,30.8,12.1,1021.1,24.1
2001-12-08,39.1,12.8,1015.2,62.5,35.7,13.1,1019.7,85.1,25.8,11.8,1018.3,31.7
2001-12-09,38.4,12.9,1011.7,81.4,32.8,13.5,1013.3,90.3,27.2,17.6,1023.9,46.2
2001-12-10,35.2,17.0,1022.6,75.3,32.7,14.1,1024.0,69.1,23.5,10.9,1029.1,29.0
2001-12-11,41.9,14.2,1019.9,84.1,40.1,13.7,1024.8,90.5,22.5,10.9,1026.6,24.3
2001-12-12,31.3,19.9,1007.3,89.1,36.1,13.8,1025.3,69.3,19.5,22.0,1016.9,35.8
2001-12-13,39.3,20.9,1014.7,75.1,32.9,13.5,1017.2,89.3,32.1,11.1,1015.9,35.8
2001-12-14,41.4,26.2,1015.9,78.0,31.9,15.6,1043.4,76.3,26.7,19.4,1017.5,24.8
2001-12-15,41.7,12.3,1011.0,69.8,36.0,17.4,1015.3,75.3,33.8,11.4,1020.0,26.9
2001-12-16,36.4,18.7,1015.3,83.4,39.1,15.3,1021.9,91.1,27.7,14.0,1014.9,16.3
2001-12-17,39.4,13.0,1007.4,81.5,33.7,16.0,1021.6,69.3,31.0,12.5,1014.7,24.4
2001-12-18,36.2,14.9,1019.6,86.2,37.4,14.3,1016.9,82.2,28.8,11.5,1022.3,25.0
2001-12-19,36.6,18.3,1015.1,84.9,40.7,14.3,1016.9,74.3,27.1,17.1,1019.7,43.4
2001-12-20,41.1,12.2,1011.9,84.4,31.7,19.9,1016.6,63.3,33.2,15.8,1018.6,30.4
2001-12-21,38.5,12.5,1009.6,78.4,42.3,15.6,1004.6,72.2,27.1,11.2,1021.6,31.7
2001-12-22,38.9,15.9,1017.5,90.1,34.1,14.4,1005.0,81.4,28.9,11.5,1014.7,25.3
2001-12-23,40.4,13.3,1017.1,87.4,34.8,18.1,1000.8,72.7,28.4,12.3,1025.0,34.5
2001-12-24,40.9,15.2,1017.6,86.2,40.8,15.4,1023.5,59.1,26.1,12.4,1018.4,23.7
2001-12-25,37.7,12.4,1010.9,81.7,37.3,13.2,1027.7,81.2,24.8,11.4,1023.7,27.9
2001-12-26,34.0,22.8,1009.8,92.5,39.6,14.2,1019.1,98.4,27.0,11.5,1022.4,32.5
2001-12-27,37.4,14.1,1019.6,86.3,37.5,24.1,1013.1,59.0,24.8,14.6,1026.2,14.5
2001-12-28,39.7,18.1,1022.1,84.5,32.2,15.6,1017.5,69.0,31.8,12.5,1018.0,32.0
2001-12-29,34.2,15.4,1030.0,71.1,32.1,19.1,1013.4,75.6,27.5,16.1,1026.9,25.9
2001-12-30,36.9,21.1,1023.8,91.4,31.4,13.9,1014.9,58.1,26.1,15.7,1021.6,31.9
2001-12-31,37.1,14.5,1026.7,100.0,34.2,18.9,1026.1,83.2,31.7,17.2,1015.5,29.1
2002-01-01,38.7,13.1,1011.1,79.3,33.0,18.7,1011.3,73.5,24.2,12.4,1023.0,20.8
2002-01-02,36.6,14.8,1020.2,79.3,39.6,14.1,1018.7,82.2,25.7,13.7,1015.6,23.3
2002-01-03,38.3,29.3,1016.1,79.2,35.7,16.5,1024.1,82.7,31.6,11.1,1017.9,24.7
2002-01-04,35.3,17.1,1023.1,80.2,34.5,14.5,1020.6,72.6,32.3,11.0,1020.0,31.5
2002-01-05,39.4,13.8,1014.6,77.1,40.2,14.8,1015.5,90.4,24.8,11.5,1020.6,26.1
2002-01-06,39.3,17.1,1028.9,97.0,30.4,18.3,1011.4,73.1,22.3,12.3,1013.3,32.7
2002-01-07,46.6,15.6,1016.8,88.9,38.1,16.3,1014.7,94.3,31.7,12.1,1021.1,40.8
2002-01-08,35.7,20.3,1023.0,84.4,37.1,13.6,1015.3,90.8,21.2,12.6,1027.0,20.6
2002-01-09,37.3,13.3,1010.0,89.3,37.3,17.9,1028.4,58.1,30.8,13.6,1024.0,36.2
2002-01-10,41.6,12.1,1019.4,89.0,36.0,14.3,1007.8,71.5,31.3,17.1,1025.3,16.6
2002-01-11,34.4,12.2,1009.5,75.6,44.3,21.6,1022.9,83.2,25.7,15.1,1017.1,24.8
2002-01-12,45.3,16.3,1019.4,81.4,31.2,14.0,1017.1,75.1,30.0,18.0,1018.7,31.9
2002-01-13,37.2,15.4,1014.6,84.7,33.4,21.5,1014.6,77.3,25.9,12.0,1024.8,29.3
2002-01-14,34.6,15.9,1025.1,88.0,34.5,14.0,1017.8,75.7,31.1,22.5,1013.5,22.6
2002-01-15,39.6,15.2,1029.1,87.4,31.5,18.6,1024.8,61.0,30.3,10.9,1021.8,21.3
2002-01-16,38.7,13.7,1011.7,82.7,38.5,13.9,1023.7,97.3,28.7,11.4,1016.3,8.5
2002-01-17,36.1,12.1,1016.2,67.0,38.4,26.6,1024.3,78.0,27.1,11.9,1018.3,31.5
2002-01-18,37.0,17.3,1014.3,70.5,40.4,20.6,1022.0,76.3,26.5,13.3,1018.1,23.6
2002-01-19,40.4,12.4,1018.2,78.4,37.4,13.4,1017.4,77.2,31.1,11.3,1026.2,11.9
2002-01-20,35.5,25.6,1008.2,91.1,31.0,16.0,1016.1,84.9,28.0,12.9,1018.9,22.8
2002-01-21,40.5,12.5,1007.5,82.8,41.5,13.8,1033.9,73.8,29.1,18.0,1029.7,19.5
2002-01-22,37.3,12.0,1021.9,81.7,34.1,13.9,1026.1,72.5,28.7,12.4,1017.9,18.5
2002-01-23,45.6,13.2,1010.1,77.1,35.6,17.9,1018.8,61.6,25.8,12.2,1023.3,23.2
2002-01-24,42.9,12.9,1013.3,80.6,40.1,13.0,1015.2,67.8,27.2,11.6,1021.5,35.1
2002-01-25,35.9,23.0,1012.2,89.1,35.0,16.4,1021.7,75.8,26.4,18.3,1019.1,26.1
2002-01-26,38.2,13.2,1011.6,81.9,33.9,15.3,1013.5,74.9,25.3,14.9,1020.1,13.1
2002-01-27,41.5,11.8,1011.5,83.4,34.8,18.4,1026.9,80.5,26.4,18.6,1021.8,28.1
2002-01-28,32.0,24.7,1012.2,63.6,37.8,12.9,1021.7,73.9,26.5,13.6,1015.5,26.8
2002-01-29,37.2,16.2,1014.4,72.2,38.9,14.0,1031.4,100.0,28.6,11.3,1017.7,13.2
2002-01-30,38.3,30.1,1021.6,88.4,38.3,13.3,1016.7,86.0,25.1,14.7,1015.0,27.5
2002-01-31,35.8,12.7,1020.2,82.5,36.8,15.9,1001.5,73.5,29.2,16.2,1014.9,28.7
2002-02-01,39.8,11.9,1007.1,79.8,39.7,16.7,1023.5,62.5,28.4,11.6,1016.8,27.1
