date,actual_max_temp,actual_min_temp,actual_precipitation,average_max_temp,average_min_temp,record_max_temp,record_min_temp,record_max_temp_year,record_min_temp_year,record_precipitation
2000-05-07,100.8,73.6,0.0,99.4,73.3,113.7,67.3,1982,1960,1.06
2000-05-08,99.1,74.2,0.0,99.8,72.5,114.2,69.5,1975,1960,0.33
2000-05-09,100.1,77.4,0.0,99.8,73.2,105.4,68.7,2012,2015,1.79
2000-05-10,99.2,75.7,0.0,100.8,72.6,112.3,70.2,2018,1991,0.49
2000-05-11,97.1,72.2,0.0,100.5,73.3,107.4,68.3,1958,1957,0.16
2000-05-12,102.4,82.0,0.0,101.6,73.4,111.3,71.4,1964,2013,0.04
2000-05-13,101.4,76.4,0.0,101.5,73.2,106.5,72.1,2007,1952,1.03
2000-05-14,98.8,74.4,0.0,101.3,73.7,115.6,68.8,2001,1992,0.74
2000-05-15,100.0,70.6,0.0,102.3,74.3,117.2,66.7,1984,1953,0.33
2000-05-16,101.9,84.2,0.0,101.7,74.5,116.6,72.9,1996,1986,0.07
2000-05-17,107.1,66.6,0.0,102.7,74.3,117.1,62.2,2015,1962,0.98
2000-05-18,106.1,74.4,0.0,101.3,74.2,118.2,67.3,1985,1975,0.22
2000-05-19,99.5,80.4,0.0,102.9,75.6,113.6,70.3,1958,1969,0.02
2000-05-20,101.4,75.8,0.0,103.1,75.2,116.8,71.8,1971,2020,0.7
2000-05-21,106.3,74.8,0.0,103.2,74.7,122.3,62.8,2005,1979,0.5
2000-05-22,107.0,76.7,0.0,103.0,75.6,113.9,71.5,1995,2012,2.01
2000-05-23,99.1,80.1,0.0,103.6,74.9,103.2,68.8,2016,1994,1.56
2000-05-24,101.6,82.3,0.0,104.0,75.9,119.3,78.5,1975,1955,1.17
2000-05-25,103.2,73.8,0.22,103.8,76.1,113.2,69.3,1961,1971,1.02
2000-05-26,101.1,78.4,0.0,103.7,74.9,114.9,69.5,1985,1989,1.2
2000-05-27,108.3,78.9,0.0,104.3,76.7,114.1,75.1,2002,2018,0.06
2000-05-28,103.2,73.3,0.0,104.8,77.1,112.1,64.1,1968,2001,0.32
2000-05-29,108.1,79.1,0.0,104.9,76.8,117.9,73.1,2018,1954,0.31
2000-05-30,102.2,81.4,0.0,105.2,76.2,117.3,76.8,2019,1980,0.26
2000-05-31,105.6,80.0,0.0,104.8,76.6,120.8,76.5,1998,2001,0.65
2000-06-01,108.7,79.1,0.0,105.7,77.1,123.7,75.8,1998,2016,0.7
2000-06-02,110.9,77.3,0.0,106.3,77.0,126.7,68.5,1959,2013,0.55
2000-06-03,102.8,73.6,0.0,106.0,77.6,108.8,63.1,1973,2001,3.2
2000-06-04,105.8,80.3,0.0,105.5,77.3,118.1,68.9,1997,1982,0.53
2000-06-05,104.5,78.7,0.0,105.6,77.3,122.4,72.8,1980,1978,0.64
2000-06-06,107.8,80.7,0.0,106.4,77.8,114.8,72.4,1976,2017,1.31
2000-06-07,107.6,75.4,0.0,106.6,78.1,115.1,69.4,2002,2009,1.58
2000-06-08,105.6,79.0,0.0,105.7,78.2,119.7,70.7,1958,2018,0.05
2000-06-09,111.6,78.3,0.0,106.4,77.5,126.6,72.8,2013,1965,0.72
2000-06-10,103.3,79.1,0.0,106.8,77.1,113.7,70.5,2000,1968,0.4
2000-06-11,110.4,83.8,0.0,107.0,77.7,120.3,74.0,1975,1972,1.62
2000-06-12,109.0,80.1,0.0,107.0,77.9,124.7,71.6,1963,1989,0.13
2000-06-13,104.8,80.1,0.0,107.5,77.8,114.6,74.3,2013,2001,0.24
2000-06-14,102.3,78.9,0.0,107.1,77.8,117.8,67.0,1982,2005,0.25
2000-06-15,102.5,82.2,0.0,106.8,78.8,113.0,77.8,2019,1997,3.71
2000-06-16,104.7,84.1,0.0,107.3,78.7,117.9,79.6,1984,1975,1.78
2000-06-17,106.7,75.0,0.33,107.2,78.9,111.3,71.0,1983,2020,1.07
2000-06-18,116.9,82.2,0.08,107.5,78.8,128.4,73.2,2000,1970,0.17
2000-06-19,101.6,80.1,0.0,107.6,78.6,112.7,72.4,1973,1956,0.85
2000-06-20,102.8,81.3,0.0,107.5,78.2,120.1,69.5,1981,1975,0.57
2000-06-21,101.1,84.4,0.0,107.1,78.9,117.8,79.1,1972,2015,0.26
2000-06-22,108.9,84.6,0.0,107.7,78.8,118.1,72.6,2005,2004,0.44
2000-06-23,107.0,81.1,0.0,108.0,79.5,114.9,70.1,1978,1995,2.18
2000-06-24,103.3,81.8,0.0,107.9,78.6,107.1,71.3,1969,2001,0.04
2000-06-25,111.6,76.1,0.0,108.2,78.6,118.0,71.0,1964,1969,0.46
2000-06-26,101.7,80.0,0.0,108.1,79.6,116.6,74.8,2011,1963,2.99
2000-06-27,106.8,82.8,0.0,108.1,79.4,124.6,72.2,2009,1951,0.27
2000-06-28,113.7,84.5,0.0,107.9,79.2,130.3,82.4,1962,1965,1.78
2000-06-29,112.3,81.3,0.0,108.1,79.1,123.3,71.5,1973,1994,0.11
2000-06-30,111.4,81.1,0.0,107.5,79.0,116.9,76.6,2002,1986,0.04
2000-07-01,110.7,80.1,0.23,108.1,79.1,122.3,74.8,1995,1950,0.39
2000-07-02,111.5,73.8,0.23,108.0,79.6,121.5,62.7,2005,2021,1.15
2000-07-03,107.5,80.5,0.11,109.0,79.2,116.1,75.8,1950,1963,0.19
2000-07-04,111.6,82.0,0.0,107.6,79.0,124.7,74.8,1956,1970,0.78
2000-07-05,102.7,81.7,0.35,107.7,78.9,116.9,76.8,1985,2015,1.22
2000-07-06,104.5,77.9,0.0,108.2,79.6,120.7,68.5,2018,1950,1.0
2000-07-07,101.8,82.9,0.0,107.5,78.9,108.1,77.0,1982,1998,0.22
2000-07-08,108.9,78.0,0.0,108.2,79.0,126.6,69.5,1972,2000,0.07
2000-07-09,107.0,82.6,0.13,107.7,79.2,117.3,79.3,1959,1956,0.51
2000-07-10,111.9,79.1,0.0,107.9,79.2,123.6,74.0,2008,1971,2.02
2000-07-11,113.3,72.3,0.0,107.7,77.9,130.9,60.8,1953,1978,0.08
2000-07-12,106.0,81.4,0.0,107.9,79.0,115.1,77.1,2008,1954,0.6
2000-07-13,105.5,79.9,0.17,106.9,78.4,111.1,77.5,2017,1973,2.35
2000-07-14,104.7,75.8,0.0,107.2,79.2,109.6,66.0,1952,2014,2.23
2000-07-15,106.6,77.9,0.0,106.8,78.4,114.4,66.8,2006,1972,0.14
2000-07-16,106.4,80.5,0.0,107.3,78.3,111.0,73.6,1979,1982,0.33
2000-07-17,102.7,74.6,0.0,106.8,78.1,118.2,64.2,2014,1968,0.23
2000-07-18,102.2,79.1,0.0,106.7,78.7,112.2,69.7,1983,1999,0.13
2000-07-19,106.8,78.6,1.03,107.5,77.7,120.0,73.1,1971,1994,1.27
2000-07-20,103.4,75.4,0.0,106.8,77.7,111.4,68.6,1977,1977,1.89
2000-07-21,96.6,80.3,0.0,107.0,77.8,105.5,70.4,1957,1952,1.55
2000-07-22,103.6,75.9,0.06,107.3,78.2,112.1,66.3,1961,1992,0.19
2000-07-23,107.0,81.9,0.0,106.0,77.8,123.6,78.2,1950,1986,0.3
2000-07-24,107.5,80.3,0.0,105.6,77.5,115.2,75.0,1984,2000,0.38
2000-07-25,101.7,75.1,0.0,105.4,77.8,105.8,71.4,1985,2017,0.49
2000-07-26,105.4,70.9,0.36,106.6,76.9,109.8,60.3,1977,1956,0.87
2000-07-27,103.9,80.3,0.15,105.7,77.4,111.6,69.1,1985,2004,1.08
2000-07-28,100.5,80.2,0.0,104.8,77.2,105.5,71.0,1991,2000,1.74
2000-07-29,104.1,77.8,0.0,105.5,77.3,118.0,74.6,1959,1999,0.7
2000-07-30,111.0,80.1,0.0,105.3,76.7,117.2,71.7,2020,1966,1.27
2000-07-31,107.7,76.5,1.73,105.6,77.7,122.9,65.6,2007,1976,2.12
2000-08-01,106.8,74.2,0.0,105.4,76.0,124.4,68.1,1993,2002,0.72
2000-08-02,100.4,80.5,0.0,105.1,76.6,118.2,76.9,1964,1959,0.63
2000-08-03,102.1,72.7,0.0,105.0,75.9,119.7,68.3,1957,2002,0.02
2000-08-04,106.2,75.1,0.83,104.3,76.1,111.8,71.9,1952,1981,1.42
2000-08-05,99.3,74.7,0.0,103.9,75.8,113.9,66.7,1961,1970,1.06
2000-08-06,108.5,76.3,0.0,105.0,76.0,119.3,73.7,1959,1953,0.08
2000-08-07,114.6,84.1,0.14,103.8,75.0,127.0,79.3,2012,2004,0.6
2000-08-08,105.5,75.9,0.0,103.9,76.1,117.2,70.1,1964,1975,0.45
2000-08-09,104.4,77.9,0.0,103.3,75.9,120.4,73.2,1993,2009,1.84
2000-08-10,99.9,75.0,0.0,103.0,75.5,104.5,67.2,2003,2005,0.21
2000-08-11,109.5,74.9,0.0,102.8,75.2,113.3,70.3,2000,1986,0.64
2000-08-12,104.3,69.5,0.0,102.6,75.3,114.9,67.3,1980,1992,0.2
2000-08-13,100.5,75.5,0.34,103.2,74.9,109.1,64.1,2015,1954,1.96
2000-08-14,107.5,78.4,0.0,102.6,74.0,124.5,67.1,1989,1953,1.32
2000-08-15,106.5,78.2,0.0,102.1,74.7,112.0,71.6,2019,1959,0.3
2000-08-16,105.5,74.9,0.0,101.7,74.5,114.3,72.5,1971,1970,0.16
2000-08-17,100.8,70.8,0.0,101.8,73.3,113.7,67.1,2021,2019,1.68
2000-08-18,97.9,77.9,0.0,101.6,73.5,102.7,74.6,1956,1986,2.18
2000-08-19,110.2,78.1,0.0,101.1,73.6,117.8,70.3,1985,1958,0.14
2000-08-20,99.2,69.2,0.0,100.9,73.6,114.6,57.9,1983,2020,0.48
2000-08-21,97.4,76.1,0.29,100.3,73.2,101.3,72.5,1982,1984,1.87
2000-08-22,97.4,74.9,0.0,99.8,73.0,113.3,67.3,2001,2011,0.3
2000-08-23,98.2,77.2,0.0,99.5,73.0,107.2,68.7,1952,2001,0.38
2000-08-24,103.2,77.6,0.0,99.4,72.8,109.3,68.3,1992,2015,0.1
2000-08-25,103.2,79.3,0.0,99.5,71.7,119.4,67.7,2013,2017,1.62
2000-08-26,100.8,77.4,0.0,99.2,72.4,111.9,73.3,1962,2001,0.4
2000-08-27,93.3,74.4,0.0,98.7,71.3,100.7,70.3,1979,1968,1.24
2000-08-28,94.2,64.0,0.0,98.4,71.2,98.9,53.9,1991,1964,0.37
2000-08-29,98.4,70.6,0.0,98.4,71.4,105.1,60.7,1967,1996,1.95
2000-08-30,93.0,69.1,0.5,98.1,71.5,98.4,59.3,2005,2001,2.19
2000-08-31,97.1,73.0,0.0,97.8,71.1,113.9,70.6,1996,2017,0.7
2000-09-01,99.3,61.9,0.0,97.1,70.7,105.9,56.8,1970,1971,1.09
2000-09-02,93.5,73.5,0.0,97.2,70.5,110.8,61.9,1997,1981,1.12
2000-09-03,91.5,71.9,0.0,96.3,69.5,102.1,61.7,2020,1980,0.32
2000-09-04,96.8,68.5,0.0,96.3,69.9,114.1,58.8,1985,1961,0.13
2000-09-05,100.5,71.8,0.02,96.4,70.0,107.0,68.9,2011,1989,3.06
2000-09-06,95.2,71.6,0.0,95.8,69.4,107.3,64.6,1970,2021,0.39
2000-09-07,99.0,69.2,0.03,95.2,69.5,116.5,60.8,1972,1991,0.1
2000-09-08,99.7,76.3,0.13,95.3,68.7,117.4,69.8,1961,1972,0.47
2000-09-09,97.9,68.9,1.0,95.4,68.3,105.4,59.1,2020,1998,3.69
2000-09-10,91.0,68.0,0.0,94.5,68.3,99.1,63.2,2012,1998,2.37
2000-09-11,100.2,63.2,0.03,94.5,68.3,114.6,55.8,1970,1953,1.76
2000-09-12,89.7,71.3,0.01,94.4,67.7,103.5,61.0,2011,1998,1.04
2000-09-13,96.7,64.4,0.0,94.0,67.9,104.8,59.5,1977,2020,0.07
2000-09-14,98.9,67.1,0.0,93.6,66.9,103.1,58.5,1998,2001,1.75
2000-09-15,87.4,67.7,0.0,93.0,66.6,96.0,63.1,1982,1950,0.64
2000-09-16,90.4,71.1,0.19,92.2,67.3,101.4,61.2,2021,2016,0.34
2000-09-17,91.3,72.0,0.0,92.9,66.7,95.9,62.4,1997,1983,0.38
2000-09-18,96.0,66.7,0.0,92.3,66.5,111.5,57.2,1954,2009,0.02
2000-09-19,95.9,68.2,0.0,91.8,65.9,105.3,58.7,1955,1999,0.17
2000-09-20,92.6,68.1,0.0,91.5,65.3,106.5,56.7,1976,1982,0.24
2000-09-21,95.8,69.9,0.0,91.0,65.4,99.2,58.5,1996,1987,0.57
2000-09-22,90.7,61.9,0.04,91.2,65.1,95.0,53.7,1998,2021,1.03
2000-09-23,96.1,64.4,0.0,90.9,64.7,111.4,54.3,1998,2002,0.8
2000-09-24,88.5,61.9,0.15,89.9,64.4,97.4,52.4,1978,1988,0.39
2000-09-25,86.7,62.1,0.0,90.1,64.2,94.1,50.8,1989,2012,0.62
2000-09-26,88.7,64.8,0.0,89.6,63.9,99.7,53.8,2020,1988,0.58
2000-09-27,84.8,59.9,0.55,89.1,63.5,96.9,56.5,1963,1997,0.82
2000-09-28,94.0,63.9,0.0,88.3,63.3,102.2,52.4,1962,1990,0.11
2000-09-29,84.4,62.9,0.11,88.1,64.1,100.2,58.2,1984,1969,1.59
2000-09-30,86.5,57.3,0.36,87.5,63.1,89.9,53.0,2006,1993,0.87
2000-10-01,89.8,55.6,0.0,88.3,62.8,96.5,44.3,1957,1972,0.84
2000-10-02,82.1,61.4,0.0,87.1,62.1,96.6,50.0,1997,1960,0.49
2000-10-03,93.3,62.2,0.0,86.9,61.7,106.8,54.9,2014,1958,1.47
2000-10-04,89.4,60.2,0.0,86.1,62.2,103.1,52.7,2003,1987,1.68
2000-10-05,83.0,62.8,0.0,86.1,61.1,97.0,59.6,1956,2015,0.73
2000-10-06,84.6,60.2,0.0,85.8,61.3,91.4,57.7,2015,1963,0.29
2000-10-07,83.6,60.2,0.0,86.0,61.0,93.5,50.2,1979,2010,0.1
2000-10-08,86.4,71.7,0.0,85.3,60.6,92.7,67.4,1996,1966,0.76
2000-10-09,81.4,62.9,0.0,85.3,60.4,84.9,52.9,2000,2002,0.07
2000-10-10,83.3,57.3,0.0,84.9,60.2,92.5,46.0,1950,2008,1.35
2000-10-11,81.5,58.4,0.0,84.2,59.6,95.6,52.6,1991,2009,0.87
2000-10-12,85.0,65.8,0.0,83.9,60.0,90.8,54.7,1991,1957,0.53
2000-10-13,79.8,63.0,0.0,83.7,59.0,83.3,59.1,1952,2018,0.47
2000-10-14,82.3,54.9,0.0,83.3,59.3,86.5,48.8,1970,1994,0.02
2000-10-15,86.3,58.5,0.0,82.5,58.1,95.0,51.7,1998,1997,0.1
2000-10-16,75.7,61.9,0.0,82.5,58.2,82.6,53.7,1953,1956,0.19
2000-10-17,79.7,60.6,0.0,82.4,58.0,90.2,56.8,2008,1994,0.96
2000-10-18,79.2,56.5,0.0,81.6,57.3,96.9,50.7,1975,2019,0.22
2000-10-19,80.8,62.3,0.0,81.5,58.2,86.2,57.1,2002,1951,0.69
2000-10-20,83.0,55.3,0.0,81.2,57.1,87.4,50.1,1983,1961,0.34
2000-10-21,77.9,59.8,0.0,80.3,57.5,82.3,50.9,1951,1998,0.01
2000-10-22,78.7,54.2,0.0,80.9,57.1,92.7,46.0,1968,1994,1.67
2000-10-23,85.8,55.2,0.0,80.2,56.2,92.5,48.7,2020,1970,0.34
2000-10-24,79.6,58.5,0.0,79.9,56.5,96.9,53.5,2016,1996,0.04
2000-10-25,77.1,57.2,0.0,79.3,55.3,81.2,49.0,2018,1974,0.38
2000-10-26,76.9,58.1,0.0,79.3,55.8,80.3,52.8,2007,2012,0.09
2000-10-27,77.6,57.3,0.0,78.8,55.8,88.9,52.9,1963,1972,0.08
2000-10-28,72.8,59.5,0.0,78.8,55.0,89.2,51.8,1961,1992,0.77
2000-10-29,72.6,60.8,0.0,78.3,55.1,77.3,51.3,2011,1990,0.16
2000-10-30,78.8,59.5,0.0,77.5,55.3,87.3,54.2,1987,2017,0.07
2000-10-31,78.5,53.5,0.0,77.6,54.5,87.7,50.8,2004,1976,0.79
2000-11-01,88.6,54.5,0.0,77.4,55.7,96.8,44.5,1978,2004,0.46
2000-11-02,79.1,55.0,0.12,77.6,54.5,83.0,52.1,1962,1982,1.45
2000-11-03,78.7,50.5,0.0,76.9,53.6,96.5,43.6,2012,1976,0.07
2000-11-04,81.8,51.5,0.0,77.8,53.8,98.6,39.8,1977,1981,0.63
2000-11-05,78.8,59.1,0.0,75.9,54.1,95.9,52.3,2008,1988,1.89
2000-11-06,77.2,57.2,0.0,76.0,52.6,85.2,51.0,1993,1960,1.02
2000-11-07,74.2,47.3,0.0,75.9,53.1,81.4,44.3,2000,1997,0.4
2000-11-08,70.0,53.5,0.0,76.1,52.9,79.0,42.0,1987,1978,0.3
2000-11-09,71.9,52.4,0.0,75.1,52.8,76.9,50.4,1958,1986,1.55
2000-11-10,71.5,50.5,0.0,74.7,52.8,81.4,44.9,2017,1989,0.12
2000-11-11,77.8,58.2,0.0,74.7,52.1,90.3,50.7,1974,1958,0.36
2000-11-12,72.3,44.9,0.0,75.0,51.9,76.4,42.2,1972,1999,0.03
2000-11-13,82.9,53.5,0.0,74.2,52.1,86.6,48.5,2010,2010,0.66
2000-11-14,70.5,50.1,0.0,74.4,52.0,81.9,44.3,2012,1971,0.8
2000-11-15,74.9,45.2,0.0,73.2,51.2,89.8,33.7,1991,1998,0.12
2000-11-16,87.8,52.9,0.0,73.1,51.0,99.8,46.4,2011,1967,1.51
2000-11-17,78.9,49.3,0.0,73.4,50.9,87.3,44.6,1990,1988,2.93
2000-11-18,79.3,54.1,0.0,72.9,50.4,96.4,43.4,1973,1985,0.52
2000-11-19,75.0,50.3,0.0,72.7,50.9,86.8,46.0,2013,2004,0.97
2000-11-20,75.2,60.3,0.0,71.9,50.4,86.9,52.9,1953,2015,0.08
2000-11-21,77.3,58.0,0.73,73.3,50.5,82.2,55.6,1965,1996,1.55
2000-11-22,70.4,50.2,0.0,72.1,50.1,78.6,40.9,1956,2005,4.36
2000-11-23,74.0,52.7,0.0,72.0,50.0,86.3,42.5,2005,1973,0.79
2000-11-24,71.4,49.0,0.0,71.3,49.9,83.4,42.0,1962,2004,0.01
2000-11-25,67.9,55.4,0.0,71.2,49.2,74.0,51.8,1951,1990,0.1
2000-11-26,72.0,47.0,0.0,71.1,49.6,81.2,42.6,2020,2009,0.43
2000-11-27,73.3,56.4,0.0,70.8,48.8,87.1,54.4,1989,2016,0.85
2000-11-28,75.0,54.8,0.0,70.7,49.9,84.8,52.3,2016,2005,0.58
2000-11-29,75.9,42.8,0.0,70.9,49.3,84.6,38.2,1969,2006,0.4
2000-11-30,69.3,48.8,0.0,69.8,49.0,76.2,39.5,2017,1999,1.12
2000-12-01,64.4,43.5,0.0,70.4,49.5,70.4,33.0,1995,1991,0.11
2000-12-02,76.2,52.2,0.0,70.3,49.4,82.6,48.9,1986,1982,0.05
2000-12-03,71.8,53.2,0.0,70.3,49.0,77.3,45.9,2016,2019,0.06
2000-12-04,75.2,48.7,0.0,69.9,48.3,92.1,42.6,1953,1950,0.19
2000-12-05,65.2,44.7,0.0,69.0,48.5,79.1,33.7,2020,2021,0.15
2000-12-06,64.2,50.2,0.0,69.5,48.8,73.1,46.9,1964,1978,0.71
2000-12-07,67.2,44.9,0.0,69.2,47.4,77.3,32.9,2014,1960,0.26
2000-12-08,65.4,45.4,0.0,70.0,48.3,78.7,41.3,2000,1960,0.2
2000-12-09,63.7,49.3,0.0,69.3,47.8,75.3,45.9,2021,1975,0.59
2000-12-10,64.7,47.3,0.0,68.8,48.3,82.3,39.4,2020,1967,2.29
2000-12-11,74.2,46.9,0.0,69.2,47.4,87.8,35.0,1967,1969,0.06
2000-12-12,73.3,44.0,0.0,68.9,48.5,89.7,40.4,1955,1958,0.07
2000-12-13,71.4,47.9,0.0,68.9,47.8,74.4,44.4,1971,2012,0.09
2000-12-14,69.0,51.6,0.0,68.6,47.3,82.8,49.2,1962,2009,1.28
2000-12-15,67.7,47.3,0.0,68.6,47.3,80.7,42.6,2004,2015,0.59
2000-12-16,68.1,45.8,0.04,68.7,47.5,84.7,40.6,1996,1974,1.07
2000-12-17,63.8,48.7,0.0,68.4,47.0,79.0,42.0,1986,2021,0.22
2000-12-18,65.4,48.2,0.0,68.4,46.5,74.4,41.6,2019,1974,2.46
2000-12-19,66.5,49.1,0.0,68.6,46.9,82.7,45.2,1996,1963,0.84
2000-12-20,65.7,48.6,0.0,68.6,47.1,77.6,43.4,1999,2019,2.61
2000-12-21,73.1,50.1,0.0,68.4,47.4,84.7,46.8,1988,1975,0.55
2000-12-22,65.0,42.0,0.0,68.6,46.9,79.7,33.1,1956,1971,0.05
2000-12-23,74.1,38.3,0.0,67.5,47.3,87.1,35.7,1986,1995,0.43
2000-12-24,74.1,53.7,0.0,68.0,47.7,86.8,51.3,2013,1963,0.3
2000-12-25,66.9,56.5,0.0,68.4,47.9,70.7,53.7,1971,1951,0.19
2000-12-26,70.8,44.8,0.0,67.8,47.0,79.6,35.2,1990,1980,0.2
2000-12-27,61.4,48.1,0.0,67.3,46.8,64.5,43.0,2006,2005,0.55
2000-12-28,73.5,45.0,0.0,68.0,47.2,86.4,38.8,2010,2006,1.14
2000-12-29,70.8,44.2,0.0,67.8,47.0,78.6,32.6,1964,2005,1.08
2000-12-30,68.3,49.5,0.0,67.9,46.6,84.6,41.3,1993,1997,0.29
2000-12-31,67.4,48.7,0.0,68.3,46.8,84.6,37.8,1960,1953,1.26
2001-01-01,57.5,40.3,0.0,68.3,47.4,74.3,33.3,1987,1962,1.55
2001-01-02,68.7,47.3,0.0,67.8,46.8,77.6,43.0,1957,1984,0.32
2001-01-03,71.7,46.1,0.0,67.8,47.3,78.2,34.4,1980,1980,5.73
2001-01-04,72.3,46.4,0.0,68.7,46.1,77.2,37.3,2018,2002,0.78
2001-01-05,64.7,44.9,0.08,68.3,47.3,71.1,42.6,1960,1961,0.82
2001-01-06,64.9,44.4,0.0,67.9,47.1,73.1,41.2,2014,1995,1.28
2001-01-07,67.8,47.4,0.0,68.1,46.6,85.0,43.3,1974,1951,1.53
2001-01-08,71.9,46.9,0.0,67.7,47.0,76.6,39.6,1976,1966,1.2
2001-01-09,67.6,47.8,0.11,68.3,47.5,83.4,36.7,1987,2019,1.45
2001-01-10,68.1,49.8,0.0,68.2,47.6,74.3,40.3,1968,2019,0.09
2001-01-11,65.7,55.3,0.0,68.3,47.3,77.6,46.0,1969,1967,0.74
2001-01-12,74.0,45.7,0.0,68.7,46.9,83.6,43.0,1963,2014,1.22
2001-01-13,64.0,45.1,0.0,69.1,48.0,69.5,36.8,1962,2000,0.36
2001-01-14,71.3,52.5,0.0,68.4,47.2,75.2,45.8,1964,1951,0.79
2001-01-15,72.1,48.9,0.0,68.5,47.0,79.9,46.3,1968,1964,0.22
2001-01-16,69.5,48.1,0.0,69.2,47.8,72.6,41.2,1956,2014,1.09
2001-01-17,71.7,47.1,0.97,68.7,47.7,83.4,36.1,1953,1998,2.91
2001-01-18,70.3,50.6,0.0,68.5,48.3,88.1,46.7,1973,1998,0.18
2001-01-19,69.1,48.1,0.0,68.8,47.9,84.0,45.9,1966,1989,0.08
2001-01-20,71.1,51.3,0.0,69.6,47.9,87.1,44.3,1964,1951,0.88
2001-01-21,70.2,48.0,0.0,69.4,47.7,81.9,40.1,1955,1977,0.52
2001-01-22,74.9,48.3,0.0,70.2,49.0,84.3,43.2,2003,1992,0.18
2001-01-23,79.6,54.5,0.0,69.6,47.8,95.4,45.5,1978,1994,0.44
2001-01-24,70.5,49.4,0.0,69.3,48.1,78.2,47.1,2006,1990,2.14
2001-01-25,68.0,50.8,0.0,70.3,47.8,74.9,44.8,1978,1996,0.33
2001-01-26,73.7,48.5,0.0,70.2,48.8,80.0,43.5,2017,1995,1.7
2001-01-27,71.5,51.8,0.0,69.7,48.3,85.6,41.6,2014,2001,3.27
2001-01-28,70.0,47.7,0.0,70.2,48.7,79.8,38.7,1970,1952,1.13
2001-01-29,66.1,50.0,0.93,70.7,49.1,74.1,41.9,1953,2011,0.99
2001-01-30,78.9,46.9,0.0,71.3,48.8,84.5,44.5,2000,1966,0.16
2001-01-31,66.6,53.3,0.0,71.4,49.4,79.4,48.5,1998,2004,0.18
2001-02-01,78.9,49.1,0.0,70.7,49.5,90.1,41.4,2007,1951,1.05
2001-02-02,70.5,51.3,0.0,70.8,50.4,79.5,45.0,1985,1967,4.29
2001-02-03,72.3,42.3,0.0,71.6,50.3,84.8,32.5,1972,1999,0.06
2001-02-04,68.0,45.1,0.0,71.8,50.1,82.9,37.9,2002,1970,2.9
2001-02-05,70.6,52.7,0.0,72.2,50.2,77.0,49.2,2004,1985,2.11
2001-02-06,78.1,45.9,0.0,72.3,50.5,92.5,34.8,1992,1957,0.28
2001-02-07,73.3,53.2,0.0,71.8,50.5,77.2,44.4,1970,1996,0.62
2001-02-08,72.8,53.4,0.0,72.8,50.1,86.8,50.4,1957,1980,0.03
2001-02-09,74.8,52.5,0.0,72.6,50.5,82.0,50.2,1994,1967,0.31
2001-02-10,64.3,47.9,0.0,72.9,50.6,75.3,39.6,1982,2017,2.3
2001-02-11,82.0,50.4,0.0,72.7,50.9,93.7,40.3,1990,2013,0.72
2001-02-12,73.1,51.6,0.0,73.4,51.7,89.9,45.7,1979,1967,4.62
2001-02-13,73.7,53.5,0.0,73.6,51.7,85.2,48.6,2005,1992,0.24
2001-02-14,60.8,50.4,0.0,73.8,51.7,70.2,43.9,1961,1996,0.04
2001-02-15,69.7,54.3,0.0,74.6,51.1,86.0,51.6,2010,1957,1.83
2001-02-16,78.0,51.2,0.0,74.4,51.8,90.2,45.5,1980,2017,0.61
2001-02-17,78.6,51.5,0.0,74.6,52.6,83.6,48.4,1951,1987,0.15
2001-02-18,75.0,54.7,0.0,75.5,53.1,86.1,42.7,1958,2016,0.42
2001-02-19,82.2,50.8,0.0,75.9,53.0,87.0,40.4,2001,1955,0.02
2001-02-20,73.5,55.0,0.0,75.2,52.9,84.5,48.5,2002,1983,1.56
2001-02-21,72.2,54.9,0.0,75.3,53.5,79.2,48.3,1983,1979,2.45
2001-02-22,72.3,52.4,0.0,75.6,53.4,84.0,48.6,1983,2021,1.13
2001-02-23,75.6,56.6,0.0,76.7,54.1,89.1,53.1,1962,2012,0.4
2001-02-24,82.0,49.3,0.0,76.6,53.9,99.3,46.5,2007,1984,0.36
2001-02-25,70.1,56.3,0.0,77.0,54.0,78.5,47.0,2002,2013,0.12
2001-02-26,82.4,51.4,0.0,77.3,53.9,93.5,46.0,1981,2006,1.43
2001-02-27,85.4,54.8,0.0,77.7,54.5,90.8,46.5,1998,2020,0.06
2001-02-28,79.9,52.7,0.0,77.7,55.4,93.0,44.4,1983,1956,0.16
2001-03-01,74.2,52.3,0.0,77.9,54.2,82.3,48.9,1958,1951,0.49
2001-03-02,80.5,53.5,0.0,78.8,55.4,89.1,47.8,1960,1964,0.72
2001-03-03,82.6,48.5,0.0,78.3,55.3,90.2,37.1,2009,1973,0.49
2001-03-04,78.5,57.9,0.0,78.3,56.2,86.7,46.4,2003,1998,1.33
2001-03-05,78.0,61.4,0.0,79.2,56.5,90.8,54.5,1974,1982,0.26
2001-03-06,81.6,57.4,0.0,79.9,55.6,98.9,47.2,1964,2003,0.62
2001-03-07,77.9,55.3,0.0,79.7,56.9,87.5,44.2,2009,2016,0.21
2001-03-08,83.4,59.7,0.0,80.2,56.8,90.7,54.6,1970,1999,0.16
2001-03-09,77.4,61.0,0.0,80.5,56.8,82.6,51.7,1985,2016,0.52
2001-03-10,82.6,55.1,0.0,80.7,56.3,85.9,52.8,1957,1964,0.62
2001-03-11,82.7,58.4,0.0,80.5,58.1,98.8,53.7,1988,2003,2.24
