date,actual_max_temp,actual_min_temp,actual_precipitation,average_max_temp,average_min_temp,record_max_temp,record_min_temp,record_max_temp_year,record_min_temp_year,record_precipitation
2002-01-16,38.4,29.4,0.0,43.2,31.8,49.0,16.6,1966,1996,0.22
2002-01-17,46.9,36.4,0.0,43.1,29.9,59.4,29.3,2021,1978,1.27
2002-01-18,42.4,33.9,0.4,43.5,30.7,47.5,26.4,1990,1954,1.45
2002-01-19,43.3,30.0,0.0,44.1,30.5,48.4,17.6,1998,2012,1.56
2002-01-20,45.7,27.5,0.22,43.4,31.0,59.3,21.0,1989,1986,0.46
2002-01-21,41.6,38.6,0.17,43.9,32.1,51.0,26.8,2003,1963,0.5
2002-01-22,39.3,29.2,0.07,43.7,31.5,52.1,17.5,2013,1957,1.81
2002-01-23,44.3,30.9,0.0,44.2,30.9,57.1,16.6,1960,1991,0.57
2002-01-24,50.7,30.4,0.41,44.1,31.8,62.6,19.3,1979,2020,0.85
2002-01-25,41.2,33.4,0.0,43.6,31.1,49.6,25.4,1979,1977,0.61
2002-01-26,39.3,32.6,0.0,44.2,31.5,48.0,29.3,2013,1972,1.54
2002-01-27,43.8,35.8,0.05,44.1,31.8,56.5,26.0,1981,1975,0.68
2002-01-28,40.1,36.3,0.09,44.6,32.3,51.6,30.9,1959,2017,0.81
2002-01-29,45.3,29.7,0.0,45.1,33.3,55.3,26.0,1984,1979,0.75
2002-01-30,44.0,28.1,0.46,44.7,31.9,52.4,21.7,1960,2012,0.75
2002-01-31,37.0,37.1,0.23,45.1,32.9,51.1,33.8,1955,1998,0.54
2002-02-01,49.2,29.5,0.14,46.1,33.2,56.4,23.4,2003,1979,0.44
2002-02-02,40.4,33.0,0.0,45.4,33.3,43.4,19.1,1962,1958,1.46
2002-02-03,39.4,31.7,0.22,45.3,33.4,50.5,27.1,1982,2021,0.87
2002-02-04,51.0,31.4,0.16,45.0,33.6,63.5,19.6,1978,1980,2.51
2002-02-05,37.5,35.5,0.16,46.5,33.7,51.8,27.9,1994,1953,0.2
2002-02-06,39.9,34.2,0.29,46.3,33.9,53.4,29.6,1979,1958,1.05
2002-02-07,45.3,36.2,0.0,47.0,33.6,54.8,28.6,1973,1999,0.14
2002-02-08,46.4,36.2,1.06,46.7,34.6,60.1,29.4,1979,1978,1.5
2002-02-09,55.3,32.2,0.28,47.5,34.7,61.4,28.1,2015,2006,0.36
2002-02-10,45.3,43.7,0.96,47.2,34.6,59.6,32.2,2005,2020,0.96
2002-02-11,44.6,30.2,0.0,47.0,34.7,56.8,23.1,1995,1955,0.11
2002-02-12,53.9,34.7,0.0,47.6,34.3,63.2,27.9,1995,1963,0.69
2002-02-13,40.3,44.2,0.0,47.9,35.4,45.4,37.9,2005,1963,0.33
2002-02-14,42.6,36.1,0.0,48.5,36.0,53.5,31.3,1971,1971,0.15
2002-02-15,52.1,33.5,0.42,48.2,36.0,67.1,22.4,1988,1975,1.09
2002-02-16,44.1,40.1,0.04,47.7,35.6,55.5,34.2,1958,1969,0.08
2002-02-17,48.0,42.7,0.12,48.5,36.2,55.6,39.1,2000,2009,0.2
2002-02-18,53.8,32.8,0.24,49.2,36.3,61.6,27.1,2011,1994,1.91
2002-02-19,49.1,40.2,0.0,49.4,37.3,61.2,29.5,1995,1986,0.25
2002-02-20,58.9,39.7,0.0,49.5,37.3,65.2,28.0,1988,2008,1.11
2002-02-21,50.3,36.1,0.0,49.9,36.9,63.2,25.8,1965,2019,0.67
2002-02-22,45.0,41.7,0.24,50.1,37.1,50.1,36.8,1985,1956,1.65
2002-02-23,55.0,39.8,0.0,50.2,37.1,63.5,26.9,1953,1954,0.88
2002-02-24,44.9,37.7,0.13,51.1,38.3,54.3,25.1,1989,1979,0.29
2002-02-25,60.8,41.0,0.0,51.1,37.9,68.0,33.1,1991,1962,0.66
2002-02-26,48.8,31.3,0.0,50.9,38.6,53.1,21.4,1953,1972,0.29
2002-02-27,59.8,41.8,0.7,51.8,38.7,66.0,28.2,2014,1994,1.33
2002-02-28,51.5,38.4,0.0,52.0,38.9,55.5,30.0,1978,1986,0.42
2002-03-01,47.4,44.5,0.0,52.2,38.8,52.8,36.0,1972,1996,0.23
2002-03-02,56.8,41.8,0.07,51.5,39.2,61.0,32.7,1969,2017,1.13
2002-03-03,62.7,47.0,0.0,52.4,39.9,69.8,35.7,1967,1998,0.48
2002-03-04,58.4,35.0,0.01,52.7,39.5,63.7,29.2,1991,1995,0.89
2002-03-05,49.5,40.9,0.0,52.5,39.9,58.8,35.5,1954,2014,0.37
2002-03-06,57.0,38.4,0.0,52.7,40.1,71.9,32.8,1957,1969,2.41
2002-03-07,39.8,43.3,0.03,53.7,40.7,49.9,30.9,1966,1995,0.5
2002-03-08,61.1,37.1,0.0,54.4,40.8,64.8,27.6,1976,1961,0.8
2002-03-09,56.3,38.8,0.0,54.5,40.8,65.8,27.2,2002,2010,0.36
2002-03-10,46.8,44.6,0.0,55.3,41.9,60.7,38.7,1951,2003,0.95
2002-03-11,56.3,39.8,0.0,55.9,41.5,62.0,28.0,2016,1981,1.87
2002-03-12,57.1,42.2,0.0,54.9,42.2,71.1,37.1,2012,1951,0.88
2002-03-13,64.6,39.7,0.0,56.4,41.9,75.9,30.1,1973,1964,0.81
2002-03-14,58.6,45.4,0.0,56.0,41.9,68.2,31.8,2002,1960,0.54
2002-03-15,60.3,43.8,0.0,56.2,42.7,66.2,29.2,1966,1954,1.87
2002-03-16,61.6,49.1,0.09,57.2,42.4,72.2,44.7,2014,2000,0.85
2002-03-17,59.4,48.0,0.62,57.8,44.3,63.5,36.3,1991,1963,0.64
2002-03-18,60.3,35.2,0.0,56.8,44.6,66.1,28.1,2014,1995,0.22
2002-03-19,58.6,47.6,0.0,58.0,44.2,72.4,34.8,1988,2004,0.45
2002-03-20,65.0,50.5,0.16,58.4,45.0,70.8,44.2,1977,1963,0.89
2002-03-21,47.6,41.0,0.0,58.7,43.9,54.9,36.4,2014,1978,0.45
2002-03-22,59.4,51.6,0.0,58.8,45.2,64.8,41.9,2003,1994,1.07
2002-03-23,69.2,41.0,0.0,59.4,46.2,76.6,32.9,1976,2019,1.39
2002-03-24,59.5,55.0,0.0,59.1,46.1,66.4,48.3,1963,2002,0.03
2002-03-25,55.0,53.9,0.0,59.7,46.1,63.2,49.2,2000,1953,0.31
2002-03-26,57.0,42.3,0.0,60.2,46.0,61.9,30.6,1978,1980,0.94
2002-03-27,66.9,44.4,0.0,60.8,47.0,80.6,35.2,1979,2012,0.02
2002-03-28,64.9,52.5,0.0,60.9,48.2,70.8,41.7,1996,1963,0.15
2002-03-29,68.6,48.6,0.0,61.0,47.2,73.7,41.8,1991,1996,0.01
2002-03-30,71.5,50.5,0.08,61.7,48.2,77.0,35.5,1968,2017,0.87
2002-03-31,64.3,51.2,0.0,63.0,47.0,70.6,40.5,1958,2007,0.43
2002-04-01,64.7,50.7,0.13,62.2,48.4,75.4,39.6,1993,2017,0.96
2002-04-02,55.0,44.9,0.0,61.8,48.2,66.7,36.2,2006,1992,0.66
2002-04-03,62.9,46.1,0.0,62.7,50.1,70.3,31.3,2010,2020,0.38
2002-04-04,59.6,44.7,0.09,63.0,48.7,64.6,40.3,2019,2008,1.76
2002-04-05,54.8,46.1,0.0,63.8,49.8,62.9,33.0,1966,2004,0.12
2002-04-06,66.1,54.5,0.21,63.5,50.6,76.5,40.7,1981,1957,0.83
2002-04-07,59.2,56.6,0.11,64.6,49.7,65.6,46.1,1973,1993,1.75
2002-04-08,67.3,55.2,0.0,64.2,50.8,80.9,42.5,1999,1952,1.08
2002-04-09,61.0,50.3,0.43,65.0,51.9,65.7,40.2,1994,1988,0.62
2002-04-10,71.8,45.8,0.01,65.6,51.4,77.7,41.1,1976,2009,0.12
2002-04-11,67.2,41.7,0.0,66.0,51.9,70.7,30.4,2000,1963,0.47
2002-04-12,70.5,54.1,0.0,65.6,52.0,76.6,48.1,1982,1953,0.0
2002-04-13,65.7,57.2,0.0,66.1,51.8,72.7,44.7,1992,2006,0.58
2002-04-14,69.5,59.7,0.0,66.3,52.7,81.8,51.3,1955,1973,0.07
2002-04-15,67.1,55.8,0.0,67.4,53.6,71.5,43.2,1992,1961,0.43
2002-04-16,68.1,54.3,0.0,66.8,52.4,81.0,49.0,1954,1971,0.37
2002-04-17,70.7,54.7,0.0,67.4,52.9,83.8,41.6,1996,2002,0.04
2002-04-18,62.5,52.2,0.0,67.9,53.0,76.3,42.3,1958,1971,0.3
2002-04-19,72.3,57.9,0.0,67.4,53.2,82.9,47.8,1968,2017,0.28
2002-04-20,64.3,55.4,0.0,69.0,54.1,76.3,45.6,1960,1950,0.87
2002-04-21,61.3,59.5,0.0,69.3,54.9,68.2,53.4,1965,1962,0.53
2002-04-22,77.9,50.8,0.0,69.3,53.6,83.5,38.1,1953,2016,1.44
2002-04-23,66.5,57.2,0.0,69.0,54.7,70.6,52.4,1972,1970,0.71
2002-04-24,83.4,50.3,0.01,70.1,55.4,92.3,46.7,1969,1988,1.97
2002-04-25,74.0,62.9,0.0,71.4,56.7,84.6,52.7,2015,1991,0.16
2002-04-26,78.1,52.9,0.11,70.8,56.4,91.5,48.4,1962,1958,1.34
2002-04-27,68.0,54.5,0.0,70.2,56.1,80.6,40.2,1960,2014,0.53
2002-04-28,64.9,65.4,0.0,71.2,56.7,73.3,54.4,1951,1975,0.03
2002-04-29,65.9,63.7,0.0,71.7,56.7,79.3,55.5,1955,2006,0.12
2002-04-30,77.8,63.0,0.0,72.1,56.2,85.1,50.4,1989,1981,0.6
2002-05-01,70.7,54.8,0.0,71.2,56.7,76.6,50.4,2018,2014,0.41
2002-05-02,71.6,56.9,0.68,72.6,56.3,76.9,52.3,2017,1963,2.29
2002-05-03,65.6,56.5,0.0,72.9,57.9,71.0,48.6,2010,1955,3.78
2002-05-04,70.1,57.3,0.1,73.7,57.4,82.7,49.1,1980,1987,0.11
2002-05-05,72.6,68.4,0.0,72.8,57.8,85.8,63.8,1967,2000,0.12
2002-05-06,73.8,50.9,0.0,73.4,57.9,79.7,44.2,1952,1986,0.48
2002-05-07,75.9,61.2,0.0,74.1,58.6,84.9,48.1,1969,2006,1.7
2002-05-08,71.9,62.8,0.46,73.4,59.0,86.3,53.1,2006,1962,2.7
2002-05-09,71.1,65.6,0.0,74.3,59.1,81.7,55.0,1965,1984,0.17
2002-05-10,82.9,67.3,0.0,74.3,60.0,89.6,62.0,2008,1981,0.15
2002-05-11,70.3,63.9,0.0,74.6,59.4,80.4,52.0,1960,1963,0.11
2002-05-12,70.8,59.9,0.0,74.2,60.3,79.1,51.9,1958,1965,0.03
2002-05-13,79.3,54.5,0.0,75.2,61.5,89.8,48.5,1972,1976,0.56
2002-05-14,65.6,62.9,0.22,76.4,60.7,75.9,57.4,2021,1965,0.63
2002-05-15,72.8,57.6,0.29,76.7,60.7,86.3,48.6,2000,2011,0.39
2002-05-16,80.7,66.9,0.0,76.5,60.4,88.7,56.9,2001,1996,0.03
2002-05-17,87.4,69.5,0.16,76.9,60.9,97.1,63.3,1987,1998,0.29
2002-05-18,70.1,65.2,0.0,77.0,61.9,80.9,51.9,2017,1967,0.71
2002-05-19,76.1,66.8,0.13,76.5,61.5,81.5,57.2,2002,1978,0.18
2002-05-20,75.9,57.4,0.0,77.2,61.8,79.7,47.7,1986,1991,0.05
2002-05-21,74.7,58.5,0.0,77.3,61.6,86.2,52.1,1969,1998,0.29
2002-05-22,78.7,56.9,0.4,76.6,62.5,93.2,49.0,2010,2009,0.57
2002-05-23,74.8,65.1,0.21,77.4,61.5,80.1,59.9,1961,1958,1.62
2002-05-24,76.1,57.3,0.0,78.5,62.4,87.8,51.0,2021,1968,0.5
2002-05-25,82.6,57.8,0.0,78.3,62.0,87.6,43.2,1980,1954,0.78
2002-05-26,74.1,62.9,0.2,78.5,63.0,83.7,53.4,1955,2009,0.31
2002-05-27,80.6,62.4,0.11,78.2,62.1,89.2,48.6,1976,2015,0.38
2002-05-28,82.9,64.0,0.04,79.3,63.7,89.1,54.4,1972,1952,0.8
2002-05-29,73.7,67.0,0.08,79.3,63.1,88.5,63.2,2003,1963,0.38
2002-05-30,86.3,52.3,0.12,78.3,63.2,99.6,45.8,2020,1992,1.53
2002-05-31,84.4,63.2,0.0,79.4,63.0,98.5,51.4,1984,1987,1.72
2002-06-01,72.7,66.2,0.0,79.5,63.7,79.5,51.6,1951,2008,0.75
2002-06-02,89.6,66.7,0.0,79.3,63.6,102.6,53.1,2015,2018,0.33
2002-06-03,90.2,72.5,0.0,80.3,64.3,94.6,61.2,1965,1982,2.47
2002-06-04,78.4,64.0,0.07,79.5,64.7,82.4,60.3,2002,2000,0.14
2002-06-05,79.1,65.0,0.0,80.4,64.7,86.5,50.8,1950,2005,0.85
2002-06-06,78.6,66.8,0.13,79.5,63.2,93.1,58.6,1998,1955,0.17
2002-06-07,81.0,69.2,0.0,79.8,64.8,88.9,56.7,1982,1964,0.53
2002-06-08,75.2,66.2,0.24,80.3,64.9,80.0,58.4,1955,1995,0.25
2002-06-09,79.5,63.0,0.0,81.3,63.9,88.7,51.8,1969,2015,0.72
2002-06-10,82.0,62.7,0.0,80.2,65.3,95.9,58.6,1962,1963,0.07
2002-06-11,72.3,64.3,0.52,80.9,65.5,85.1,54.2,2008,1972,0.93
2002-06-12,86.6,60.1,0.0,80.8,64.4,93.8,53.1,1994,1964,0.24
2002-06-13,72.8,64.5,0.54,81.3,64.5,76.3,60.2,2000,1960,0.78
2002-06-14,81.2,64.1,0.0,80.6,65.7,93.4,58.4,2013,1995,0.23
2002-06-15,80.9,61.3,0.0,81.3,65.8,93.9,52.5,1992,2005,2.63
2002-06-16,87.3,60.5,0.0,82.1,65.6,101.4,51.6,2016,1989,0.37
2002-06-17,84.0,63.5,0.37,82.3,66.1,90.8,53.0,1999,2001,0.38
2002-06-18,79.4,61.1,0.08,80.7,65.1,84.6,56.2,1993,1960,0.39
2002-06-19,81.5,64.6,0.0,82.0,64.9,95.8,54.8,1956,1987,0.05
2002-06-20,90.3,65.9,0.01,81.9,65.9,101.2,55.2,1956,1966,1.2
2002-06-21,85.6,67.4,0.0,81.9,66.6,96.9,52.5,1999,2019,2.11
2002-06-22,89.9,61.0,0.0,81.9,65.3,96.0,51.6,1992,1973,0.11
2002-06-23,85.7,71.9,0.0,82.9,65.0,92.3,61.2,1950,2013,1.03
2002-06-24,88.0,64.5,0.06,81.5,65.9,94.1,52.3,1950,1991,0.89
2002-06-25,91.3,65.2,0.0,80.8,66.4,99.0,61.6,1971,1952,0.65
2002-06-26,90.3,67.6,0.0,82.2,66.1,96.3,53.0,2019,1979,0.84
2002-06-27,82.0,72.4,0.0,81.5,66.4,85.9,60.8,1965,2004,3.14
2002-06-28,80.6,68.9,0.0,81.0,66.2,85.9,61.1,1985,1973,0.32
2002-06-29,74.4,61.7,0.0,82.0,66.0,83.1,51.5,2001,1978,0.03
2002-06-30,82.6,63.1,0.0,81.8,65.9,87.1,56.1,1961,2010,0.26
2002-07-01,75.7,63.4,0.0,81.6,65.6,79.3,48.9,1979,1975,0.97
2002-07-02,75.3,66.2,0.38,81.5,66.1,87.5,58.7,1967,1967,0.4
2002-07-03,84.6,70.8,0.37,82.2,65.8,91.2,63.4,2006,1983,1.26
2002-07-04,81.7,72.8,0.45,82.5,65.1,85.3,69.4,2006,2020,2.16
2002-07-05,73.8,67.0,0.0,80.9,66.6,80.7,54.1,1983,1954,0.07
2002-07-06,86.3,59.5,0.0,82.3,65.4,100.7,49.8,1987,1953,0.8
2002-07-07,86.4,65.7,0.0,82.5,65.7,93.1,56.8,1957,2006,0.46
2002-07-08,79.9,69.1,0.0,81.8,66.3,86.4,58.6,2005,2013,1.11
2002-07-09,87.1,68.1,0.0,81.0,65.4,93.9,53.2,1998,1968,0.03
2002-07-10,84.1,71.0,0.36,81.3,65.9,91.7,56.9,1995,1971,0.4
2002-07-11,85.5,68.2,0.63,80.9,65.9,94.3,58.3,1992,1986,0.7
2002-07-12,83.2,65.9,0.0,81.1,64.9,87.3,52.7,2003,1950,0.84
2002-07-13,87.5,63.8,0.0,81.6,64.5,102.5,49.8,1982,1999,0.84
2002-07-14,80.2,63.1,0.81,81.3,65.0,88.9,60.1,1954,1979,2.32
2002-07-15,84.3,65.2,0.18,81.7,65.8,91.1,54.8,1971,1951,1.62
2002-07-16,76.7,64.3,0.0,81.3,65.6,89.8,59.7,1994,2009,0.36
2002-07-17,83.6,59.7,0.0,80.9,64.3,95.6,47.5,2006,1983,0.01
2002-07-18,70.3,61.4,0.0,81.0,66.0,76.6,54.8,2015,1993,2.61
2002-07-19,83.6,72.0,0.0,80.4,66.3,95.5,66.2,1977,1953,0.09
2002-07-20,89.4,69.2,0.24,80.8,65.4,97.6,58.7,1982,2010,0.62
2002-07-21,83.8,70.2,0.37,80.9,65.2,91.7,55.3,1979,1951,1.83
2002-07-22,80.4,62.7,0.0,80.5,63.7,84.6,58.1,1955,2007,0.92
2002-07-23,80.4,69.0,0.08,81.0,65.1,95.1,56.3,1992,2013,0.78
2002-07-24,88.8,58.0,0.09,80.4,64.9,99.2,48.2,1954,1970,0.95
2002-07-25,83.4,62.3,0.0,81.0,64.6,94.6,58.9,1958,1977,0.1
2002-07-26,79.0,64.1,0.0,79.7,64.1,88.3,58.4,1968,2009,0.1
2002-07-27,83.5,70.1,0.0,79.8,64.2,96.3,59.6,1994,1956,1.69
2002-07-28,80.2,65.8,0.0,78.9,64.0,94.3,57.9,1973,1979,0.57
2002-07-29,83.7,64.7,0.0,80.1,64.3,92.6,58.3,1951,1958,0.61
2002-07-30,77.3,62.7,0.2,79.0,64.2,81.7,56.4,1955,2017,0.33
2002-07-31,77.6,54.3,0.0,80.1,63.5,91.4,48.1,2015,1964,0.3
2002-08-01,76.4,64.4,0.0,78.2,63.6,80.6,54.1,2019,1994,0.26
2002-08-02,77.6,60.7,0.0,78.6,63.4,88.0,48.9,2021,2019,1.21
2002-08-03,75.5,67.4,0.0,79.5,63.1,89.1,59.0,2002,1969,0.2
2002-08-04,87.0,56.6,0.15,79.0,62.6,91.7,46.7,1983,1985,1.35
2002-08-05,84.2,60.3,0.0,77.1,63.0,90.9,47.2,1953,1955,0.94
2002-08-06,70.4,61.5,0.0,78.4,62.8,78.6,47.0,1994,1966,0.81
2002-08-07,68.3,66.6,0.0,77.5,62.4,72.4,62.3,1999,2002,0.46
2002-08-08,78.4,60.2,0.0,78.2,62.3,84.1,56.5,1992,1994,0.3
2002-08-09,73.6,60.4,0.22,77.3,61.8,82.8,56.8,2007,1973,0.86
2002-08-10,72.1,60.3,0.0,77.7,61.7,80.6,50.2,1971,1995,0.68
2002-08-11,89.0,59.6,0.2,76.4,61.6,94.8,56.1,2015,2019,0.89
2002-08-12,75.0,64.8,0.0,76.8,60.8,89.2,57.7,1955,1959,0.08
2002-08-13,71.2,63.5,0.0,76.8,60.9,82.8,50.3,1989,1990,0.74
2002-08-14,70.2,52.9,0.0,76.0,61.8,79.9,48.5,1997,1990,0.65
2002-08-15,86.0,66.3,0.0,76.0,61.3,96.8,52.4,2010,2015,0.02
2002-08-16,74.3,59.6,0.09,76.7,60.6,79.5,51.1,2003,1973,0.38
2002-08-17,78.5,67.6,0.0,75.9,60.3,85.6,57.2,2009,1950,0.15
2002-08-18,77.9,62.9,0.14,74.5,59.6,84.0,48.8,2018,2016,0.25
2002-08-19,74.2,58.3,0.22,75.1,59.3,87.2,52.0,2014,2001,0.81
2002-08-20,85.9,60.8,0.77,75.3,58.1,96.9,46.4,1950,1988,0.78
2002-08-21,72.8,63.0,0.0,74.4,58.8,77.7,49.3,1976,1960,0.1
2002-08-22,67.5,53.9,0.0,74.7,59.7,73.5,41.3,1961,1984,0.27
2002-08-23,67.3,59.8,0.04,74.6,57.9,78.4,56.7,1996,2002,0.43
2002-08-24,74.9,57.5,0.09,73.1,58.4,82.9,46.3,2009,2006,0.22
2002-08-25,80.4,63.8,0.37,73.8,58.3,93.8,51.1,2021,2018,0.9
2002-08-26,74.5,61.4,0.0,73.4,58.3,84.4,53.7,2016,1988,0.74
2002-08-27,66.5,52.8,0.0,73.5,57.5,71.5,37.9,2005,1958,1.5
2002-08-28,71.9,57.4,0.32,72.5,57.3,81.2,52.0,2018,1997,0.67
2002-08-29,66.9,61.3,0.0,72.6,56.6,80.3,48.5,1959,1953,0.24
2002-08-30,69.4,50.2,0.0,72.8,56.8,75.8,40.4,2009,1993,0.33
2002-08-31,67.7,53.5,0.05,72.3,56.2,75.4,45.1,1953,1978,1.16
2002-09-01,66.8,60.4,0.31,71.3,56.5,79.6,48.1,1972,1992,0.47
2002-09-02,67.9,48.0,0.0,71.2,56.3,71.8,42.5,2001,1977,0.28
2002-09-03,67.8,53.2,0.27,71.8,56.1,76.1,47.9,2016,2012,1.2
2002-09-04,68.6,47.5,0.0,69.4,56.4,73.0,39.2,1987,1982,1.67
2002-09-05,67.7,54.3,0.0,69.5,56.1,76.5,43.2,2011,1976,1.73
2002-09-06,76.5,55.3,0.27,70.5,55.6,88.2,44.0,1989,1988,0.3
2002-09-07,64.2,50.0,0.22,69.8,54.5,71.7,46.0,1997,2021,0.93
2002-09-08,61.4,57.0,0.0,69.9,54.2,76.3,49.5,1975,1950,0.81
2002-09-09,70.9,57.7,0.0,69.1,53.9,81.8,54.4,2021,1963,0.33
2002-09-10,68.9,50.7,0.6,69.0,55.3,82.0,40.2,2017,1969,2.68
2002-09-11,62.0,52.3,0.15,68.9,53.8,71.7,44.7,1999,1959,0.29
2002-09-12,77.4,53.0,0.45,68.2,53.9,86.8,42.5,1956,1959,1.33
2002-09-13,68.9,56.1,0.0,67.7,53.4,71.9,51.5,1970,1991,0.45
2002-09-14,74.0,45.4,0.0,68.0,52.7,78.7,34.3,1981,2020,0.12
2002-09-15,67.5,50.0,0.0,67.2,53.1,77.9,41.2,2007,1955,0.4
2002-09-16,73.6,50.7,0.0,66.8,51.7,86.9,37.6,1955,2010,0.64
2002-09-17,75.9,54.5,0.23,67.3,51.5,86.8,42.3,1994,1985,1.82
2002-09-18,59.5,48.6,0.03,65.5,51.2,70.8,34.1,1977,1960,1.06
2002-09-19,60.2,55.0,0.03,64.9,51.8,69.4,48.3,1964,1993,0.12
2002-09-20,64.0,53.8,0.28,66.3,51.6,78.9,40.5,1966,1971,0.29
2002-09-21,65.5,50.1,0.39,64.1,50.6,78.3,37.3,2008,2005,0.64
2002-09-22,69.5,57.1,0.0,65.6,49.9,81.6,53.2,1988,2018,0.6
2002-09-23,65.7,54.3,0.58,64.4,49.2,76.1,43.5,1970,2014,0.78
2002-09-24,64.9,45.3,0.0,63.3,49.3,71.6,40.5,1978,2006,1.16
2002-09-25,64.5,51.6,0.0,63.8,49.0,74.6,40.5,1975,1968,0.6
2002-09-26,69.1,51.5,0.0,62.8,49.1,78.1,37.3,2001,2019,0.26
2002-09-27,61.5,57.7,1.12,62.6,49.3,66.3,52.6,2019,1979,1.14
2002-09-28,69.0,42.5,0.0,62.8,48.4,77.6,37.2,1987,2020,0.01
2002-09-29,64.0,53.3,0.0,61.8,47.6,77.4,44.1,1995,2019,0.07
2002-09-30,62.2,48.7,0.0,61.5,47.3,70.0,43.3,1993,1964,0.73
2002-10-01,56.2,48.4,0.0,62.0,47.8,62.7,37.8,2003,2001,1.2
2002-10-02,63.4,46.0,0.0,60.9,47.5,71.5,39.7,2014,2018,0.04
2002-10-03,59.3,51.3,0.07,60.4,47.4,68.7,39.2,1955,1954,0.28
2002-10-04,61.3,53.0,0.0,59.5,46.5,69.3,41.3,1955,1966,1.04
2002-10-05,57.8,44.7,0.0,59.7,46.2,62.2,34.6,2005,1978,0.07
2002-10-06,65.1,44.9,0.0,59.4,46.6,69.0,36.1,1981,1994,0.14
2002-10-07,65.9,34.7,0.06,59.0,46.7,76.6,22.2,1964,1981,0.22
2002-10-08,55.9,49.7,0.0,59.9,45.9,60.4,46.2,1979,1990,0.04
2002-10-09,59.6,45.2,0.16,59.5,45.2,73.1,35.7,1956,2012,1.11
2002-10-10,54.0,46.2,0.0,58.6,44.0,63.2,31.3,1977,1986,0.7
2002-10-11,54.6,42.3,0.05,57.9,44.7,66.7,31.3,1950,1956,1.53
2002-10-12,56.9,42.9,0.0,57.5,44.3,66.8,39.1,1993,1990,0.19
2002-10-13,62.5,37.5,0.25,57.5,43.4,69.0,28.1,2007,1968,2.31
2002-10-14,50.3,43.9,0.0,57.2,43.4,54.5,38.0,1961,1956,0.3
2002-10-15,53.1,43.0,0.0,56.3,43.8,59.7,30.4,2015,1961,1.37
2002-10-16,58.7,44.8,0.39,57.0,42.5,64.4,36.9,1983,1969,0.7
2002-10-17,50.3,51.2,0.0,55.8,42.9,55.7,38.2,1952,1986,0.12
2002-10-18,62.1,44.5,0.0,55.9,41.6,76.4,40.0,1973,1996,2.35
2002-10-19,60.4,46.5,0.0,55.0,41.9,72.4,40.4,1971,1990,0.21
2002-10-20,58.5,44.6,0.0,54.5,42.0,66.7,32.2,1957,2008,1.39
2002-10-21,55.5,45.2,0.31,53.9,42.2,68.2,39.6,1976,1976,0.88
2002-10-22,49.7,44.0,0.45,54.6,40.3,55.0,35.0,2019,2020,0.53
2002-10-23,48.3,42.8,0.17,54.1,40.5,51.4,30.6,1984,1965,0.25
2002-10-24,49.0,47.8,0.18,53.4,40.1,54.3,43.2,1981,2013,1.68
2002-10-25,56.2,45.0,0.18,53.5,39.9,64.6,40.1,1956,1979,0.41
2002-10-26,49.2,43.2,0.1,53.2,39.7,59.4,34.7,1958,1981,0.41
2002-10-27,53.6,40.4,0.16,53.3,39.8,63.7,30.7,1981,1962,0.57
2002-10-28,43.4,34.9,0.0,52.0,39.3,49.5,29.5,1957,1964,0.88
2002-10-29,52.9,43.6,1.34,52.6,39.3,67.5,31.3,2006,1955,1.72
2002-10-30,51.6,37.5,0.0,51.6,38.7,62.5,27.0,1989,2021,0.05
2002-10-31,49.9,43.1,0.0,51.7,39.7,54.5,32.2,1994,1971,0.46
2002-11-01,52.7,38.0,0.0,50.1,39.1,64.4,29.1,1982,1958,0.62
2002-11-02,60.6,39.5,0.0,50.7,38.2,74.8,26.4,2004,1978,1.06
2002-11-03,52.6,38.8,0.0,50.7,37.6,58.2,34.3,2002,1978,0.34
2002-11-04,48.3,32.3,0.0,50.5,37.4,52.5,23.9,1957,2004,0.46
2002-11-05,45.1,39.8,0.0,50.2,37.4,59.4,34.4,1995,2017,0.09
2002-11-06,46.7,37.0,0.36,49.3,37.4,57.4,24.0,2005,2001,1.23
2002-11-07,49.5,36.9,0.0,50.2,36.7,62.8,23.6,1962,1990,0.03
2002-11-08,51.4,44.8,0.13,48.9,36.7,65.5,40.1,2018,1961,0.49
2002-11-09,47.7,33.9,0.0,49.5,36.8,60.1,26.7,1973,1954,1.15
2002-11-10,44.2,33.4,0.3,48.5,36.9,52.2,26.2,1969,1998,1.08
2002-11-11,41.6,35.1,0.12,49.1,36.1,51.8,28.3,1993,1993,0.73
2002-11-12,48.2,41.7,0.99,48.6,36.4,59.6,32.3,2020,2007,1.85
2002-11-13,44.9,32.9,0.35,48.7,35.4,57.2,23.9,2016,2021,0.61
2002-11-14,49.5,41.6,0.0,48.1,34.6,56.1,27.4,1969,1962,0.11
2002-11-15,45.4,47.5,0.37,47.6,34.9,51.9,41.1,2004,2013,0.9
2002-11-16,41.4,43.0,0.0,47.5,34.8,49.9,28.7,2010,2000,1.75
2002-11-17,42.7,29.6,0.0,46.9,35.2,54.5,22.6,1960,1950,0.91
2002-11-18,54.1,30.1,0.0,47.3,34.3,68.6,22.1,1989,1973,0.45
2002-11-19,52.5,36.2,0.0,47.2,34.1,64.6,28.6,1981,2007,1.02
2002-11-20,53.0,33.6,0.0,46.0,33.9,63.4,22.4,1992,1979,0.08
