date,seattle_soil_moisture_vol,new_york_soil_moisture_vol,phoenix_soil_moisture_vol,seattle_saturation_pct,new_york_saturation_pct,phoenix_saturation_pct,data_source
1999-09-02,0.5,0.4983,0.4915,100.0,99.7,98.3,NASA_SMAP_Simulated
1999-09-03,0.5,0.4967,0.4898,100.0,99.3,98.0,NASA_SMAP_Simulated
1999-09-04,0.5,0.5,0.4881,100.0,100.0,97.6,NASA_SMAP_Simulated
1999-09-05,0.4984,0.4984,0.5,99.7,99.7,100.0,NASA_SMAP_Simulated
1999-09-06,0.4967,0.5,0.4984,99.3,100.0,99.7,NASA_SMAP_Simulated
1999-09-07,0.4951,0.4984,0.4967,99.0,99.7,99.3,NASA_SMAP_Simulated
1999-09-08,0.4935,0.4968,0.4951,98.7,99.4,99.0,NASA_SMAP_Simulated
1999-09-09,0.5,0.5,0.4935,100.0,100.0,98.7,NASA_SMAP_Simulated
1999-09-10,0.5,0.4984,0.5,100.0,99.7,100.0,NASA_SMAP_Simulated
1999-09-11,0.5,0.4968,0.4984,100.0,99.4,99.7,NASA_SMAP_Simulated
1999-09-12,0.4984,0.4952,0.4968,99.7,99.0,99.4,NASA_SMAP_Simulated
1999-09-13,0.5,0.5,0.4953,100.0,100.0,99.1,NASA_SMAP_Simulated
1999-09-14,0.5,0.4984,0.4937,100.0,99.7,98.7,NASA_SMAP_Simulated
1999-09-15,0.5,0.4969,0.5,100.0,99.4,100.0,NASA_SMAP_Simulated
1999-09-16,0.5,0.4953,0.4985,100.0,99.1,99.7,NASA_SMAP_Simulated
1999-09-17,0.4985,0.4938,0.4969,99.7,98.8,99.4,NASA_SMAP_Simulated
1999-09-18,0.4969,0.5,0.5,99.4,100.0,100.0,NASA_SMAP_Simulated
1999-09-19,0.4954,0.5,0.4985,99.1,100.0,99.7,NASA_SMAP_Simulated
1999-09-20,0.4939,0.4985,0.4969,98.8,99.7,99.4,NASA_SMAP_Simulated
1999-09-21,0.4923,0.497,0.4954,98.5,99.4,99.1,NASA_SMAP_Simulated
1999-09-22,0.5,0.4954,0.4939,100.0,99.1,98.8,NASA_SMAP_Simulated
1999-09-23,0.5,0.4939,0.4924,100.0,98.8,98.5,NASA_SMAP_Simulated
1999-09-24,0.5,0.5,0.4909,100.0,100.0,98.2,NASA_SMAP_Simulated
1999-09-25,0.5,0.4985,0.5,100.0,99.7,100.0,NASA_SMAP_Simulated
1999-09-26,0.5,0.497,0.4985,100.0,99.4,99.7,NASA_SMAP_Simulated
1999-09-27,0.5,0.4955,0.5,100.0,99.1,100.0,NASA_SMAP_Simulated
1999-09-28,0.5,0.494,0.4985,100.0,98.8,99.7,NASA_SMAP_Simulated
1999-09-29,0.5,0.4925,0.497,100.0,98.5,99.4,NASA_SMAP_Simulated
1999-09-30,0.4985,0.491,0.4955,99.7,98.2,99.1,NASA_SMAP_Simulated
1999-10-01,0.5,0.4895,0.494,100.0,97.9,98.8,NASA_SMAP_Simulated
1999-10-02,0.5,0.488,0.4925,100.0,97.6,98.5,NASA_SMAP_Simulated
1999-10-03,0.4985,0.4865,0.491,99.7,97.3,98.2,NASA_SMAP_Simulated
1999-10-04,0.5,0.485,0.4895,100.0,97.0,97.9,NASA_SMAP_Simulated
1999-10-05,0.5,0.5,0.488,100.0,100.0,97.6,NASA_SMAP_Simulated
1999-10-06,0.5,0.4985,0.4865,100.0,99.7,97.3,NASA_SMAP_Simulated
1999-10-07,0.4985,0.5,0.5,99.7,100.0,100.0,NASA_SMAP_Simulated
1999-10-08,0.497,0.4985,0.4985,99.4,99.7,99.7,NASA_SMAP_Simulated
1999-10-09,0.5,0.497,0.497,100.0,99.4,99.4,NASA_SMAP_Simulated
1999-10-10,0.5,0.5,0.4955,100.0,100.0,99.1,NASA_SMAP_Simulated
1999-10-11,0.5,0.5,0.4939,100.0,100.0,98.8,NASA_SMAP_Simulated
1999-10-12,0.5,0.4985,0.4924,100.0,99.7,98.5,NASA_SMAP_Simulated
1999-10-13,0.4985,0.4969,0.4909,99.7,99.4,98.2,NASA_SMAP_Simulated
1999-10-14,0.4969,0.4994,0.4893,99.4,99.9,97.9,NASA_SMAP_Simulated
1999-10-15,0.5,0.5,0.4878,100.0,100.0,97.6,NASA_SMAP_Simulated
1999-10-16,0.4984,0.4984,0.4862,99.7,99.7,97.2,NASA_SMAP_Simulated
1999-10-17,0.4969,0.4969,0.4847,99.4,99.4,96.9,NASA_SMAP_Simulated
1999-10-18,0.4953,0.5,0.4831,99.1,100.0,96.6,NASA_SMAP_Simulated
1999-10-19,0.4938,0.4984,0.4815,98.8,99.7,96.3,NASA_SMAP_Simulated
1999-10-20,0.5,0.4968,0.48,100.0,99.4,96.0,NASA_SMAP_Simulated
1999-10-21,0.4984,0.5,0.4784,99.7,100.0,95.7,NASA_SMAP_Simulated
1999-10-22,0.5,0.5,0.4768,100.0,100.0,95.4,NASA_SMAP_Simulated
1999-10-23,0.5,0.5,0.4752,100.0,100.0,95.0,NASA_SMAP_Simulated
1999-10-24,0.4984,0.5,0.4735,99.7,100.0,94.7,NASA_SMAP_Simulated
1999-10-25,0.5,0.5,0.4719,100.0,100.0,94.4,NASA_SMAP_Simulated
1999-10-26,0.5,0.4984,0.4703,100.0,99.7,94.1,NASA_SMAP_Simulated
1999-10-27,0.5,0.5,0.4686,100.0,100.0,93.7,NASA_SMAP_Simulated
1999-10-28,0.5,0.4983,0.467,100.0,99.7,93.4,NASA_SMAP_Simulated
1999-10-29,0.5,0.5,0.4653,100.0,100.0,93.1,NASA_SMAP_Simulated
1999-10-30,0.4983,0.5,0.4636,99.7,100.0,92.7,NASA_SMAP_Simulated
1999-10-31,0.5,0.4983,0.4619,100.0,99.7,92.4,NASA_SMAP_Simulated
1999-11-01,0.5,0.5,0.4602,100.0,100.0,92.0,NASA_SMAP_Simulated
1999-11-02,0.4983,0.4983,0.4585,99.7,99.7,91.7,NASA_SMAP_Simulated
1999-11-03,0.5,0.5,0.4887,100.0,100.0,97.7,NASA_SMAP_Simulated
1999-11-04,0.5,0.4982,0.487,100.0,99.6,97.4,NASA_SMAP_Simulated
1999-11-05,0.5,0.5,0.4852,100.0,100.0,97.0,NASA_SMAP_Simulated
1999-11-06,0.5,0.5,0.4834,100.0,100.0,96.7,NASA_SMAP_Simulated
1999-11-07,0.5,0.5,0.4816,100.0,100.0,96.3,NASA_SMAP_Simulated
1999-11-08,0.5,0.5,0.4798,100.0,100.0,96.0,NASA_SMAP_Simulated
1999-11-09,0.5,0.4982,0.478,100.0,99.6,95.6,NASA_SMAP_Simulated
1999-11-10,0.4982,0.4963,0.5,99.6,99.3,100.0,NASA_SMAP_Simulated
1999-11-11,0.5,0.5,0.4981,100.0,100.0,99.6,NASA_SMAP_Simulated
1999-11-12,0.5,0.4981,0.4963,100.0,99.6,99.3,NASA_SMAP_Simulated
1999-11-13,0.5,0.5,0.4944,100.0,100.0,98.9,NASA_SMAP_Simulated
1999-11-14,0.5,0.4981,0.4924,100.0,99.6,98.5,NASA_SMAP_Simulated
1999-11-15,0.5,0.4962,0.4905,100.0,99.2,98.1,NASA_SMAP_Simulated
1999-11-16,0.5,0.4982,0.4886,100.0,99.6,97.7,NASA_SMAP_Simulated
1999-11-17,0.5,0.4962,0.4866,100.0,99.2,97.3,NASA_SMAP_Simulated
1999-11-18,0.498,0.4942,0.4846,99.6,98.8,96.9,NASA_SMAP_Simulated
1999-11-19,0.5,0.5,0.4826,100.0,100.0,96.5,NASA_SMAP_Simulated
1999-11-20,0.498,0.498,0.4806,99.6,99.6,96.1,NASA_SMAP_Simulated
1999-11-21,0.5,0.4999,0.4785,100.0,100.0,95.7,NASA_SMAP_Simulated
1999-11-22,0.5,0.4979,0.4765,100.0,99.6,95.3,NASA_SMAP_Simulated
1999-11-23,0.5,0.5,0.4744,100.0,100.0,94.9,NASA_SMAP_Simulated
1999-11-24,0.5,0.5,0.4723,100.0,100.0,94.5,NASA_SMAP_Simulated
1999-11-25,0.5,0.4979,0.4701,100.0,99.6,94.0,NASA_SMAP_Simulated
1999-11-26,0.4979,0.5,0.5,99.6,100.0,100.0,NASA_SMAP_Simulated
1999-11-27,0.5,0.4978,0.4978,100.0,99.6,99.6,NASA_SMAP_Simulated
1999-11-28,0.4978,0.4956,0.4956,99.6,99.1,99.1,NASA_SMAP_Simulated
1999-11-29,0.4956,0.4934,0.4934,99.1,98.7,98.7,NASA_SMAP_Simulated
1999-11-30,0.5,0.4912,0.4912,100.0,98.2,98.2,NASA_SMAP_Simulated
1999-12-01,0.5,0.4889,0.4889,100.0,97.8,97.8,NASA_SMAP_Simulated
1999-12-02,0.5,0.4866,0.4866,100.0,97.3,97.3,NASA_SMAP_Simulated
1999-12-03,0.4977,0.5,0.4843,99.5,100.0,96.9,NASA_SMAP_Simulated
1999-12-04,0.4954,0.4977,0.482,99.1,99.5,96.4,NASA_SMAP_Simulated
1999-12-05,0.5,0.4953,0.4797,100.0,99.1,95.9,NASA_SMAP_Simulated
1999-12-06,0.5,0.5,0.4773,100.0,100.0,95.5,NASA_SMAP_Simulated
1999-12-07,0.5,0.4976,0.4749,100.0,99.5,95.0,NASA_SMAP_Simulated
1999-12-08,0.5,0.5,0.4725,100.0,100.0,94.5,NASA_SMAP_Simulated
1999-12-09,0.4976,0.4976,0.47,99.5,99.5,94.0,NASA_SMAP_Simulated
1999-12-10,0.5,0.5,0.4676,100.0,100.0,93.5,NASA_SMAP_Simulated
1999-12-11,0.5,0.4975,0.4651,100.0,99.5,93.0,NASA_SMAP_Simulated
1999-12-12,0.5,0.5,0.4625,100.0,100.0,92.5,NASA_SMAP_Simulated
1999-12-13,0.5,0.5,0.46,100.0,100.0,92.0,NASA_SMAP_Simulated
1999-12-14,0.5,0.5,0.4574,100.0,100.0,91.5,NASA_SMAP_Simulated
1999-12-15,0.4974,0.4974,0.4548,99.5,99.5,91.0,NASA_SMAP_Simulated
1999-12-16,0.5,0.4948,0.4522,100.0,99.0,90.4,NASA_SMAP_Simulated
1999-12-17,0.5,0.4921,0.4496,100.0,98.4,89.9,NASA_SMAP_Simulated
1999-12-18,0.5,0.4895,0.4469,100.0,97.9,89.4,NASA_SMAP_Simulated
1999-12-19,0.5,0.5,0.4442,100.0,100.0,88.8,NASA_SMAP_Simulated
1999-12-20,0.5,0.4973,0.4415,100.0,99.5,88.3,NASA_SMAP_Simulated
1999-12-21,0.5,0.5,0.4388,100.0,100.0,87.8,NASA_SMAP_Simulated
1999-12-22,0.5,0.4972,0.436,100.0,99.4,87.2,NASA_SMAP_Simulated
1999-12-23,0.5,0.4944,0.4332,100.0,98.9,86.6,NASA_SMAP_Simulated
1999-12-24,0.5,0.5,0.4304,100.0,100.0,86.1,NASA_SMAP_Simulated
1999-12-25,0.5,0.4972,0.4275,100.0,99.4,85.5,NASA_SMAP_Simulated
1999-12-26,0.5,0.4943,0.4247,100.0,98.9,84.9,NASA_SMAP_Simulated
1999-12-27,0.5,0.4954,0.4218,100.0,99.1,84.4,NASA_SMAP_Simulated
1999-12-28,0.5,0.4925,0.4188,100.0,98.5,83.8,NASA_SMAP_Simulated
1999-12-29,0.5,0.5,0.4159,100.0,100.0,83.2,NASA_SMAP_Simulated
1999-12-30,0.5,0.497,0.4129,100.0,99.4,82.6,NASA_SMAP_Simulated
1999-12-31,0.5,0.494,0.4099,100.0,98.8,82.0,NASA_SMAP_Simulated
2000-01-01,0.5,0.491,0.4069,100.0,98.2,81.4,NASA_SMAP_Simulated
2000-01-02,0.5,0.5,0.5,100.0,100.0,100.0,NASA_SMAP_Simulated
2000-01-03,0.5,0.5,0.4969,100.0,100.0,99.4,NASA_SMAP_Simulated
2000-01-04,0.5,0.4969,0.4938,100.0,99.4,98.8,NASA_SMAP_Simulated
2000-01-05,0.5,0.4938,0.4907,100.0,98.8,98.1,NASA_SMAP_Simulated
2000-01-06,0.5,0.5,0.4875,100.0,100.0,97.5,NASA_SMAP_Simulated
2000-01-07,0.5,0.5,0.4844,100.0,100.0,96.9,NASA_SMAP_Simulated
2000-01-08,0.4968,0.4968,0.4811,99.4,99.4,96.2,NASA_SMAP_Simulated
2000-01-09,0.5,0.4936,0.4779,100.0,98.7,95.6,NASA_SMAP_Simulated
2000-01-10,0.5,0.4943,0.4747,100.0,98.9,94.9,NASA_SMAP_Simulated
2000-01-11,0.5,0.491,0.4714,100.0,98.2,94.3,NASA_SMAP_Simulated
2000-01-12,0.5,0.4877,0.4681,100.0,97.5,93.6,NASA_SMAP_Simulated
2000-01-13,0.5,0.4844,0.4647,100.0,96.9,92.9,NASA_SMAP_Simulated
2000-01-14,0.5,0.481,0.4614,100.0,96.2,92.3,NASA_SMAP_Simulated
2000-01-15,0.5,0.5,0.458,100.0,100.0,91.6,NASA_SMAP_Simulated
2000-01-16,0.4966,0.4966,0.4546,99.3,99.3,90.9,NASA_SMAP_Simulated
2000-01-17,0.5,0.5,0.4512,100.0,100.0,90.2,NASA_SMAP_Simulated
2000-01-18,0.5,0.4965,0.4477,100.0,99.3,89.5,NASA_SMAP_Simulated
2000-01-19,0.5,0.4931,0.4442,100.0,98.6,88.8,NASA_SMAP_Simulated
2000-01-20,0.5,0.5,0.4407,100.0,100.0,88.1,NASA_SMAP_Simulated
2000-01-21,0.4965,0.4965,0.4372,99.3,99.3,87.4,NASA_SMAP_Simulated
2000-01-22,0.5,0.5,0.4336,100.0,100.0,86.7,NASA_SMAP_Simulated
2000-01-23,0.4964,0.4964,0.43,99.3,99.3,86.0,NASA_SMAP_Simulated
2000-01-24,0.5,0.5,0.4264,100.0,100.0,85.3,NASA_SMAP_Simulated
2000-01-25,0.5,0.4964,0.4228,100.0,99.3,84.6,NASA_SMAP_Simulated
2000-01-26,0.5,0.5,0.4192,100.0,100.0,83.8,NASA_SMAP_Simulated
2000-01-27,0.5,0.5,0.4155,100.0,100.0,83.1,NASA_SMAP_Simulated
2000-01-28,0.5,0.5,0.4118,100.0,100.0,82.4,NASA_SMAP_Simulated
2000-01-29,0.5,0.5,0.4081,100.0,100.0,81.6,NASA_SMAP_Simulated
2000-01-30,0.5,0.4963,0.4043,100.0,99.3,80.9,NASA_SMAP_Simulated
2000-01-31,0.5,0.5,0.4006,100.0,100.0,80.1,NASA_SMAP_Simulated
2000-02-01,0.5,0.4962,0.5,100.0,99.2,100.0,NASA_SMAP_Simulated
2000-02-02,0.5,0.5,0.4962,100.0,100.0,99.2,NASA_SMAP_Simulated
2000-02-03,0.5,0.4962,0.5,100.0,99.2,100.0,NASA_SMAP_Simulated
2000-02-04,0.5,0.4923,0.4961,100.0,98.5,99.2,NASA_SMAP_Simulated
2000-02-05,0.5,0.5,0.4923,100.0,100.0,98.5,NASA_SMAP_Simulated
2000-02-06,0.4961,0.5,0.4884,99.2,100.0,97.7,NASA_SMAP_Simulated
2000-02-07,0.4922,0.4961,0.4845,98.4,99.2,96.9,NASA_SMAP_Simulated
2000-02-08,0.4923,0.5,0.4805,98.5,100.0,96.1,NASA_SMAP_Simulated
2000-02-09,0.5,0.496,0.4766,100.0,99.2,95.3,NASA_SMAP_Simulated
2000-02-10,0.5,0.4921,0.4726,100.0,98.4,94.5,NASA_SMAP_Simulated
2000-02-11,0.5,0.4881,0.4686,100.0,97.6,93.7,NASA_SMAP_Simulated
2000-02-12,0.5,0.4841,0.4646,100.0,96.8,92.9,NASA_SMAP_Simulated
2000-02-13,0.5,0.48,0.4606,100.0,96.0,92.1,NASA_SMAP_Simulated
2000-02-14,0.496,0.476,0.4565,99.2,95.2,91.3,NASA_SMAP_Simulated
2000-02-15,0.5,0.5,0.4525,100.0,100.0,90.5,NASA_SMAP_Simulated
2000-02-16,0.5,0.4959,0.4484,100.0,99.2,89.7,NASA_SMAP_Simulated
2000-02-17,0.4959,0.5,0.4443,99.2,100.0,88.9,NASA_SMAP_Simulated
2000-02-18,0.5,0.5,0.4402,100.0,100.0,88.0,NASA_SMAP_Simulated
2000-02-19,0.4959,0.5,0.436,99.2,100.0,87.2,NASA_SMAP_Simulated
2000-02-20,0.4917,0.4958,0.4319,98.3,99.2,86.4,NASA_SMAP_Simulated
2000-02-21,0.5,0.4917,0.4277,100.0,98.3,85.5,NASA_SMAP_Simulated
2000-02-22,0.5,0.4875,0.4235,100.0,97.5,84.7,NASA_SMAP_Simulated
2000-02-23,0.4998,0.5,0.4193,100.0,100.0,83.9,NASA_SMAP_Simulated
2000-02-24,0.4956,0.5,0.4151,99.1,100.0,83.0,NASA_SMAP_Simulated
2000-02-25,0.5,0.4958,0.4109,100.0,99.2,82.2,NASA_SMAP_Simulated
2000-02-26,0.5,0.4915,0.4066,100.0,98.3,81.3,NASA_SMAP_Simulated
2000-02-27,0.4957,0.4873,0.4023,99.1,97.5,80.5,NASA_SMAP_Simulated
2000-02-28,0.4915,0.483,0.3981,98.3,96.6,79.6,NASA_SMAP_Simulated
2000-02-29,0.4872,0.4907,0.3938,97.4,98.1,78.8,NASA_SMAP_Simulated
2000-03-01,0.4869,0.4944,0.3895,97.4,98.9,77.9,NASA_SMAP_Simulated
2000-03-02,0.5,0.4901,0.3852,100.0,98.0,77.0,NASA_SMAP_Simulated
2000-03-03,0.5,0.4898,0.3808,100.0,98.0,76.2,NASA_SMAP_Simulated
2000-03-04,0.5,0.5,0.3765,100.0,100.0,75.3,NASA_SMAP_Simulated
2000-03-05,0.4957,0.4957,0.3722,99.1,99.1,74.4,NASA_SMAP_Simulated
2000-03-06,0.4913,0.4913,0.3678,98.3,98.3,73.6,NASA_SMAP_Simulated
2000-03-07,0.5,0.4869,0.3634,100.0,97.4,72.7,NASA_SMAP_Simulated
2000-03-08,0.4956,0.4825,0.359,99.1,96.5,71.8,NASA_SMAP_Simulated
2000-03-09,0.5,0.4781,0.3547,100.0,95.6,70.9,NASA_SMAP_Simulated
2000-03-10,0.4956,0.5,0.3503,99.1,100.0,70.1,NASA_SMAP_Simulated
2000-03-11,0.4952,0.4956,0.3458,99.0,99.1,69.2,NASA_SMAP_Simulated
2000-03-12,0.5,0.5,0.3414,100.0,100.0,68.3,NASA_SMAP_Simulated
2000-03-13,0.4956,0.4956,0.337,99.1,99.1,67.4,NASA_SMAP_Simulated
2000-03-14,0.4911,0.4911,0.3326,98.2,98.2,66.5,NASA_SMAP_Simulated
2000-03-15,0.4867,0.4867,0.3281,97.3,97.3,65.6,NASA_SMAP_Simulated
2000-03-16,0.4862,0.5,0.4117,97.2,100.0,82.3,NASA_SMAP_Simulated
2000-03-17,0.4818,0.5,0.4072,96.4,100.0,81.4,NASA_SMAP_Simulated
2000-03-18,0.4773,0.4955,0.4028,95.5,99.1,80.6,NASA_SMAP_Simulated
2000-03-19,0.4729,0.4911,0.3983,94.6,98.2,79.7,NASA_SMAP_Simulated
2000-03-20,0.4684,0.5,0.4018,93.7,100.0,80.4,NASA_SMAP_Simulated
2000-03-21,0.4639,0.4955,0.3973,92.8,99.1,79.5,NASA_SMAP_Simulated
2000-03-22,0.4594,0.491,0.3929,91.9,98.2,78.6,NASA_SMAP_Simulated
2000-03-23,0.479,0.4866,0.3884,95.8,97.3,77.7,NASA_SMAP_Simulated
2000-03-24,0.5,0.4821,0.3839,100.0,96.4,76.8,NASA_SMAP_Simulated
2000-03-25,0.5,0.5,0.3794,100.0,100.0,75.9,NASA_SMAP_Simulated
2000-03-26,0.4955,0.5,0.3749,99.1,100.0,75.0,NASA_SMAP_Simulated
2000-03-27,0.491,0.4955,0.3704,98.2,99.1,74.1,NASA_SMAP_Simulated
2000-03-28,0.4865,0.491,0.3659,97.3,98.2,73.2,NASA_SMAP_Simulated
2000-03-29,0.5,0.5,0.3614,100.0,100.0,72.3,NASA_SMAP_Simulated
2000-03-30,0.5,0.4955,0.3569,100.0,99.1,71.4,NASA_SMAP_Simulated
2000-03-31,0.5,0.491,0.3524,100.0,98.2,70.5,NASA_SMAP_Simulated
2000-04-01,0.5,0.5,0.3479,100.0,100.0,69.6,NASA_SMAP_Simulated
2000-04-02,0.5,0.4955,0.3434,100.0,99.1,68.7,NASA_SMAP_Simulated
2000-04-03,0.4955,0.491,0.3389,99.1,98.2,67.8,NASA_SMAP_Simulated
2000-04-04,0.5,0.5,0.3344,100.0,100.0,66.9,NASA_SMAP_Simulated
2000-04-05,0.5,0.5,0.3299,100.0,100.0,66.0,NASA_SMAP_Simulated
2000-04-06,0.5,0.4955,0.3254,100.0,99.1,65.1,NASA_SMAP_Simulated
2000-04-07,0.4955,0.491,0.3209,99.1,98.2,64.2,NASA_SMAP_Simulated
2000-04-08,0.491,0.4865,0.3164,98.2,97.3,63.3,NASA_SMAP_Simulated
2000-04-09,0.4985,0.482,0.312,99.7,96.4,62.4,NASA_SMAP_Simulated
2000-04-10,0.4941,0.4776,0.3075,98.8,95.5,61.5,NASA_SMAP_Simulated
2000-04-11,0.4896,0.4731,0.303,97.9,94.6,60.6,NASA_SMAP_Simulated
2000-04-12,0.5,0.4686,0.2985,100.0,93.7,59.7,NASA_SMAP_Simulated
2000-04-13,0.4955,0.4642,0.2941,99.1,92.8,58.8,NASA_SMAP_Simulated
2000-04-14,0.5,0.4597,0.2896,100.0,91.9,57.9,NASA_SMAP_Simulated
2000-04-15,0.4955,0.5,0.2852,99.1,100.0,57.0,NASA_SMAP_Simulated
2000-04-16,0.4911,0.4956,0.2807,98.2,99.1,56.1,NASA_SMAP_Simulated
2000-04-17,0.4867,0.4911,0.2763,97.3,98.2,55.3,NASA_SMAP_Simulated
2000-04-18,0.5,0.4867,0.2719,100.0,97.3,54.4,NASA_SMAP_Simulated
2000-04-19,0.5,0.4823,0.2674,100.0,96.5,53.5,NASA_SMAP_Simulated
2000-04-20,0.5,0.4778,0.263,100.0,95.6,52.6,NASA_SMAP_Simulated
2000-04-21,0.5,0.5,0.2586,100.0,100.0,51.7,NASA_SMAP_Simulated
2000-04-22,0.5,0.4956,0.2542,100.0,99.1,50.8,NASA_SMAP_Simulated
2000-04-23,0.4956,0.4912,0.2498,99.1,98.2,50.0,NASA_SMAP_Simulated
2000-04-24,0.4912,0.4908,0.2455,98.2,98.2,49.1,NASA_SMAP_Simulated
2000-04-25,0.4869,0.5,0.2411,97.4,100.0,48.2,NASA_SMAP_Simulated
2000-04-26,0.5,0.5,0.2367,100.0,100.0,47.3,NASA_SMAP_Simulated
2000-04-27,0.5,0.4957,0.2324,100.0,99.1,46.5,NASA_SMAP_Simulated
2000-04-28,0.4957,0.5,0.2281,99.1,100.0,45.6,NASA_SMAP_Simulated
2000-04-29,0.4953,0.4957,0.2237,99.1,99.1,44.7,NASA_SMAP_Simulated
2000-04-30,0.5,0.4914,0.2194,100.0,98.3,43.9,NASA_SMAP_Simulated
2000-05-01,0.5,0.5,0.2151,100.0,100.0,43.0,NASA_SMAP_Simulated
2000-05-02,0.4957,0.5,0.2109,99.1,100.0,42.2,NASA_SMAP_Simulated
2000-05-03,0.4915,0.5,0.2066,98.3,100.0,41.3,NASA_SMAP_Simulated
2000-05-04,0.4872,0.4957,0.2023,97.4,99.1,40.5,NASA_SMAP_Simulated
2000-05-05,0.483,0.4915,0.1981,96.6,98.3,39.6,NASA_SMAP_Simulated
2000-05-06,0.5,0.5,0.1939,100.0,100.0,38.8,NASA_SMAP_Simulated
2000-05-07,0.4958,0.5,0.1897,99.2,100.0,37.9,NASA_SMAP_Simulated
2000-05-08,0.5,0.5,0.1855,100.0,100.0,37.1,NASA_SMAP_Simulated
2000-05-09,0.5,0.5,0.1813,100.0,100.0,36.3,NASA_SMAP_Simulated
2000-05-10,0.5,0.5,0.1771,100.0,100.0,35.4,NASA_SMAP_Simulated
2000-05-11,0.5,0.4959,0.173,100.0,99.2,34.6,NASA_SMAP_Simulated
2000-05-12,0.4959,0.5,0.1688,99.2,100.0,33.8,NASA_SMAP_Simulated
2000-05-13,0.4918,0.4959,0.1647,98.4,99.2,32.9,NASA_SMAP_Simulated
2000-05-14,0.4877,0.4918,0.1606,97.5,98.4,32.1,NASA_SMAP_Simulated
2000-05-15,0.4836,0.4917,0.1566,96.7,98.3,31.3,NASA_SMAP_Simulated
2000-05-16,0.4795,0.4877,0.1525,95.9,97.5,30.5,NASA_SMAP_Simulated
2000-05-17,0.4755,0.5,0.1485,95.1,100.0,29.7,NASA_SMAP_Simulated
2000-05-18,0.4715,0.5,0.1444,94.3,100.0,28.9,NASA_SMAP_Simulated
2000-05-19,0.4675,0.496,0.1404,93.5,99.2,28.1,NASA_SMAP_Simulated
2000-05-20,0.4635,0.492,0.1365,92.7,98.4,27.3,NASA_SMAP_Simulated
2000-05-21,0.4595,0.4881,0.1325,91.9,97.6,26.5,NASA_SMAP_Simulated
2000-05-22,0.4556,0.5,0.1286,91.1,100.0,25.7,NASA_SMAP_Simulated
2000-05-23,0.5,0.5,0.1246,100.0,100.0,24.9,NASA_SMAP_Simulated
2000-05-24,0.5,0.4961,0.1207,100.0,99.2,24.1,NASA_SMAP_Simulated
2000-05-25,0.4961,0.4922,0.2048,99.2,98.4,41.0,NASA_SMAP_Simulated
2000-05-26,0.4923,0.4884,0.201,98.5,97.7,40.2,NASA_SMAP_Simulated
2000-05-27,0.4884,0.5,0.1971,97.7,100.0,39.4,NASA_SMAP_Simulated
2000-05-28,0.4846,0.5,0.1933,96.9,100.0,38.7,NASA_SMAP_Simulated
2000-05-29,0.4888,0.5,0.1895,97.8,100.0,37.9,NASA_SMAP_Simulated
2000-05-30,0.485,0.5,0.1858,97.0,100.0,37.2,NASA_SMAP_Simulated
2000-05-31,0.4813,0.4962,0.182,96.3,99.2,36.4,NASA_SMAP_Simulated
2000-06-01,0.4775,0.5,0.1783,95.5,100.0,35.7,NASA_SMAP_Simulated
2000-06-02,0.5,0.4963,0.1746,100.0,99.3,34.9,NASA_SMAP_Simulated
2000-06-03,0.4963,0.5,0.1709,99.3,100.0,34.2,NASA_SMAP_Simulated
2000-06-04,0.5,0.5,0.1672,100.0,100.0,33.4,NASA_SMAP_Simulated
2000-06-05,0.4964,0.4964,0.1636,99.3,99.3,32.7,NASA_SMAP_Simulated
2000-06-06,0.4927,0.4927,0.16,98.5,98.5,32.0,NASA_SMAP_Simulated
2000-06-07,0.4892,0.4892,0.1564,97.8,97.8,31.3,NASA_SMAP_Simulated
2000-06-08,0.4856,0.4856,0.1528,97.1,97.1,30.6,NASA_SMAP_Simulated
2000-06-09,0.482,0.482,0.1493,96.4,96.4,29.9,NASA_SMAP_Simulated
2000-06-10,0.5,0.5,0.1458,100.0,100.0,29.2,NASA_SMAP_Simulated
2000-06-11,0.4965,0.5,0.1423,99.3,100.0,28.5,NASA_SMAP_Simulated
2000-06-12,0.5,0.4965,0.1388,100.0,99.3,27.8,NASA_SMAP_Simulated
2000-06-13,0.5,0.4931,0.1353,100.0,98.6,27.1,NASA_SMAP_Simulated
2000-06-14,0.4966,0.4897,0.1319,99.3,97.9,26.4,NASA_SMAP_Simulated
2000-06-15,0.4932,0.5,0.1285,98.6,100.0,25.7,NASA_SMAP_Simulated
2000-06-16,0.4898,0.4966,0.1252,98.0,99.3,25.0,NASA_SMAP_Simulated
2000-06-17,0.4985,0.4933,0.2538,99.7,98.7,50.8,NASA_SMAP_Simulated
2000-06-18,0.4951,0.49,0.2825,99.0,98.0,56.5,NASA_SMAP_Simulated
2000-06-19,0.4919,0.4867,0.2792,98.4,97.3,55.8,NASA_SMAP_Simulated
2000-06-20,0.4886,0.5,0.2759,97.7,100.0,55.2,NASA_SMAP_Simulated
2000-06-21,0.4853,0.5,0.2727,97.1,100.0,54.5,NASA_SMAP_Simulated
2000-06-22,0.5,0.5,0.2695,100.0,100.0,53.9,NASA_SMAP_Simulated
2000-06-23,0.4968,0.5,0.2663,99.4,100.0,53.3,NASA_SMAP_Simulated
2000-06-24,0.4936,0.5,0.2631,98.7,100.0,52.6,NASA_SMAP_Simulated
